forecast_date,state,electoral_vote,party,win,p_10,proj_vote,p_90,tipping_point,poll_avg,fund_avg,ss_avg,experts_avg,poll_weight,fund_weight,ss_weight,experts_weight
01/15/20,Washington,12,dem,97.992,48.800,56.885,64.969,0.026,58.645,56.833,57.158,56.718,3.6575963397903934,75,15,40
01/15/20,Washington,12,third,0.000,2.069,5.748,9.427,0.026,6.029,5.529,6.029,6.029,3.6575963397903934,75,15,40
01/15/20,West Virginia,5,gop,99.974,56.959,65.206,73.453,0.000,65.217,64.452,63.619,67.214,6.848257725839857,75,15,40
01/15/20,West Virginia,5,dem,0.026,23.760,32.007,40.254,0.000,31.723,32.988,33.321,29.726,6.848257725839857,75,15,40
01/15/20,West Virginia,5,third,0.000,1.003,2.786,4.569,0.000,3.060,2.560,3.060,3.060,6.848257725839857,75,15,40
01/15/20,Wisconsin,10,gop,42.886,39.277,47.132,54.986,7.412,46.678,47.189,46.750,47.784,54.37728790930118,75,15,40
01/15/20,Wisconsin,10,dem,57.114,41.070,48.925,56.779,7.412,49.175,49.164,49.103,48.068,54.37728790930118,75,15,40
01/15/20,Wisconsin,10,third,0.000,1.420,3.944,6.468,7.412,4.147,3.647,4.147,4.147,54.37728790930118,75,15,40
01/15/20,Wyoming,3,gop,99.996,60.476,69.036,77.596,0.000,0.000,68.552,68.041,70.317,0,75,15,40
01/15/20,Wyoming,3,dem,0.004,16.422,24.982,33.542,0.000,0.000,25.678,25.689,23.413,0,75,15,40
01/15/20,Wyoming,3,third,0.000,2.153,5.982,9.810,0.000,0.000,5.770,6.270,6.270,0,75,15,40
01/15/20,District of Columbia,3,gop,0.000,-0.709,6.384,13.476,0.000,0.000,4.779,5.405,9.759,0,75,15,40
01/15/20,District of Columbia,3,dem,100.000,82.086,89.178,96.270,0.000,0.000,90.994,89.868,85.513,0,75,15,40
01/15/20,District of Columbia,3,third,0.000,1.598,4.439,7.280,0.000,0.000,4.227,4.727,4.727,0,75,15,40
01/15/20,Maine-1,1,gop,2.452,28.705,37.527,46.349,0.006,0.000,36.623,36.642,39.555,0,75,15,40
01/15/20,Maine-1,1,dem,97.548,49.050,57.872,66.694,0.006,0.000,58.988,58.469,55.555,0,75,15,40
01/15/20,Maine-1,1,third,0.000,1.656,4.601,7.545,0.006,0.000,4.389,4.889,4.889,0,75,15,40
01/15/20,Maine-2,1,gop,58.472,39.481,48.303,57.125,0.594,0.000,47.982,47.231,49.305,0,75,15,40
01/15/20,Maine-2,1,dem,41.528,37.494,46.316,55.138,0.594,0.000,46.848,47.100,45.025,0,75,15,40
01/15/20,Maine-2,1,third,0.000,1.937,5.381,8.825,0.594,0.000,5.170,5.670,5.670,0,75,15,40
01/15/20,Nebraska-1,1,gop,98.222,49.306,57.499,65.692,0.000,0.000,57.630,56.819,57.508,0,75,15,40
01/15/20,Nebraska-1,1,dem,1.778,29.772,37.965,46.158,0.000,0.000,38.045,38.356,37.668,0,75,15,40
01/15/20,Nebraska-1,1,third,0.000,1.633,4.536,7.439,0.000,0.000,4.324,4.824,4.824,0,75,15,40
01/15/20,Nebraska-2,1,gop,57.556,40.604,48.797,56.989,0.646,0.000,48.868,48.734,48.686,0,75,15,40
01/15/20,Nebraska-2,1,dem,42.444,38.951,47.144,55.336,0.646,0.000,47.283,46.918,46.966,0,75,15,40
01/15/20,Nebraska-2,1,third,0.000,1.462,4.060,6.658,0.646,0.000,3.848,4.348,4.348,0,75,15,40
01/15/20,Nebraska-3,1,gop,100.000,64.534,72.726,80.919,0.000,0.000,73.839,73.028,70.527,0,75,15,40
01/15/20,Nebraska-3,1,dem,0.000,15.013,23.206,31.399,0.000,0.000,22.304,22.615,25.117,0,75,15,40
01/15/20,Nebraska-3,1,third,0.000,1.464,4.068,6.671,0.000,0.000,3.856,4.356,4.356,0,75,15,40
01/15/20,US,237.663,gop,39.928,,45.817,,,,,,,,,,
01/15/20,US,300.337,dem,60.072,,50.485,,,,,,,,,,
01/15/20,US,0,third,0.000,,3.698,,,,,,,,,,
01/16/20,Alabama,9,gop,99.830,54.211,61.660,69.109,0.000,58.300,61.226,61.159,63.216,6.594618550808751,75,15,40
01/16/20,Alabama,9,dem,0.170,28.242,35.690,43.139,0.000,38.776,36.350,35.917,33.860,6.594618550808751,75,15,40
01/16/20,Alabama,9,third,0.000,0.954,2.650,4.345,0.000,2.924,2.424,2.924,2.924,6.594618550808751,75,15,40
01/16/20,Alaska,3,gop,91.558,42.618,51.568,60.519,0.020,45.874,50.588,50.720,53.797,0.5096485252307975,75,15,40
01/16/20,Alaska,3,dem,8.442,28.599,37.549,46.500,0.020,42.956,38.742,38.111,35.033,0.5096485252307975,75,15,40
01/16/20,Alaska,3,third,0.000,3.918,10.882,17.847,0.020,11.169,10.669,11.169,11.169,0.5096485252307975,75,15,40
01/16/20,Arizona,11,gop,55.120,40.439,48.423,56.406,6.260,46.622,49.120,47.976,48.606,29.42101899213905,75,15,40
01/16/20,Arizona,11,dem,44.880,39.364,47.348,55.331,6.260,48.913,46.915,47.559,46.930,29.42101899213905,75,15,40
01/16/20,Arizona,11,third,0.000,1.523,4.230,6.937,6.260,4.465,3.965,4.465,4.465,29.42101899213905,75,15,40
01/16/20,Arkansas,6,gop,99.836,53.873,61.996,70.119,0.002,0.000,61.323,60.917,63.662,0,75,15,40
01/16/20,Arkansas,6,dem,0.164,25.850,33.973,42.095,0.002,0.000,34.857,34.762,32.018,0,75,15,40
01/16/20,Arkansas,6,third,0.000,1.451,4.032,6.612,0.002,0.000,3.820,4.320,4.320,0,75,15,40
01/16/20,California,55,gop,0.054,25.311,32.758,40.205,0.000,34.784,31.756,30.754,34.058,26.262377912431436,75,15,40
01/16/20,California,55,dem,99.946,54.831,62.278,69.725,0.000,60.012,63.540,64.042,60.738,26.262377912431436,75,15,40
01/16/20,California,55,third,0.000,1.787,4.964,8.141,0.000,5.204,4.704,5.204,5.204,26.262377912431436,75,15,40
01/16/20,Colorado,9,gop,15.398,33.802,42.226,50.651,2.098,42.443,43.254,42.529,40.162,4.196768594671443,75,15,40
01/16/20,Colorado,9,dem,84.602,43.852,52.276,60.701,2.098,51.780,51.469,51.694,54.062,4.196768594671443,75,15,40
01/16/20,Colorado,9,third,0.000,1.979,5.497,9.016,2.098,5.777,5.277,5.777,5.777,4.196768594671443,75,15,40
01/16/20,Connecticut,7,gop,2.334,30.568,38.585,46.602,0.018,38.798,38.540,39.969,38.131,3.5040007870328727,75,15,40
01/16/20,Connecticut,7,dem,97.666,49.414,57.431,65.448,0.018,56.937,57.695,55.766,57.603,3.5040007870328727,75,15,40
01/16/20,Connecticut,7,third,0.000,1.434,3.984,6.534,0.018,4.265,3.765,4.265,4.265,3.5040007870328727,75,15,40
01/16/20,Delaware,3,gop,1.786,31.173,38.930,46.687,0.012,0.000,38.632,39.854,39.143,0,75,15,40
01/16/20,Delaware,3,dem,98.214,50.359,58.116,65.873,0.012,0.000,58.626,56.904,57.615,0,75,15,40
01/16/20,Delaware,3,third,0.000,1.063,2.954,4.845,0.012,0.000,2.742,3.242,3.242,0,75,15,40
01/16/20,Florida,29,gop,47.516,40.764,48.547,56.330,22.690,47.971,48.683,47.413,49.264,38.01060392214643,75,15,40
01/16/20,Florida,29,dem,52.484,41.413,49.197,56.980,22.690,49.549,49.337,50.107,48.256,38.01060392214643,75,15,40
01/16/20,Florida,29,third,0.000,0.812,2.257,3.701,22.690,2.480,1.980,2.480,2.480,38.01060392214643,75,15,40
01/16/20,Georgia,16,gop,65.538,43.482,50.737,57.992,5.060,47.148,50.897,51.134,52.517,24.849426061097425,75,15,40
01/16/20,Georgia,16,dem,34.462,40.139,47.394,54.649,5.060,50.742,47.492,46.755,45.373,24.849426061097425,75,15,40
01/16/20,Georgia,16,third,0.000,0.673,1.869,3.065,5.060,2.111,1.611,2.111,2.111,24.849426061097425,75,15,40
01/16/20,Hawaii,4,gop,0.004,18.451,26.939,35.428,0.000,0.000,26.094,27.401,28.351,0,75,15,40
01/16/20,Hawaii,4,dem,99.996,59.903,68.391,76.880,0.000,0.000,69.448,67.641,66.691,0,75,15,40
01/16/20,Hawaii,4,third,0.000,1.681,4.670,7.658,0.000,0.000,4.458,4.958,4.958,0,75,15,40
01/16/20,Idaho,4,gop,99.934,54.728,63.477,72.227,0.000,0.000,62.886,62.909,64.800,0,75,15,40
01/16/20,Idaho,4,dem,0.066,21.697,30.447,39.197,0.000,0.000,31.250,30.727,28.836,0,75,15,40
01/16/20,Idaho,4,third,0.000,2.187,6.076,9.964,0.000,0.000,5.864,6.364,6.364,0,75,15,40
01/16/20,Illinois,20,gop,1.898,30.342,38.517,46.692,0.056,0.000,38.395,38.820,38.633,0,75,15,40
01/16/20,Illinois,20,dem,98.102,50.250,58.425,66.600,0.056,0.000,58.759,57.834,58.021,0,75,15,40
01/16/20,Illinois,20,third,0.000,1.101,3.057,5.014,0.056,0.000,2.846,3.346,3.346,0,75,15,40
01/16/20,Indiana,11,gop,95.676,48.353,56.424,64.494,0.004,0.000,55.843,54.702,58.157,0,75,15,40
01/16/20,Indiana,11,dem,4.324,32.505,40.576,48.646,0.004,0.000,41.367,42.009,38.553,0,75,15,40
01/16/20,Indiana,11,third,0.000,1.080,3.001,4.921,0.004,0.000,2.789,3.289,3.289,0,75,15,40
01/16/20,Iowa,6,gop,61.574,41.156,49.301,57.447,2.562,48.958,48.935,48.822,50.418,29.010130916147062,75,15,40
01/16/20,Iowa,6,dem,38.426,38.413,46.558,54.703,2.562,46.666,47.189,46.802,45.206,29.010130916147062,75,15,40
01/16/20,Iowa,6,third,0.000,1.491,4.140,6.790,2.562,4.376,3.876,4.376,4.376,29.010130916147062,75,15,40
01/16/20,Kansas,6,gop,97.422,48.389,56.511,64.634,0.004,0.000,56.015,54.711,58.117,0,75,15,40
01/16/20,Kansas,6,dem,2.578,30.489,38.611,46.734,0.004,0.000,39.319,40.124,36.717,0,75,15,40
01/16/20,Kansas,6,third,0.000,1.756,4.877,7.999,0.004,0.000,4.666,5.166,5.166,0,75,15,40
01/16/20,Kentucky,8,gop,99.840,54.239,62.033,69.828,0.000,54.377,61.344,61.500,63.712,0.9675869996287816,75,15,40
01/16/20,Kentucky,8,dem,0.160,27.370,35.164,42.959,0.000,42.534,36.068,35.412,33.200,0.9675869996287816,75,15,40
01/16/20,Kentucky,8,third,0.000,1.009,2.802,4.596,0.000,3.089,2.589,3.089,3.089,0.9675869996287816,75,15,40
01/16/20,Louisiana,8,gop,98.988,50.984,58.898,66.812,0.000,0.000,58.188,58.453,60.396,0,75,15,40
01/16/20,Louisiana,8,dem,1.012,29.737,37.651,45.564,0.000,0.000,38.572,37.807,35.864,0,75,15,40
01/16/20,Louisiana,8,third,0.000,1.243,3.452,5.661,0.000,0.000,3.240,3.740,3.740,0,75,15,40
01/16/20,Maine,2,gop,19.808,33.911,42.675,51.439,0.544,42.279,42.013,42.026,44.183,2.4778341325404982,75,15,40
01/16/20,Maine,2,dem,80.192,42.615,51.379,60.143,0.544,51.491,52.257,51.744,49.587,2.4778341325404982,75,15,40
01/16/20,Maine,2,third,0.000,2.141,5.946,9.752,0.544,6.230,5.730,6.230,6.230,2.4778341325404982,75,15,40
01/16/20,Maryland,10,gop,0.136,26.053,33.967,41.881,0.000,0.000,33.206,34.175,35.317,0,75,15,40
01/16/20,Maryland,10,dem,99.864,54.933,62.847,70.761,0.000,0.000,63.820,62.350,61.209,0,75,15,40
01/16/20,Maryland,10,third,0.000,1.147,3.186,5.225,0.000,0.000,2.975,3.475,3.475,0,75,15,40
01/16/20,Massachusetts,11,gop,0.238,23.031,31.937,40.843,0.000,0.000,31.090,32.819,33.193,0,75,15,40
01/16/20,Massachusetts,11,dem,99.762,53.340,62.246,71.153,0.000,0.000,63.305,61.076,60.701,0,75,15,40
01/16/20,Massachusetts,11,third,0.000,2.094,5.817,9.539,0.000,0.000,5.605,6.105,6.105,0,75,15,40
01/16/20,Michigan,16,gop,30.012,37.947,45.912,53.877,9.924,44.903,46.120,45.390,46.740,40.59799274955057,75,15,40
01/16/20,Michigan,16,dem,69.988,42.908,50.873,58.838,9.924,51.662,50.945,51.175,49.824,40.59799274955057,75,15,40
01/16/20,Michigan,16,third,0.000,1.157,3.215,5.273,9.924,3.435,2.935,3.435,3.435,40.59799274955057,75,15,40
01/16/20,Minnesota,10,gop,22.914,35.572,43.816,52.061,4.958,41.177,43.982,44.007,43.583,2.2770318329301498,75,15,40
01/16/20,Minnesota,10,dem,77.086,42.752,50.997,59.241,4.958,53.352,51.047,50.522,50.947,2.2770318329301498,75,15,40
01/16/20,Minnesota,10,third,0.000,1.867,5.187,8.507,4.958,5.471,4.971,5.471,5.471,2.2770318329301498,75,15,40
01/16/20,Mississippi,6,gop,97.174,49.643,57.348,65.053,0.006,0.000,56.637,56.883,58.855,0,75,15,40
01/16/20,Mississippi,6,dem,2.826,32.654,40.359,48.064,0.006,0.000,41.281,40.536,38.563,0,75,15,40
01/16/20,Mississippi,6,third,0.000,0.825,2.293,3.760,0.006,0.000,2.081,2.581,2.581,0,75,15,40
01/16/20,Missouri,10,gop,96.388,48.954,56.804,64.654,0.008,52.665,56.096,56.858,58.188,0.7379450248784146,75,15,40
01/16/20,Missouri,10,dem,3.612,32.729,40.579,48.429,0.008,44.431,41.500,40.238,38.908,0.7379450248784146,75,15,40
01/16/20,Missouri,10,third,0.000,0.942,2.617,4.292,0.008,2.904,2.404,2.904,2.904,0.7379450248784146,75,15,40
01/16/20,Montana,3,gop,94.664,45.972,54.460,62.948,0.014,0.000,53.712,53.198,56.336,0,75,15,40
01/16/20,Montana,3,dem,5.336,30.468,38.956,47.445,0.014,0.000,39.916,39.930,36.792,0,75,15,40
01/16/20,Montana,3,third,0.000,2.370,6.584,10.797,0.014,0.000,6.372,6.872,6.872,0,75,15,40
01/16/20,Nebraska,2,gop,99.588,52.281,60.456,68.631,0.000,0.000,60.085,59.261,61.600,0,75,15,40
01/16/20,Nebraska,2,dem,0.412,27.061,35.236,43.411,0.000,0.000,35.819,36.142,33.804,0,75,15,40
01/16/20,Nebraska,2,third,0.000,1.551,4.308,7.065,0.000,0.000,4.096,4.596,4.596,0,75,15,40
01/16/20,Nevada,6,gop,29.820,36.754,44.908,53.062,2.970,45.563,44.989,43.369,44.871,28.276918187929162,75,15,40
01/16/20,Nevada,6,dem,70.180,41.888,50.042,58.196,2.970,49.150,50.224,51.344,49.843,28.276918187929162,75,15,40
01/16/20,Nevada,6,third,0.000,1.818,5.050,8.282,2.970,5.287,4.787,5.287,5.287,28.276918187929162,75,15,40
01/16/20,New Hampshire,4,gop,30.654,36.564,45.362,54.160,1.950,45.400,45.235,44.992,45.731,7.211282893390174,75,15,40
01/16/20,New Hampshire,4,dem,69.346,41.888,50.686,59.484,1.950,50.374,51.039,50.783,50.043,7.211282893390174,75,15,40
01/16/20,New Hampshire,4,third,0.000,1.423,3.952,6.482,1.950,4.225,3.725,4.225,4.225,7.211282893390174,75,15,40
01/16/20,New Jersey,14,gop,2.800,30.995,39.170,47.345,0.058,0.000,39.332,40.576,38.340,0,75,15,40
01/16/20,New Jersey,14,dem,97.200,49.551,57.726,65.901,0.058,0.000,57.776,56.032,58.268,0,75,15,40
01/16/20,New Jersey,14,third,0.000,1.117,3.104,5.090,0.058,0.000,2.892,3.392,3.392,0,75,15,40
01/16/20,New Mexico,5,gop,6.850,32.659,40.627,48.596,0.216,43.880,40.521,38.937,39.990,18.0681400621803,75,15,40
01/16/20,New Mexico,5,dem,93.150,46.515,54.483,62.451,0.216,50.977,54.836,55.920,54.866,18.0681400621803,75,15,40
01/16/20,New Mexico,5,third,0.000,1.760,4.890,8.019,0.216,5.143,4.643,5.143,5.143,18.0681400621803,75,15,40
01/16/20,New York,29,gop,0.304,26.549,34.515,42.481,0.000,0.000,33.845,35.106,35.550,0,75,15,40
01/16/20,New York,29,dem,99.696,52.771,60.737,68.703,0.000,0.000,61.619,59.857,59.414,0,75,15,40
01/16/20,New York,29,third,0.000,1.709,4.748,7.787,0.000,0.000,4.536,5.036,5.036,0,75,15,40
01/16/20,North Carolina,15,gop,51.766,41.639,49.235,56.832,9.724,47.995,49.433,49.255,49.826,31.286537080412774,75,15,40
01/16/20,North Carolina,15,dem,48.234,41.402,48.998,56.595,9.724,50.006,49.068,48.745,48.174,31.286537080412774,75,15,40
01/16/20,North Carolina,15,third,0.000,0.636,1.767,2.897,9.724,1.999,1.499,1.999,1.999,31.286537080412774,75,15,40
01/16/20,North Dakota,3,gop,99.960,54.884,62.889,70.894,0.000,59.102,62.512,62.365,63.875,0.8498150024368711,75,15,40
01/16/20,North Dakota,3,dem,0.040,23.489,31.495,39.500,0.000,34.995,32.086,31.732,30.223,0.8498150024368711,75,15,40
01/16/20,North Dakota,3,third,0.000,2.022,5.616,9.210,0.000,5.903,5.403,5.903,5.903,0.8498150024368711,75,15,40
01/16/20,Ohio,18,gop,69.180,42.343,50.464,58.585,3.734,45.557,50.477,49.749,51.574,7.06657648844168,75,15,40
01/16/20,Ohio,18,dem,30.820,37.717,45.838,53.959,3.734,50.471,46.051,46.280,44.454,7.06657648844168,75,15,40
01/16/20,Ohio,18,third,0.000,1.331,3.698,6.065,3.734,3.972,3.472,3.972,3.972,7.06657648844168,75,15,40
01/16/20,Oklahoma,7,gop,99.976,58.075,65.884,73.693,0.000,0.000,65.285,64.520,67.518,0,75,15,40
01/16/20,Oklahoma,7,dem,0.024,24.400,32.209,40.019,0.000,0.000,33.020,33.285,30.286,0,75,15,40
01/16/20,Oklahoma,7,third,0.000,0.686,1.907,3.127,0.000,0.000,1.695,2.195,2.195,0,75,15,40
01/16/20,Oregon,7,gop,4.476,30.581,38.704,46.827,0.074,0.000,39.020,38.324,38.255,0,75,15,40
01/16/20,Oregon,7,dem,95.524,46.875,54.998,63.121,0.074,0.000,54.894,55.090,55.159,0,75,15,40
01/16/20,Oregon,7,third,0.000,2.267,6.298,10.328,0.074,0.000,6.086,6.586,6.586,0,75,15,40
01/16/20,Pennsylvania,20,gop,35.562,38.984,46.777,54.570,13.554,45.519,46.589,46.436,48.000,23.599265578865506,75,15,40
01/16/20,Pennsylvania,20,dem,64.438,42.366,50.159,57.952,13.554,51.172,50.603,50.255,48.692,23.599265578865506,75,15,40
01/16/20,Pennsylvania,20,third,0.000,1.103,3.064,5.025,13.554,3.308,2.808,3.308,3.308,23.599265578865506,75,15,40
01/16/20,Rhode Island,4,gop,1.834,27.745,36.652,45.558,0.008,0.000,35.748,37.129,38.168,0,75,15,40
01/16/20,Rhode Island,4,dem,98.166,49.850,58.757,67.663,0.008,0.000,59.872,57.991,56.952,0,75,15,40
01/16/20,Rhode Island,4,third,0.000,1.653,4.592,7.530,0.008,0.000,4.380,4.880,4.880,0,75,15,40
01/16/20,South Carolina,9,gop,93.324,47.499,55.465,63.431,0.012,0.000,54.482,54.066,57.832,0,75,15,40
01/16/20,South Carolina,9,dem,6.676,33.846,41.812,49.778,0.012,0.000,43.006,42.922,39.156,0,75,15,40
01/16/20,South Carolina,9,third,0.000,0.980,2.723,4.465,0.012,0.000,2.511,3.011,3.011,0,75,15,40
01/16/20,South Dakota,3,gop,99.764,53.526,61.701,69.876,0.000,0.000,61.304,60.788,62.789,0,75,15,40
01/16/20,South Dakota,3,dem,0.236,26.314,34.489,42.664,0.000,0.000,35.098,35.113,33.113,0,75,15,40
01/16/20,South Dakota,3,third,0.000,1.372,3.810,6.249,0.000,0.000,3.599,4.099,4.099,0,75,15,40
01/16/20,Tennessee,11,gop,99.518,52.873,60.891,68.909,0.000,0.000,60.293,59.494,62.535,0,75,15,40
01/16/20,Tennessee,11,dem,0.482,28.760,36.779,44.797,0.000,0.000,37.588,37.887,34.847,0,75,15,40
01/16/20,Tennessee,11,third,0.000,0.839,2.330,3.822,0.000,0.000,2.119,2.619,2.619,0,75,15,40
01/16/20,Texas,38,gop,82.358,44.951,53.029,61.106,0.696,49.649,53.003,53.586,54.034,13.806226725996595,75,15,40
01/16/20,Texas,38,dem,17.642,36.414,44.492,52.570,0.696,47.611,44.757,43.674,43.226,13.806226725996595,75,15,40
01/16/20,Texas,38,third,0.000,0.893,2.479,4.066,0.696,2.740,2.240,2.740,2.740,13.806226725996595,75,15,40
01/16/20,Utah,6,gop,99.746,51.412,59.842,68.273,0.000,46.975,59.665,60.975,59.875,0.38473171524656175,75,15,40
01/16/20,Utah,6,dem,0.254,24.028,32.459,40.889,0.000,45.038,32.849,31.039,32.139,0.38473171524656175,75,15,40
01/16/20,Utah,6,third,0.000,2.772,7.699,12.627,0.000,7.987,7.487,7.987,7.987,0.38473171524656175,75,15,40
01/16/20,Vermont,3,gop,0.046,20.364,29.114,37.864,0.000,0.000,28.282,28.677,30.838,0,75,15,40
01/16/20,Vermont,3,dem,99.954,55.333,64.083,72.832,0.000,0.000,65.126,64.232,62.070,0,75,15,40
01/16/20,Vermont,3,third,0.000,2.449,6.803,11.157,0.000,0.000,6.592,7.092,7.092,0,75,15,40
01/16/20,Virginia,13,gop,16.078,36.300,43.957,51.615,4.016,44.773,44.465,45.283,42.299,10.214095437217132,75,15,40
01/16/20,Virginia,13,dem,83.922,45.207,52.865,60.523,4.016,51.781,52.590,51.272,54.255,10.214095437217132,75,15,40
01/16/20,Virginia,13,third,0.000,1.144,3.178,5.211,4.016,3.445,2.945,3.445,3.445,10.214095437217132,75,15,40
01/16/20,Washington,12,gop,2.072,29.294,37.361,45.429,0.038,35.341,37.624,36.823,37.254,3.6256373237397135,75,15,40
01/16/20,Washington,12,dem,97.928,48.824,56.891,64.958,0.038,58.630,56.848,57.149,56.718,3.6256373237397135,75,15,40
01/16/20,Washington,12,third,0.000,2.069,5.748,9.427,0.038,6.029,5.529,6.029,6.029,3.6256373237397135,75,15,40
01/16/20,West Virginia,5,gop,99.974,56.968,65.200,73.432,0.000,65.232,64.438,63.626,67.214,6.594618550808751,75,15,40
01/16/20,West Virginia,5,dem,0.026,23.782,32.014,40.247,0.000,31.708,33.002,33.314,29.726,6.594618550808751,75,15,40
01/16/20,West Virginia,5,third,0.000,1.003,2.786,4.569,0.000,3.060,2.560,3.060,3.060,6.594618550808751,75,15,40
01/16/20,Wisconsin,10,gop,42.682,39.284,47.133,54.983,7.526,46.688,47.174,46.758,47.784,52.77954473201817,75,15,40
01/16/20,Wisconsin,10,dem,57.318,41.075,48.925,56.774,7.526,49.165,49.179,49.095,48.068,52.77954473201817,75,15,40
01/16/20,Wisconsin,10,third,0.000,1.419,3.942,6.465,7.526,4.147,3.647,4.147,4.147,52.77954473201817,75,15,40
01/16/20,Wyoming,3,gop,100.000,60.488,69.028,77.569,0.000,0.000,68.538,68.046,70.317,0,75,15,40
01/16/20,Wyoming,3,dem,0.000,16.449,24.990,33.530,0.000,0.000,25.692,25.683,23.413,0,75,15,40
01/16/20,Wyoming,3,third,0.000,2.153,5.982,9.810,0.000,0.000,5.770,6.270,6.270,0,75,15,40
01/16/20,District of Columbia,3,gop,0.000,-0.702,6.376,13.454,0.000,0.000,4.764,5.410,9.759,0,75,15,40
01/16/20,District of Columbia,3,dem,100.000,82.108,89.186,96.263,0.000,0.000,91.009,89.863,85.513,0,75,15,40
01/16/20,District of Columbia,3,third,0.000,1.598,4.439,7.280,0.000,0.000,4.227,4.727,4.727,0,75,15,40
01/16/20,Maine-1,1,gop,2.426,28.718,37.520,46.322,0.000,0.000,36.608,36.652,39.555,0,75,15,40
01/16/20,Maine-1,1,dem,97.574,49.077,57.879,66.681,0.000,0.000,59.003,58.459,55.555,0,75,15,40
01/16/20,Maine-1,1,third,0.000,1.656,4.601,7.545,0.000,0.000,4.389,4.889,4.889,0,75,15,40
01/16/20,Maine-2,1,gop,57.944,39.494,48.295,57.097,0.558,0.000,47.968,47.240,49.305,0,75,15,40
01/16/20,Maine-2,1,dem,42.056,37.521,46.323,55.125,0.558,0.000,46.862,47.091,45.025,0,75,15,40
01/16/20,Maine-2,1,third,0.000,1.937,5.381,8.825,0.558,0.000,5.170,5.670,5.670,0,75,15,40
01/16/20,Nebraska-1,1,gop,98.030,49.316,57.491,65.666,0.002,0.000,57.616,56.826,57.508,0,75,15,40
01/16/20,Nebraska-1,1,dem,1.970,29.798,37.973,46.148,0.002,0.000,38.060,38.350,37.668,0,75,15,40
01/16/20,Nebraska-1,1,third,0.000,1.633,4.536,7.439,0.002,0.000,4.324,4.824,4.824,0,75,15,40
01/16/20,Nebraska-2,1,gop,57.154,40.614,48.789,56.964,0.624,0.000,48.854,48.740,48.686,0,75,15,40
01/16/20,Nebraska-2,1,dem,42.846,38.976,47.151,55.326,0.624,0.000,47.298,46.911,46.966,0,75,15,40
01/16/20,Nebraska-2,1,third,0.000,1.462,4.060,6.658,0.624,0.000,3.848,4.348,4.348,0,75,15,40
01/16/20,Nebraska-3,1,gop,100.000,64.544,72.719,80.894,0.000,0.000,73.825,73.035,70.527,0,75,15,40
01/16/20,Nebraska-3,1,dem,0.000,15.038,23.213,31.388,0.000,0.000,22.319,22.609,25.117,0,75,15,40
01/16/20,Nebraska-3,1,third,0.000,1.464,4.068,6.671,0.000,0.000,3.856,4.356,4.356,0,75,15,40
01/16/20,US,236.795,gop,39.406,,45.812,,,,,,,,,,
01/16/20,US,301.205,dem,60.594,,50.490,,,,,,,,,,
01/16/20,US,0,third,0.000,,3.697,,,,,,,,,,

01/17/20,Alabama,9,gop,99.852,54.222,61.659,69.096,0.000,58.313,61.212,61.162,63.216,6.359096459708439,75,15,40
01/17/20,Alabama,9,dem,0.148,28.255,35.692,43.128,0.000,38.762,36.364,35.913,33.860,6.359096459708439,75,15,40
01/17/20,Alabama,9,third,0.000,0.954,2.649,4.345,0.000,2.924,2.424,2.924,2.924,6.359096459708439,75,15,40
01/17/20,Alaska,3,gop,91.922,42.631,51.561,60.492,0.016,45.888,50.574,50.724,53.797,0.5068334355632396,75,15,40
01/17/20,Alaska,3,dem,8.078,28.626,37.557,46.487,0.016,42.942,38.756,38.106,35.033,0.5068334355632396,75,15,40
01/17/20,Alaska,3,third,0.000,3.918,10.882,17.847,0.016,11.169,10.669,11.169,11.169,0.5068334355632396,75,15,40
01/17/20,Arizona,11,gop,55.466,40.452,48.423,56.393,6.200,46.628,49.107,47.987,48.606,29.03002229452808,75,15,40
01/17/20,Arizona,11,dem,44.534,39.378,47.348,55.318,6.200,48.907,46.928,47.548,46.930,29.03002229452808,75,15,40
01/17/20,Arizona,11,third,0.000,1.522,4.229,6.936,6.200,4.465,3.965,4.465,4.465,29.03002229452808,75,15,40
01/17/20,Arkansas,6,gop,99.844,53.883,61.988,70.094,0.000,0.000,61.309,60.923,63.662,0,75,15,40
01/17/20,Arkansas,6,dem,0.156,25.874,33.980,42.085,0.000,0.000,34.871,34.757,32.018,0,75,15,40
01/17/20,Arkansas,6,third,0.000,1.451,4.032,6.612,0.000,0.000,3.820,4.320,4.320,0,75,15,40
01/17/20,California,55,gop,0.060,26.620,33.670,40.719,0.000,36.285,31.742,30.764,34.058,66.00613112513223,75,15,40
01/17/20,California,55,dem,99.940,54.268,61.317,68.367,0.000,58.510,63.554,64.031,60.738,66.00613112513223,75,15,40
01/17/20,California,55,third,0.000,1.805,5.013,8.221,0.000,5.204,4.704,5.204,5.204,66.00613112513223,75,15,40
01/17/20,Colorado,9,gop,15.264,33.813,42.220,50.626,2.094,42.457,43.241,42.538,40.162,4.172791628642172,75,15,40
01/17/20,Colorado,9,dem,84.736,43.876,52.283,60.689,2.094,51.766,51.482,51.685,54.062,4.172791628642172,75,15,40
01/17/20,Colorado,9,third,0.000,1.979,5.497,9.016,2.094,5.777,5.277,5.777,5.777,4.172791628642172,75,15,40
01/17/20,Connecticut,7,gop,2.274,30.577,38.578,46.579,0.034,38.812,38.527,39.973,38.131,3.4062932825032584,75,15,40
