date,state,margin
10/01/20,Florida,-0.99635341
10/02/20,Florida,-0.997085855
10/03/20,Florida,-0.997347208
10/04/20,Florida,-0.997340014
10/05/20,Florida,-0.997621411
10/06/20,Florida,-0.997697289
10/07/20,Florida,-0.997821787
10/08/20,Florida,-0.998494148
10/09/20,Florida,-0.999118759
10/10/20,Florida,-0.999689023
10/11/20,Florida,-1.000013893
10/12/20,Florida,-0.999756174
10/13/20,Florida,-1.000421904
10/14/20,Florida,-1.00056314
10/15/20,Florida,-1.000594411
10/16/20,Florida,-1.001332124
10/17/20,Florida,-1.002186059
10/18/20,Florida,-1.001994783
10/19/20,Florida,-1.002266712
10/20/20,Florida,-1.002537918
10/21/20,Florida,-1.002067337
10/22/20,Florida,-1.002153278
10/23/20,Florida,-1.00190133
10/24/20,Florida,-1.002937597
10/25/20,Florida,-1.00222866
10/26/20,Florida,-1.002166791
10/27/20,Florida,-1.001789384
10/28/20,Florida,-1.001127138
10/29/20,Florida,-1.000927095
10/30/20,Florida,-1.000887374
10/31/20,Florida,-1.000461734
11/01/20,Florida,-1.000097115
11/02/20,Florida,-1.000387757
11/03/20,Florida,-1.00014025
11/04/20,Florida,-1.000066396
11/05/20,Florida,-0.99965275
11/06/20,Florida,-0.999557662
11/07/20,Florida,-0.999703892
11/08/20,Florida,-0.999810889
03/01/20,Georgia,3.721422178
03/02/20,Georgia,3.719774763
03/03/20,Georgia,3.720011843
03/04/20,Georgia,3.718972987
03/05/20,Georgia,3.718719928
03/06/20,Georgia,3.709934605
03/07/20,Georgia,3.710847239
03/08/20,Georgia,3.710152931
03/09/20,Georgia,3.709416919
03/10/20,Georgia,3.712394724
03/11/20,Georgia,3.715371048
03/12/20,Georgia,3.71898771
03/13/20,Georgia,3.71756728
03/14/20,Georgia,3.718334627
03/15/20,Georgia,3.716485646
03/16/20,Georgia,3.716331828
03/17/20,Georgia,3.718868856
03/18/20,Georgia,3.720171338
03/19/20,Georgia,3.721311546
03/20/20,Georgia,3.718243673
03/21/20,Georgia,3.713703682
03/22/20,Georgia,3.706285213
03/23/20,Georgia,3.703339391
03/24/20,Georgia,3.697532391
03/25/20,Georgia,3.697093355
03/26/20,Georgia,3.69785277
03/27/20,Georgia,3.696751927
03/28/20,Georgia,3.696683895
03/29/20,Georgia,3.694565737
03/30/20,Georgia,3.694632793
03/31/20,Georgia,3.694728
04/01/20,Georgia,3.695675552
04/02/20,Georgia,3.695431907
04/03/20,Georgia,3.697075053
04/04/20,Georgia,3.696817441
04/05/20,Georgia,3.697724464
04/06/20,Georgia,3.697200174
04/07/20,Georgia,3.696734056
04/08/20,Georgia,3.696166777
04/09/20,Georgia,3.696072467
04/10/20,Georgia,3.694709909
04/11/20,Georgia,3.694162959
04/12/20,Georgia,3.695054996
04/13/20,Georgia,3.695986673
04/14/20,Georgia,3.696395592
04/15/20,Georgia,3.696857196
04/16/20,Georgia,3.700497742
04/17/20,Georgia,3.70143456
04/18/20,Georgia,3.701821896
04/19/20,Georgia,3.702054487
04/20/20,Georgia,3.704364879
04/21/20,Georgia,3.704520066
04/22/20,Georgia,3.705552092
04/23/20,Georgia,3.704721271
04/24/20,Georgia,3.701341509
04/25/20,Georgia,3.701547932
04/26/20,Georgia,3.703017902
04/27/20,Georgia,3.702794451
04/28/20,Georgia,3.703409243
04/29/20,Georgia,3.703107879
04/30/20,Georgia,3.702627875
05/01/20,Georgia,3.702790546
05/02/20,Georgia,3.702115384
05/03/20,Georgia,3.701833408
05/04/20,Georgia,3.700919441
05/05/20,Georgia,3.701197086
05/06/20,Georgia,3.701270132
05/07/20,Georgia,3.701018088
05/08/20,Georgia,3.703143718
05/09/20,Georgia,3.706047821
05/10/20,Georgia,3.705866275
05/11/20,Georgia,3.704676866
05/12/20,Georgia,3.705528708
05/13/20,Georgia,3.704560368
05/14/20,Georgia,3.70375265
05/15/20,Georgia,3.706446013
05/16/20,Georgia,3.706568558
05/17/20,Georgia,3.707928592
05/18/20,Georgia,3.708021705
05/19/20,Georgia,3.710014055
05/20/20,Georgia,3.710101064
05/21/20,Georgia,3.709152054
05/22/20,Georgia,3.708568131
05/23/20,Georgia,3.708449263
05/24/20,Georgia,3.706715037
05/25/20,Georgia,3.705931467
05/26/20,Georgia,3.70601973
05/27/20,Georgia,3.705040997
05/28/20,Georgia,3.704007895
05/29/20,Georgia,3.703915409
05/30/20,Georgia,3.70406736
05/31/20,Georgia,3.7034372
06/01/20,Georgia,3.703097761
06/02/20,Georgia,3.702205656
06/03/20,Georgia,3.701768193
06/04/20,Georgia,3.701022065
06/05/20,Georgia,3.697551633
06/06/20,Georgia,3.696693463
06/07/20,Georgia,3.697092748
06/08/20,Georgia,3.695776852
06/09/20,Georgia,3.69412171
06/10/20,Georgia,3.693644023
06/11/20,Georgia,3.693432546
06/12/20,Georgia,3.692996357
06/13/20,Georgia,3.692567262
06/14/20,Georgia,3.692456287
06/15/20,Georgia,3.69142509
06/16/20,Georgia,3.691195049
06/17/20,Georgia,3.691556758
06/18/20,Georgia,3.689301174
06/19/20,Georgia,3.684059095
06/20/20,Georgia,3.682482342
06/21/20,Georgia,3.682322359
06/22/20,Georgia,3.678070528
06/23/20,Georgia,3.678981995
06/24/20,Georgia,3.683320732
06/25/20,Georgia,3.681292171
06/26/20,Georgia,3.681154915
06/27/20,Georgia,3.680997589
06/28/20,Georgia,3.682201791
06/29/20,Georgia,3.685567635
06/30/20,Georgia,3.685972908
07/01/20,Georgia,3.686689293
07/02/20,Georgia,3.690927004
07/03/20,Georgia,3.693498207
07/04/20,Georgia,3.694384282
07/05/20,Georgia,3.694658948
07/06/20,Georgia,3.695364406
07/07/20,Georgia,3.695298522
07/08/20,Georgia,3.695635738
07/09/20,Georgia,3.695296293
07/10/20,Georgia,3.696798888
07/11/20,Georgia,3.696988504
07/12/20,Georgia,3.697963231
07/13/20,Georgia,3.697974052
07/14/20,Georgia,3.698210225
07/15/20,Georgia,3.697934591
07/16/20,Georgia,3.698554618
07/17/20,Georgia,3.699565949
07/18/20,Georgia,3.700890534
07/19/20,Georgia,3.700529703
07/20/20,Georgia,3.701420557
07/21/20,Georgia,3.701871128
07/22/20,Georgia,3.704497069
07/23/20,Georgia,3.704519327
07/24/20,Georgia,3.707061911
07/25/20,Georgia,3.707448524
07/26/20,Georgia,3.707731981
07/27/20,Georgia,3.705833578
07/28/20,Georgia,3.705626364
07/29/20,Georgia,3.704086358
07/30/20,Georgia,3.702367461
07/31/20,Georgia,3.699374569
08/01/20,Georgia,3.697818158
08/02/20,Georgia,3.696754137
08/03/20,Georgia,3.696577124
08/04/20,Georgia,3.695381523
08/05/20,Georgia,3.694988897
08/06/20,Georgia,3.694098164
08/07/20,Georgia,3.693239287
08/08/20,Georgia,3.694036482
08/09/20,Georgia,3.69260636
08/10/20,Georgia,3.693490537
08/11/20,Georgia,3.694167852
08/12/20,Georgia,3.693919315
08/13/20,Georgia,3.693709943
08/14/20,Georgia,3.693317055
08/15/20,Georgia,3.69417831
08/16/20,Georgia,3.694541121
08/17/20,Georgia,3.695439054
08/18/20,Georgia,3.694922735
08/19/20,Georgia,3.695110252
08/20/20,Georgia,3.695837946
08/21/20,Georgia,3.695479652
08/22/20,Georgia,3.695669097
08/23/20,Georgia,3.696792496
08/24/20,Georgia,3.697183485
08/25/20,Georgia,3.695657875
08/26/20,Georgia,3.695454373
08/27/20,Georgia,3.695565008
08/28/20,Georgia,3.696139441
08/29/20,Georgia,3.696309124
08/30/20,Georgia,3.697504284
08/31/20,Georgia,3.697098591
09/01/20,Georgia,3.696641679
09/02/20,Georgia,3.697084802
09/03/20,Georgia,3.696726123
09/04/20,Georgia,3.6979212
09/05/20,Georgia,3.6978154
09/06/20,Georgia,3.697877249
09/07/20,Georgia,3.697742176
09/08/20,Georgia,3.698337969
09/09/20,Georgia,3.699098733
09/10/20,Georgia,3.698726948
09/11/20,Georgia,3.699004328
09/12/20,Georgia,3.698327054
09/13/20,Georgia,3.699962394
09/14/20,Georgia,3.700070998
09/15/20,Georgia,3.700457791
09/16/20,Georgia,3.700701716
09/17/20,Georgia,3.701399549
09/18/20,Georgia,3.701194995
09/19/20,Georgia,3.700668404
09/20/20,Georgia,3.700369725
09/21/20,Georgia,3.700241682
09/22/20,Georgia,3.699617007
09/23/20,Georgia,3.699919519
09/24/20,Georgia,3.701028808
09/25/20,Georgia,3.702176011
09/26/20,Georgia,3.701966118
09/27/20,Georgia,3.700731751
09/28/20,Georgia,3.700605937
09/29/20,Georgia,3.700216092
09/30/20,Georgia,3.699813564
10/01/20,Georgia,3.699969498
10/02/20,Georgia,3.698876785
10/03/20,Georgia,3.698524298
10/04/20,Georgia,3.698593408
10/05/20,Georgia,3.698207652
10/06/20,Georgia,3.698144378
10/07/20,Georgia,3.698003799
10/08/20,Georgia,3.697000543
10/09/20,Georgia,3.696071631
10/10/20,Georgia,3.695227457
10/11/20,Georgia,3.694768583
10/12/20,Georgia,3.69522548
10/13/20,Georgia,3.694228946
10/14/20,Georgia,3.694056819
10/15/20,Georgia,3.694057001
10/16/20,Georgia,3.692945195
10/17/20,Georgia,3.69164991
10/18/20,Georgia,3.69199823
10/19/20,Georgia,3.69161725
10/20/20,Georgia,3.691236796
10/21/20,Georgia,3.69202265
10/22/20,Georgia,3.691932449
10/23/20,Georgia,3.692373203
10/24/20,Georgia,3.690786916
10/25/20,Georgia,3.691945437
10/26/20,Georgia,3.692085519
10/27/20,Georgia,3.692721435
10/28/20,Georgia,3.693804897
10/29/20,Georgia,3.69416077
10/30/20,Georgia,3.694263942
10/31/20,Georgia,3.694973697
11/01/20,Georgia,3.695586977
11/02/20,Georgia,3.695169023
11/03/20,Georgia,3.69559714
11/04/20,Georgia,3.695751639
11/05/20,Georgia,3.696440195
11/06/20,Georgia,3.696627208
11/07/20,Georgia,3.696434188
11/08/20,Georgia,3.696302464
03/01/20,Hawaii,-20.30899745
03/02/20,Hawaii,-20.19391124
03/03/20,Hawaii,-20.09482606
03/04/20,Hawaii,-20.01994496
03/05/20,Hawaii,-19.95399746
03/06/20,Hawaii,-19.93728358
03/07/20,Hawaii,-19.88242827
03/08/20,Hawaii,-19.84100872
03/09/20,Hawaii,-19.80463089
03/10/20,Hawaii,-19.75630152
03/11/20,Hawaii,-19.71180312
03/12/20,Hawaii,-19.66787984
03/13/20,Hawaii,-19.64756575
03/14/20,Hawaii,-19.6203236
03/15/20,Hawaii,-19.60553542
03/16/20,Hawaii,-19.58546069
03/17/20,Hawaii,-19.5561965
03/18/20,Hawaii,-19.53322131
03/19/20,Hawaii,-19.51210022
03/20/20,Hawaii,-19.50824313
03/21/20,Hawaii,-19.51073349
03/22/20,Hawaii,-19.52470105
03/23/20,Hawaii,-19.52222983
03/24/20,Hawaii,-19.53100579
03/25/20,Hawaii,-19.52024399
03/26/20,Hawaii,-19.50565074
03/27/20,Hawaii,-19.49847141
03/28/20,Hawaii,-19.4879982
03/29/20,Hawaii,-19.48543798
03/30/20,Hawaii,-19.47535882
03/31/20,Hawaii,-19.46559641
04/01/20,Hawaii,-19.45317759
04/02/20,Hawaii,-19.44538932
04/03/20,Hawaii,-19.43124587
04/04/20,Hawaii,-19.42417359
04/05/20,Hawaii,-19.41329709
04/06/20,Hawaii,-19.40773395
04/07/20,Hawaii,-19.40221573
04/08/20,Hawaii,-19.39728412
04/09/20,Hawaii,-19.39093413
04/10/20,Hawaii,-19.38917973
04/11/20,Hawaii,-19.3847979
04/12/20,Hawaii,-19.37566814
04/13/20,Hawaii,-19.36661006
04/14/20,Hawaii,-19.35953145
04/15/20,Hawaii,-19.35245139
04/16/20,Hawaii,-19.34783475
04/17/20,Hawaii,-19.34161284
04/18/20,Hawaii,-19.3359588
04/19/20,Hawaii,-19.33036005
04/20/20,Hawaii,-19.31756675
04/21/20,Hawaii,-19.31195905
04/22/20,Hawaii,-19.30339418
04/23/20,Hawaii,-19.30108111
04/24/20,Hawaii,-19.3035201
04/25/20,Hawaii,-19.29654998
04/26/20,Hawaii,-19.28630616
04/27/20,Hawaii,-19.2820591
04/28/20,Hawaii,-19.2752487
04/29/20,Hawaii,-19.2716371
04/30/20,Hawaii,-19.26874293
05/01/20,Hawaii,-19.26384236
05/02/20,Hawaii,-19.26179962
05/03/20,Hawaii,-19.25855513
05/04/20,Hawaii,-19.25746315
05/05/20,Hawaii,-19.25255565
05/06/20,Hawaii,-19.2483991
05/07/20,Hawaii,-19.24537731
05/08/20,Hawaii,-19.2379793
05/09/20,Hawaii,-19.2292642
05/10/20,Hawaii,-19.22720148
05/11/20,Hawaii,-19.2278104
05/12/20,Hawaii,-19.22158751
05/13/20,Hawaii,-19.22112339
05/14/20,Hawaii,-19.22007968
05/15/20,Hawaii,-19.20777953
05/16/20,Hawaii,-19.20374073
05/17/20,Hawaii,-19.19576238
05/18/20,Hawaii,-19.19186142
05/19/20,Hawaii,-19.18194227
05/20/20,Hawaii,-19.17813116
05/21/20,Hawaii,-19.17764081
05/22/20,Hawaii,-19.17601924
05/23/20,Hawaii,-19.17295795
05/24/20,Hawaii,-19.17503081
05/25/20,Hawaii,-19.17412849
05/26/20,Hawaii,-19.17051446
05/27/20,Hawaii,-19.17029066
05/28/20,Hawaii,-19.17026611
05/29/20,Hawaii,-19.1673256
05/30/20,Hawaii,-19.16365866
05/31/20,Hawaii,-19.16247169
06/01/20,Hawaii,-19.16041055
06/02/20,Hawaii,-19.16010268
06/03/20,Hawaii,-19.15866647
06/04/20,Hawaii,-19.15819159
06/05/20,Hawaii,-19.15912381
06/06/20,Hawaii,-19.15634835
06/07/20,Hawaii,-19.15140492
06/08/20,Hawaii,-19.15235967
06/09/20,Hawaii,-19.15466235
06/10/20,Hawaii,-19.15351105
06/11/20,Hawaii,-19.15167805
06/12/20,Hawaii,-19.15064663
06/13/20,Hawaii,-19.14967925
06/14/20,Hawaii,-19.14780627
06/15/20,Hawaii,-19.14881878
06/16/20,Hawaii,-19.14742591
06/17/20,Hawaii,-19.14427332
06/18/20,Hawaii,-19.14469688
06/19/20,Hawaii,-19.13967191
06/20/20,Hawaii,-19.13924326
06/21/20,Hawaii,-19.13713258
06/22/20,Hawaii,-19.13618632
06/23/20,Hawaii,-19.13696595
06/24/20,Hawaii,-19.1370517
06/25/20,Hawaii,-19.13477412
06/26/20,Hawaii,-19.13582278
06/27/20,Hawaii,-19.1361516
06/28/20,Hawaii,-19.13504517
06/29/20,Hawaii,-19.12546192
06/30/20,Hawaii,-19.12450358
07/01/20,Hawaii,-19.12249923
07/02/20,Hawaii,-19.13192161
07/03/20,Hawaii,-19.13025065
07/04/20,Hawaii,-19.12974695
07/05/20,Hawaii,-19.12963317
07/06/20,Hawaii,-19.13116241
07/07/20,Hawaii,-19.14478655
07/08/20,Hawaii,-19.14541056
07/09/20,Hawaii,-19.14619857
07/10/20,Hawaii,-19.14068756
07/11/20,Hawaii,-19.13850068
07/12/20,Hawaii,-19.13365198
07/13/20,Hawaii,-19.12455076
07/14/20,Hawaii,-19.09682339
07/15/20,Hawaii,-19.08821531
07/16/20,Hawaii,-19.08152222
07/17/20,Hawaii,-19.07533982
07/18/20,Hawaii,-19.06912187
07/19/20,Hawaii,-19.06824288
07/20/20,Hawaii,-19.06414437
07/21/20,Hawaii,-19.06155396
07/22/20,Hawaii,-19.05296047
07/23/20,Hawaii,-19.05192503
07/24/20,Hawaii,-19.04383861
07/25/20,Hawaii,-19.04197574
07/26/20,Hawaii,-19.04048127
07/27/20,Hawaii,-19.04524189
07/28/20,Hawaii,-19.0452525
07/29/20,Hawaii,-19.049087
07/30/20,Hawaii,-19.05346406
07/31/20,Hawaii,-19.06148168
08/01/20,Hawaii,-19.06545422
08/02/20,Hawaii,-19.06805609
08/03/20,Hawaii,-19.06816858
08/04/20,Hawaii,-19.07118487
08/05/20,Hawaii,-19.07194634
08/06/20,Hawaii,-19.07413358
08/07/20,Hawaii,-19.07624518
08/08/20,Hawaii,-19.07368737
08/09/20,Hawaii,-19.07744012
08/10/20,Hawaii,-19.0746622
08/11/20,Hawaii,-19.07248093
08/12/20,Hawaii,-19.07292639
08/13/20,Hawaii,-19.07327043
08/14/20,Hawaii,-19.07414137
08/15/20,Hawaii,-19.07147874
08/16/20,Hawaii,-19.07023183
08/17/20,Hawaii,-19.06748183
08/18/20,Hawaii,-19.06873093
08/19/20,Hawaii,-19.06799966
08/20/20,Hawaii,-19.06575028
08/21/20,Hawaii,-19.06657087
08/22/20,Hawaii,-19.06585137
08/23/20,Hawaii,-19.06250277
08/24/20,Hawaii,-19.06122517
08/25/20,Hawaii,-19.06535676
08/26/20,Hawaii,-19.06576392
08/27/20,Hawaii,-19.06528939
08/28/20,Hawaii,-19.06351139
08/29/20,Hawaii,-19.06287823
08/30/20,Hawaii,-19.0593586
08/31/20,Hawaii,-19.06035416
09/01/20,Hawaii,-19.06149701
09/02/20,Hawaii,-19.06010687
09/03/20,Hawaii,-19.06097872
09/04/20,Hawaii,-19.05747639
09/05/20,Hawaii,-19.05764149
09/06/20,Hawaii,-19.05733695
09/07/20,Hawaii,-19.0575895
09/08/20,Hawaii,-19.05578629
09/09/20,Hawaii,-19.05352113
09/10/20,Hawaii,-19.05444724
09/11/20,Hawaii,-19.05354772
09/12/20,Hawaii,-19.05533783
09/13/20,Hawaii,-19.05061989
09/14/20,Hawaii,-19.05020182
09/15/20,Hawaii,-19.04900269
09/16/20,Hawaii,-19.04820757
09/17/20,Hawaii,-19.04613693
09/18/20,Hawaii,-19.04660748
09/19/20,Hawaii,-19.04798571
09/20/20,Hawaii,-19.04872408
09/21/20,Hawaii,-19.04898381
09/22/20,Hawaii,-19.05064213
09/23/20,Hawaii,-19.04969343
09/24/20,Hawaii,-19.04647684
09/25/20,Hawaii,-19.04315532
09/26/20,Hawaii,-19.04365244
09/27/20,Hawaii,-19.04703206
09/28/20,Hawaii,-19.04729497
09/29/20,Hawaii,-19.04830156
09/30/20,Hawaii,-19.04934488
10/01/20,Hawaii,-19.04881892
10/02/20,Hawaii,-19.05180499
10/03/20,Hawaii,-19.05271064
10/04/20,Hawaii,-19.05243196
10/05/20,Hawaii,-19.05343312
10/06/20,Hawaii,-19.05352865
10/07/20,Hawaii,-19.05384246
10/08/20,Hawaii,-19.05658214
10/09/20,Hawaii,-19.05911356
10/10/20,Hawaii,-19.06140752
10/11/20,Hawaii,-19.06261926
10/12/20,Hawaii,-19.06125804
10/13/20,Hawaii,-19.06398245
10/14/20,Hawaii,-19.06439071
10/15/20,Hawaii,-19.06431555
10/16/20,Hawaii,-19.06736591
10/17/20,Hawaii,-19.07093239
10/18/20,Hawaii,-19.06988117
10/19/20,Hawaii,-19.0708799
10/20/20,Hawaii,-19.07187783
10/21/20,Hawaii,-19.06959969
10/22/20,Hawaii,-19.0697836
10/23/20,Hawaii,-19.0684766
10/24/20,Hawaii,-19.07286474
10/25/20,Hawaii,-19.06954279
10/26/20,Hawaii,-19.06908254
10/27/20,Hawaii,-19.06723021
10/28/20,Hawaii,-19.06412155
10/29/20,Hawaii,-19.06305733
10/30/20,Hawaii,-19.06270352
10/31/20,Hawaii,-19.06064671
11/01/20,Hawaii,-19.05886156
11/02/20,Hawaii,-19.0599732
11/03/20,Hawaii,-19.05870931
11/04/20,Hawaii,-19.05821442
11/05/20,Hawaii,-19.0562204
11/06/20,Hawaii,-19.05563539
11/07/20,Hawaii,-19.05611807
11/08/20,Hawaii,-19.05642911
03/01/20,Idaho,18.65738109
03/02/20,Idaho,18.59008836
03/03/20,Idaho,18.53649407
03/04/20,Idaho,18.48538934
03/05/20,Idaho,18.44190185
03/06/20,Idaho,18.37780305
03/07/20,Idaho,18.34602162
03/08/20,Idaho,18.31270748
03/09/20,Idaho,18.28201376
03/10/20,Idaho,18.2641916
03/11/20,Idaho,18.24829697
03/12/20,Idaho,18.23588543
03/13/20,Idaho,18.21103873
03/14/20,Idaho,18.19369678
03/15/20,Idaho,18.1704844
03/16/20,Idaho,18.15309627
03/17/20,Idaho,18.14402822
03/18/20,Idaho,18.13252884
03/19/20,Idaho,18.1214316
03/20/20,Idaho,18.09990718
03/21/20,Idaho,18.07528454
03/22/20,Idaho,18.04383929
03/23/20,Idaho,18.02491042
03/24/20,Idaho,17.99911583
03/25/20,Idaho,17.9879425
03/26/20,Idaho,17.98036614
03/27/20,Idaho,17.96840293
03/28/20,Idaho,17.95953426
03/29/20,Idaho,17.94577706
03/30/20,Idaho,17.93801315
03/31/20,Idaho,17.93065365
04/01/20,Idaho,17.92577786
04/02/20,Idaho,17.91815349
04/03/20,Idaho,17.91559173
04/04/20,Idaho,17.90846049
04/05/20,Idaho,17.90451481
04/06/20,Idaho,17.89718605
04/07/20,Idaho,17.89022692
04/08/20,Idaho,17.88322501
04/09/20,Idaho,17.87760593
04/10/20,Idaho,17.86900789
04/11/20,Idaho,17.86262857
04/12/20,Idaho,17.85999524
04/13/20,Idaho,17.85760855
04/14/20,Idaho,17.85406855
04/15/20,Idaho,17.85079722
04/16/20,Idaho,17.84598851
04/17/20,Idaho,17.84258899
04/18/20,Idaho,17.83900685
04/19/20,Idaho,17.83560474
04/20/20,Idaho,17.83766817
04/21/20,Idaho,17.83468957
04/22/20,Idaho,17.8340676
04/23/20,Idaho,17.82905653
04/24/20,Idaho,17.82073683
04/25/20,Idaho,17.8194787
04/26/20,Idaho,17.82078835
04/27/20,Idaho,17.81785606
04/28/20,Idaho,17.81695745
04/29/20,Idaho,17.813853
04/30/20,Idaho,17.81035863
05/01/20,Idaho,17.80847407
05/02/20,Idaho,17.80461302
05/03/20,Idaho,17.80176014
05/04/20,Idaho,17.79743811
05/05/20,Idaho,17.79604543
05/06/20,Idaho,17.79421024
05/07/20,Idaho,17.79164417
05/08/20,Idaho,17.79241701
05/09/20,Idaho,17.79426733
05/10/20,Idaho,17.79129459
05/11/20,Idaho,17.78643598
05/12/20,Idaho,17.7867266
05/13/20,Idaho,17.78283831
05/14/20,Idaho,17.77946276
05/15/20,Idaho,17.78451928
05/16/20,Idaho,17.78352955
05/17/20,Idaho,17.78554296
05/18/20,Idaho,17.78460527
05/19/20,Idaho,17.78821333
05/20/20,Idaho,17.7873547
05/21/20,Idaho,17.78409492
05/22/20,Idaho,17.78174178
05/23/20,Idaho,17.78052402
05/24/20,Idaho,17.77554591
05/25/20,Idaho,17.77284224
05/26/20,Idaho,17.77221747
05/27/20,Idaho,17.76912351
05/28/20,Idaho,17.76593572
05/29/20,Idaho,17.76497624
05/30/20,Idaho,17.76461203
05/31/20,Idaho,17.76244887
06/01/20,Idaho,17.76098806
06/02/20,Idaho,17.7582665
06/03/20,Idaho,17.75643472
06/04/20,Idaho,17.75393054
06/05/20,Idaho,17.75041895
06/06/20,Idaho,17.74972275
06/07/20,Idaho,17.75069155
06/08/20,Idaho,17.7472904
06/09/20,Idaho,17.74292015
06/10/20,Idaho,17.74117388
06/11/20,Idaho,17.75617929
06/12/20,Idaho,17.761972
06/13/20,Idaho,17.76242011
06/14/20,Idaho,17.76203557
06/15/20,Idaho,17.75876058
06/16/20,Idaho,17.75685479
06/17/20,Idaho,17.75599044
06/18/20,Idaho,17.75226486
06/19/20,Idaho,17.75248695
06/20/20,Idaho,17.74917692
06/21/20,Idaho,17.74717854
06/22/20,Idaho,17.74417061
06/23/20,Idaho,17.73982887
06/24/20,Idaho,17.73597901
06/25/20,Idaho,17.74059016
06/26/20,Idaho,17.73302215
06/27/20,Idaho,17.72910076
06/28/20,Idaho,17.72616055
06/29/20,Idaho,17.7294604
06/30/20,Idaho,17.72630589
07/01/20,Idaho,17.72390568
07/02/20,Idaho,17.72788751
07/03/20,Idaho,17.72964446
07/04/20,Idaho,17.72753252
07/05/20,Idaho,17.72410756
07/06/20,Idaho,17.72167873
07/07/20,Idaho,17.71754392
07/08/20,Idaho,17.71432379
07/09/20,Idaho,17.72348813
07/10/20,Idaho,17.67537509
07/11/20,Idaho,17.66387033
07/12/20,Idaho,17.65933067
07/13/20,Idaho,17.65470557
07/14/20,Idaho,17.65167831
07/15/20,Idaho,17.64822591
07/16/20,Idaho,17.64721663
07/17/20,Idaho,17.64741434
07/18/20,Idaho,17.64856393
07/19/20,Idaho,17.64623827
07/20/20,Idaho,17.6468197
07/21/20,Idaho,17.64657875
07/22/20,Idaho,17.65120525
07/23/20,Idaho,17.65024417
07/24/20,Idaho,17.65486899
07/25/20,Idaho,17.6548612
07/26/20,Idaho,17.65469284
07/27/20,Idaho,17.64982336
07/28/20,Idaho,17.64869333
07/29/20,Idaho,17.64470337
07/30/20,Idaho,17.64036514
07/31/20,Idaho,17.63328868
08/01/20,Idaho,17.62937649
08/02/20,Idaho,17.62656746
08/03/20,Idaho,17.62571769
08/04/20,Idaho,17.62267475
08/05/20,Idaho,17.62140315
08/06/20,Idaho,17.6190682
08/07/20,Idaho,17.61682213
08/08/20,Idaho,17.61819791
08/09/20,Idaho,17.61474322
08/10/20,Idaho,17.6163393
08/11/20,Idaho,17.61749895
08/12/20,Idaho,17.61665755
08/13/20,Idaho,17.61591366
08/14/20,Idaho,17.61478221
08/15/20,Idaho,17.6163886
08/16/20,Idaho,17.61692097
08/17/20,Idaho,17.61862595
08/18/20,Idaho,17.61726522
08/19/20,Idaho,17.61744289
08/20/20,Idaho,17.61880239
08/21/20,Idaho,17.61780904
08/22/20,Idaho,17.61801313
08/23/20,Idaho,17.62025318
08/24/20,Idaho,17.6209079
08/25/20,Idaho,17.61740469
08/26/20,Idaho,17.61677977
08/27/20,Idaho,17.61684273
08/28/20,Idaho,17.61791822
08/29/20,Idaho,17.61811939
08/30/20,Idaho,17.62055231
08/31/20,Idaho,17.61951294
09/01/20,Idaho,17.61836676
09/02/20,Idaho,17.61917909
09/03/20,Idaho,17.61825433
09/04/20,Idaho,17.62070678
09/05/20,Idaho,17.62033836
09/06/20,Idaho,17.62033735
09/07/20,Idaho,17.61991218
09/08/20,Idaho,17.62107665
09/09/20,Idaho,17.62260211
09/10/20,Idaho,17.62167224
09/11/20,Idaho,17.62215416
09/12/20,Idaho,17.62056695
09/13/20,Idaho,17.62400108
09/14/20,Idaho,17.62412439
09/15/20,Idaho,17.62485375
09/16/20,Idaho,17.62527538
09/17/20,Idaho,17.62668407
09/18/20,Idaho,17.62613699
09/19/20,Idaho,17.62489338
09/20/20,Idaho,17.62414635
09/21/20,Idaho,17.62377149
09/22/20,Idaho,17.62232124
09/23/20,Idaho,17.62288416
09/24/20,Idaho,17.62519878
09/25/20,Idaho,17.62759717
09/26/20,Idaho,17.62705361
09/27/20,Idaho,17.62428976
09/28/20,Idaho,17.62393187
09/29/20,Idaho,17.62300292
09/30/20,Idaho,17.62204799
10/01/20,Idaho,17.6223056
10/02/20,Idaho,17.61985691
10/03/20,Idaho,17.61901483
10/04/20,Idaho,17.61908828
10/05/20,Idaho,17.6181767
10/06/20,Idaho,17.61796562
10/07/20,Idaho,17.61758814
10/08/20,Idaho,17.61534148
10/09/20,Idaho,17.61325727
10/10/20,Idaho,17.61135798
10/11/20,Idaho,17.61029515
10/12/20,Idaho,17.61121866
10/13/20,Idaho,17.60899242
10/14/20,Idaho,17.60855436
10/15/20,Idaho,17.60849079
10/16/20,Idaho,17.60601782
10/17/20,Idaho,17.60314818
10/18/20,Idaho,17.60384207
10/19/20,Idaho,17.60295608
10/20/20,Idaho,17.60207211
10/21/20,Idaho,17.60371678
10/22/20,Idaho,17.60346352
10/23/20,Idaho,17.60436175
10/24/20,Idaho,17.60086776
10/25/20,Idaho,17.60332301
10/26/20,Idaho,17.60357185
10/27/20,Idaho,17.60489587
10/28/20,Idaho,17.60719036
10/29/20,Idaho,17.60790879
10/30/20,Idaho,17.60808028
10/31/20,Idaho,17.60956678
11/01/20,Idaho,17.61084482
11/02/20,Idaho,17.60988901
11/03/20,Idaho,17.61076704
