forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
2019-08-27,Texas,2020-03-03,228,34.2,0.0,2.7,4.6,0.7,19.6,0.8,18.5,3.2,46.7,0.0,3.4,3.9,2.8,16.6,2.8,16.3,3.5,108,0,0,0,0,62,0,58,0,43704Texas
2019-08-27,Utah,2020-03-03,29,33.7,0.0,0.4,6.7,2.3,16.2,3.3,21.0,0.8,46.1,0.0,2.6,5.4,3.2,13.1,3.4,19.8,2.7,14,0,0,0,0,7,0,9,0,43704Utah
2019-08-27,Vermont,2020-03-03,16,21.3,0.0,1.4,7.3,0.9,35.1,0.4,17.5,3.2,18.6,0.0,2.7,5.6,2.5,48.1,2.5,14.0,3.2,5,0,0,0,0,8,0,4,0,43704Vermont
2019-08-27,Virginia,2020-03-03,99,37.4,0.0,3.4,6.4,2.8,15.6,1.7,16.8,1.2,54.7,0.0,3.4,4.8,3.1,11.6,3.0,13.6,2.7,53,0,0,0,0,22,0,24,0,43704Virginia
2019-08-27,Idaho,2020-03-10,20,36.9,0.0,0.9,7.4,3.5,12.3,2.9,19.1,0.2,52.8,0.0,3.2,5.3,3.6,8.8,3.5,16.5,2.4,13,0,0,0,0,1,0,6,0,43704Idaho
2019-08-27,Michigan,2020-03-10,125,36.2,0.0,0.8,7.0,3.3,19.8,1.0,17.5,1.5,50.5,0.0,2.6,5.1,3.3,16.3,2.5,14.0,2.9,62,0,0,0,0,34,0,30,0,43704Michigan
2019-08-27,Mississippi,2020-03-10,36,45.9,0.0,5.0,2.6,1.8,14.9,1.7,13.0,0.7,70.5,0.0,3.0,2.3,1.9,8.4,2.2,7.3,1.9,32,0,0,0,0,3,0,1,0,43704Mississippi
2019-08-27,Missouri,2020-03-10,68,42.6,0.0,3.5,4.2,3.3,15.2,2.1,14.4,0.4,64.0,0.0,3.1,3.2,2.8,9.5,2.7,9.4,2.3,46,0,0,0,0,16,0,6,0,43704Missouri
2019-08-27,North Dakota,2020-03-10,14,34.7,0.0,0.7,7.7,3.8,14.3,3.4,19.6,0.5,48.1,0.0,2.8,6.1,4.1,11.0,3.6,17.6,2.7,8,0,0,0,0,1,0,5,0,43704North Dakota
2019-08-27,Washington,2020-03-10,89,28.6,0.0,1.5,5.1,0.5,25.6,0.3,19.2,6.4,33.1,0.0,3.5,4.6,2.9,27.5,2.9,17.1,5.3,35,0,0,0,0,31,0,23,0,43704Washington
2019-08-27,Northern Marianas,2020-03-14,6,35.3,0.0,2.4,5.8,1.2,20.3,0.4,18.2,2.1,47.3,0.0,3.3,4.9,2.9,17.4,2.3,15.3,3.1,3,0,0,0,0,2,0,1,0,43704Northern Marianas
2019-08-27,Arizona,2020-03-17,67,36.7,0.0,1.1,7.4,2.9,18.8,1.2,17.5,1.5,50.3,0.0,3.3,5.7,3.4,14.9,2.7,13.9,2.8,34,0,0,0,0,17,0,16,0,43704Arizona
2019-08-27,Florida,2020-03-17,219,32.2,0.0,0.5,3.7,0.2,22.5,1.2,17.6,7.2,40.4,0.0,3.1,4.0,3.0,21.6,2.8,15.2,5.9,98,0,0,0,0,68,0,53,0,43704Florida
2019-08-27,Illinois,2020-03-17,155,40.7,0.0,2.2,5.2,0.9,15.2,2.2,16.2,2.2,59.4,0.0,3.1,4.0,2.4,10.3,2.8,11.9,3.0,87,0,0,0,0,33,0,35,0,43704Illinois
2019-08-27,Ohio,2020-03-17,136,35.1,0.0,1.3,9.0,3.0,20.1,0.7,16.5,1.5,47.2,0.0,2.9,6.5,3.5,17.6,2.8,13.4,3.3,67,0,0,0,0,38,0,31,0,43704Ohio
2019-08-27,Georgia,2020-03-24,105,41.8,0.0,4.1,3.2,2.7,16.0,1.8,15.5,0.9,60.5,0.0,4.0,3.1,2.8,10.4,2.8,11.0,2.7,60,0,0,0,0,23,0,22,0,43704Georgia
2019-08-27,Puerto Rico,2020-03-29,51,35.3,0.0,2.4,5.8,1.2,20.3,0.4,18.2,2.1,46.2,0.0,3.8,4.8,2.8,17.1,2.7,15.2,3.8,24,0,0,0,0,14,0,13,0,43704Puerto Rico
2019-08-27,Alaska,2020-04-04,15,35.1,0.0,0.6,7.4,0.8,14.0,4.0,21.1,0.6,46.2,0.0,2.9,5.9,3.1,10.7,4.0,19.3,3.1,9,0,0,0,0,1,0,5,0,43704Alaska
2019-08-27,Hawaii,2020-04-04,24,28.4,0.0,0.4,5.7,0.1,24.6,0.1,20.5,7.3,31.3,0.0,3.0,5.5,3.1,24.9,3.0,19.4,6.3,9,0,0,0,0,8,0,7,0,43704Hawaii
2019-08-27,Louisiana,2020-04-04,54,42.9,0.0,4.5,3.5,3.0,15.2,2.3,13.3,0.3,62.0,0.0,4.0,3.1,3.3,9.9,3.0,9.1,2.6,38,0,0,0,0,13,0,3,0,43704Louisiana
2019-08-27,Wyoming,2020-04-04,14,31.7,0.0,0.5,8.0,2.5,15.7,3.5,21.9,0.7,39.7,0.0,3.5,6.4,4.0,12.8,4.1,21.6,3.4,6,0,0,0,0,3,0,4,0,43704Wyoming
2019-08-27,Wisconsin,2020-04-07,84,26.1,0.0,0.5,7.5,2.8,25.0,0.7,22.5,2.0,27.8,0.0,3.6,6.2,4.3,25.8,3.2,22.1,3.6,30,0,0,0,0,29,0,26,0,43704Wisconsin
2019-08-27,Connecticut,2020-04-28,60,27.1,0.0,4.2,10.2,0.2,21.6,0.6,22.0,1.2,29.4,0.0,5.3,8.5,3.5,20.3,3.6,21.5,4.0,23,0,0,1,0,18,0,18,0,43704Connecticut
2019-08-27,Delaware,2020-04-28,21,34.8,0.0,4.1,9.8,0.2,17.9,1.5,17.1,1.3,43.5,0.0,4.9,8.3,2.9,14.7,3.7,14.6,3.6,10,0,0,0,0,5,0,5,0,43704Delaware
2019-08-27,Maryland,2020-04-28,96,27.8,0.0,6.8,8.6,0.2,19.9,0.2,20.1,3.5,30.5,0.0,7.2,8.0,3.5,18.7,3.5,19.6,5.0,39,0,0,0,0,28,0,28,0,43704Maryland
2019-08-27,New York,2020-04-28,274,25.2,0.0,2.3,9.0,0.1,20.4,0.2,20.4,2.8,27.4,0.0,4.7,8.1,3.5,20.3,3.6,20.6,4.8,105,0,0,0,0,85,0,85,0,43704New York
2019-08-27,Pennsylvania,2020-04-28,186,37.5,0.0,1.7,7.7,1.7,17.3,0.5,19.1,1.4,47.6,0.0,3.7,6.2,3.4,13.6,2.9,15.9,3.5,94,0,0,0,0,44,0,48,0,43704Pennsylvania
2019-08-27,Rhode Island,2020-04-28,26,28.2,0.0,7.9,6.1,0.2,22.3,0.2,18.0,4.1,31.5,0.0,7.3,6.1,3.6,22.1,3.2,17.3,4.9,11,0,0,0,0,8,0,7,0,43704Rhode Island
2019-08-27,Guam,2020-05-02,7,35.3,0.0,2.4,5.8,1.2,20.3,0.4,18.2,2.1,42.6,0.0,4.2,5.3,3.5,17.6,3.2,15.7,3.8,3,0,0,0,0,2,0,2,0,43704Guam
2019-08-27,Kansas,2020-05-02,39,36.3,0.0,0.6,7.1,2.6,14.5,3.0,20.3,0.4,46.0,0.0,3.6,6.1,4.2,11.1,4.0,17.6,3.1,23,0,0,0,0,3,0,13,0,43704Kansas
2019-08-27,Indiana,2020-05-05,82,31.4,0.0,0.4,18.9,5.2,15.5,0.6,14.5,0.3,36.4,0.0,3.9,17.1,5.4,13.2,3.4,13.1,3.6,35,0,0,21,0,17,0,8,0,43704Indiana
2019-08-27,Nebraska,2020-05-12,29,35.4,0.0,0.8,6.5,0.1,14.7,1.9,24.2,0.3,42.1,0.0,3.5,5.6,3.1,11.2,3.8,22.6,3.5,16,0,0,0,0,2,0,11,0,43704Nebraska
2019-08-27,West Virginia,2020-05-12,28,41.4,0.0,2.3,4.7,4.1,14.0,2.1,15.0,0.3,55.0,0.0,3.7,4.4,4.3,10.8,3.5,11.0,3.2,25,0,0,0,0,1,0,2,0,43704West Virginia
2019-08-27,Kentucky,2020-05-19,54,40.9,0.0,3.7,5.3,3.7,14.1,2.2,13.8,0.3,53.4,0.0,4.9,5.1,4.3,10.5,3.8,10.6,3.1,46,0,0,0,0,5,0,3,0,43704Kentucky
2019-08-27,Oregon,2020-05-19,61,29.1,0.0,0.7,5.4,0.3,24.8,0.3,19.2,7.4,31.0,0.0,4.0,5.7,3.6,24.0,3.4,17.4,6.9,24,0,0,0,0,21,0,16,0,43704Oregon
2019-08-27,District of Columbia,2020-06-02,20,31.4,0.0,10.0,6.9,0.8,17.4,0.3,16.6,3.7,36.2,0.0,9.4,7.2,4.2,15.5,3.7,14.4,5.3,10,0,0,0,0,5,0,5,0,43704District of Columbia
2019-08-27,Montana,2020-06-02,19,32.0,0.0,0.5,8.3,2.2,16.1,3.4,21.1,0.8,36.3,0.0,4.2,7.3,4.5,13.5,5.0,20.0,4.0,9,0,0,0,0,4,0,6,0,43704Montana
2019-08-27,New Jersey,2020-06-02,126,25.1,0.0,10.4,8.4,0.1,20.4,0.5,18.7,3.4,26.1,0.0,10.2,7.9,4.0,19.6,4.1,17.7,5.9,48,0,2,0,0,39,0,36,0,43704New Jersey
2019-08-27,New Mexico,2020-06-02,34,29.6,0.0,1.4,4.7,0.2,24.4,0.4,18.1,8.1,31.5,0.0,4.9,5.7,3.5,23.5,3.7,15.8,7.3,14,0,0,0,0,12,0,9,0,43704New Mexico
2019-08-27,South Dakota,2020-06-02,16,33.8,0.0,0.7,7.5,2.5,14.6,3.6,20.9,0.4,39.5,0.0,4.2,7.4,4.7,11.7,4.7,19.3,3.6,9,0,0,0,0,1,0,6,0,43704South Dakota
2019-08-27,Virgin Islands,2020-06-06,7,35.3,0.0,2.4,5.8,1.2,20.3,0.4,18.2,2.1,40.4,0.0,4.8,5.7,4.1,16.8,3.7,15.8,4.0,3,0,0,0,0,2,0,2,0,43704Virgin Islands
2019-08-27,US,2020-07-01,41,33.9,0.0,2.5,6.6,1.9,18.6,1.5,18.4,2.2,45.5,0.0,3.0,5.2,2.5,17.6,2.1,18.4,2.9,1938,0,2,23,15,1010,0,992,0,43704US
2019-08-30,Iowa,2020-02-03,41,28.7,0.0,2.0,10.0,2.9,16.3,2.9,22.3,2.1,37.9,0.0,3.0,7.9,3.6,14.8,3.5,23.7,3.2,17,0,0,0,0,10,0,14,0,43707Iowa
2019-08-30,New Hampshire,2020-02-11,24,29.3,0.0,2.8,7.7,1.5,21.7,1.4,19.7,2.9,38.5,0.0,3.3,6.2,2.7,22.4,2.8,18.2,3.3,10,0,0,0,0,7,0,7,0,43707New Hampshire
2019-08-30,Nevada,2020-02-22,36,30.5,0.0,1.4,5.2,0.9,18.3,4.0,21.5,4.1,40.3,0.0,3.2,4.7,2.8,16.8,4.2,20.8,4.3,16,0,0,0,0,9,0,11,0,43707Nevada
2019-08-30,South Carolina,2020-02-29,54,45.9,0.0,3.6,3.3,0.9,14.4,1.9,13.1,1.4,72.1,0.0,2.5,2.4,1.7,8.1,2.1,6.4,2.0,46,0,0,0,0,5,0,3,0,43707South Carolina
2019-08-30,Alabama,2020-03-03,52,43.4,0.0,4.3,4.3,3.0,13.4,2.2,14.3,0.7,67.5,0.0,3.3,2.9,2.5,8.5,2.2,8.4,2.0,44,0,0,0,0,3,0,5,0,43707Alabama
2019-08-30,American Samoa,2020-03-03,6,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,49.4,0.0,3.4,4.3,2.5,17.3,2.5,14.5,2.9,3,0,0,0,0,2,0,1,0,43707American Samoa
2019-08-30,Arkansas,2020-03-03,31,41.3,0.0,4.0,4.6,3.3,14.4,2.4,13.3,0.3,64.3,0.0,3.0,3.9,3.0,9.6,2.9,8.1,2.1,26,0,0,0,0,3,0,2,0,43707Arkansas
2019-08-30,California,2020-03-03,416,27.8,0.0,1.6,5.8,0.1,22.4,0.6,24.9,3.1,31.5,0.0,2.8,5.1,2.4,22.4,2.8,26.3,3.5,154,0,0,0,0,124,0,138,0,43707California
2019-08-30,Colorado,2020-03-03,67,27.4,0.0,1.7,4.4,0.3,26.4,0.2,20.9,5.2,31.0,0.0,3.1,4.1,2.7,30.4,2.5,18.8,4.5,25,0,0,0,0,24,0,19,0,43707Colorado
2019-08-30,Democrats Abroad,2020-03-03,13,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,49.3,0.0,2.9,4.8,2.6,17.5,2.4,14.5,3.0,6,0,0,0,0,4,0,3,0,43707Democrats Abroad
2019-08-30,Maine,2020-03-03,24,25.6,0.0,2.4,8.4,0.9,21.9,3.3,19.3,3.8,30.2,0.0,3.8,7.0,3.1,23.8,4.4,19.3,4.5,9,0,0,0,0,8,0,7,0,43707Maine
2019-08-30,Massachusetts,2020-03-03,91,26.3,0.0,3.2,10.7,0.3,16.6,0.5,27.5,2.0,28.9,0.0,3.7,7.9,2.9,14.6,3.0,32.5,3.6,34,0,0,1,0,21,0,35,0,43707Massachusetts
2019-08-30,Minnesota,2020-03-03,75,26.6,0.0,0.5,8.6,15.3,17.4,0.4,17.3,1.0,32.9,0.0,3.2,7.4,14.0,16.8,3.1,16.3,3.5,26,0,0,0,15,17,0,17,0,43707Minnesota
2019-08-30,North Carolina,2020-03-03,110,39.7,0.0,1.6,4.5,0.7,18.9,0.7,16.9,1.5,58.2,0.0,2.6,3.3,2.2,14.2,2.3,11.3,2.7,58,0,0,0,0,28,0,25,0,43707North Carolina
2019-08-30,Oklahoma,2020-03-03,37,41.0,0.0,3.3,3.9,2.1,14.2,2.8,14.0,0.4,63.4,0.0,3.2,3.2,2.6,9.2,2.9,8.8,2.4,32,0,0,0,0,3,0,2,0,43707Oklahoma
2019-08-30,Tennessee,2020-03-03,64,41.9,0.0,3.3,5.3,3.5,14.1,2.6,14.3,0.4,64.6,0.0,3.1,3.6,3.0,9.5,2.9,8.8,1.9,52,0,0,0,0,6,0,6,0,43707Tennessee
2019-08-30,Texas,2020-03-03,228,34.9,0.0,2.7,4.4,0.6,19.7,0.8,18.2,3.1,48.5,0.0,3.6,3.8,2.7,17.5,2.6,14.3,3.4,109,0,0,0,0,62,0,57,0,43707Texas
2019-08-30,Utah,2020-03-03,29,33.9,0.0,0.4,6.6,2.3,16.1,3.3,21.0,0.7,46.7,0.0,2.5,5.8,3.1,12.7,3.7,19.3,2.8,14,0,0,0,0,7,0,9,0,43707Utah
2019-08-30,Vermont,2020-03-03,16,21.5,0.0,1.4,7.2,0.9,35.0,0.4,17.5,3.2,18.2,0.0,2.7,5.1,2.3,49.6,2.6,13.5,3.4,5,0,0,0,0,8,0,4,0,43707Vermont
2019-08-30,Virginia,2020-03-03,99,37.7,0.0,3.4,6.3,2.9,15.5,1.7,16.7,1.2,55.1,0.0,3.3,4.7,3.0,12.1,3.1,12.6,2.7,53,0,0,0,0,22,0,24,0,43707Virginia
2019-08-30,Idaho,2020-03-10,20,37.1,0.0,0.9,7.3,3.5,12.2,3.0,19.1,0.1,53.6,0.0,2.6,5.6,3.8,8.7,3.6,15.4,2.8,13,0,0,0,0,1,0,6,0,43707Idaho
2019-08-30,Michigan,2020-03-10,125,36.6,0.0,0.8,7.0,3.3,19.7,1.0,17.3,1.4,50.7,0.0,3.0,4.8,3.5,16.7,2.7,13.2,2.8,62,0,0,0,0,33,0,29,0,43707Michigan
2019-08-30,Mississippi,2020-03-10,36,46.1,0.0,5.0,2.5,1.8,14.9,1.7,13.0,0.6,71.7,0.0,2.9,2.1,2.0,8.3,2.1,6.5,2.0,32,0,0,0,0,3,0,1,0,43707Mississippi
2019-08-30,Missouri,2020-03-10,68,42.7,0.0,3.5,4.0,3.4,15.2,2.2,14.4,0.3,64.9,0.0,2.9,3.3,3.0,10.1,2.6,8.6,2.1,46,0,0,0,0,16,0,6,0,43707Missouri
2019-08-30,North Dakota,2020-03-10,14,34.9,0.0,0.7,7.6,3.8,14.2,3.4,19.6,0.5,49.2,0.0,2.8,5.9,3.7,10.8,3.9,17.2,2.9,8,0,0,0,0,1,0,5,0,43707North Dakota
2019-08-30,Washington,2020-03-10,89,29.0,0.0,1.5,4.9,0.4,25.6,0.3,19.1,6.4,33.7,0.0,2.9,4.7,2.6,28.1,2.9,16.6,5.6,35,0,0,0,0,31,0,23,0,43707Washington
2019-08-30,Northern Marianas,2020-03-14,6,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,48.4,0.0,3.2,4.9,2.8,17.4,2.7,14.4,3.2,3,0,0,0,0,2,0,1,0,43707Northern Marianas
2019-08-30,Arizona,2020-03-17,67,37.1,0.0,1.1,7.3,3.0,18.8,1.2,17.2,1.4,51.7,0.0,2.8,5.4,3.2,15.7,2.8,12.8,2.9,34,0,0,0,0,17,0,16,0,43707Arizona
2019-08-30,Florida,2020-03-17,219,32.5,0.0,0.5,3.6,0.2,22.4,1.2,17.5,7.2,41.9,0.0,2.6,3.9,2.7,21.8,3.0,14.5,5.9,98,0,0,0,0,68,0,53,0,43707Florida
2019-08-30,Illinois,2020-03-17,155,41.2,0.0,2.2,5.0,0.9,15.2,2.2,15.9,2.1,60.5,0.0,2.8,3.9,2.6,10.7,3.0,10.8,2.7,88,0,0,0,0,33,0,34,0,43707Illinois
2019-08-30,Ohio,2020-03-17,136,35.3,0.0,1.3,8.9,3.0,20.1,0.7,16.3,1.4,48.3,0.0,2.8,6.7,3.3,17.9,2.7,12.5,2.9,67,0,0,0,0,38,0,31,0,43707Ohio
2019-08-30,Georgia,2020-03-24,105,42.0,0.0,4.1,3.1,2.7,15.9,1.9,15.4,0.9,61.0,0.0,3.6,3.0,3.3,10.8,2.6,10.3,2.5,60,0,0,0,0,23,0,22,0,43707Georgia
2019-08-30,Puerto Rico,2020-03-29,51,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,46.5,0.0,3.4,4.8,2.9,17.6,3.1,14.7,3.5,24,0,0,0,0,14,0,13,0,43707Puerto Rico
2019-08-30,Alaska,2020-04-04,15,35.3,0.0,0.6,7.3,0.8,13.9,4.0,21.1,0.5,47.5,0.0,2.9,6.0,2.9,10.9,4.3,18.4,3.0,9,0,0,0,0,1,0,5,0,43707Alaska
2019-08-30,Hawaii,2020-04-04,24,28.6,0.0,0.4,5.6,0.1,24.5,0.1,20.5,7.3,32.2,0.0,3.2,5.3,2.8,25.6,3.1,18.4,6.3,9,0,0,0,0,8,0,7,0,43707Hawaii
2019-08-30,Louisiana,2020-04-04,54,43.0,0.0,4.5,3.4,3.1,15.1,2.4,13.3,0.3,62.2,0.0,4.0,3.2,3.1,10.5,3.2,8.3,2.4,38,0,0,0,0,13,0,3,0,43707Louisiana
2019-08-30,Wyoming,2020-04-04,14,32.3,0.0,0.5,7.9,2.5,15.5,3.5,21.7,0.7,41.1,0.0,2.8,6.9,3.7,13.0,4.6,20.4,3.4,7,0,0,0,0,3,0,4,0,43707Wyoming
2019-08-30,Wisconsin,2020-04-07,84,29.5,0.0,0.8,7.1,1.9,24.0,0.9,20.8,2.1,33.7,0.0,3.1,6.3,3.5,24.3,3.2,18.6,3.9,33,0,0,0,0,27,0,24,0,43707Wisconsin
2019-08-30,Connecticut,2020-04-28,60,27.3,0.0,4.2,10.1,0.2,21.6,0.6,22.0,1.1,29.3,0.0,5.1,8.6,3.3,21.4,3.5,21.1,3.8,23,0,0,1,0,18,0,18,0,43707Connecticut
2019-08-30,Delaware,2020-04-28,21,35.0,0.0,4.1,9.7,0.2,17.9,1.5,17.1,1.3,44.0,0.0,4.3,7.9,3.2,15.4,3.9,13.9,3.8,11,0,0,0,0,5,0,5,0,43707Delaware
2019-08-30,Maryland,2020-04-28,96,27.9,0.0,6.8,8.5,0.2,19.8,0.2,20.2,3.5,31.4,0.0,6.5,8.0,3.6,19.1,3.7,19.2,4.9,39,0,0,0,0,28,0,29,0,43707Maryland
2019-08-30,New York,2020-04-28,274,25.4,0.0,2.3,8.9,0.1,20.4,0.2,20.4,2.8,27.4,0.0,4.1,8.2,3.6,21.0,4.0,19.9,4.6,105,0,0,0,0,84,0,84,0,43707New York
2019-08-30,Pennsylvania,2020-04-28,186,38.0,0.0,1.7,7.6,1.7,17.3,0.5,18.8,1.3,48.9,0.0,3.4,5.9,3.2,14.0,3.1,15.0,3.3,95,0,0,0,0,43,0,47,0,43707Pennsylvania
2019-08-30,Rhode Island,2020-04-28,26,28.4,0.0,7.9,6.0,0.2,22.2,0.2,18.0,4.1,32.1,0.0,7.1,6.0,3.4,22.7,3.8,16.1,5.2,11,0,0,0,0,8,0,7,0,43707Rhode Island
2019-08-30,Guam,2020-05-02,7,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,44.3,0.0,3.8,5.1,3.5,17.8,3.3,14.7,3.8,3,0,0,0,0,2,0,2,0,43707Guam
2019-08-30,Kansas,2020-05-02,39,36.9,0.0,0.6,7.0,2.6,14.2,3.0,20.0,0.3,47.3,0.0,3.5,5.9,3.6,11.1,4.3,16.8,3.3,23,0,0,0,0,3,0,13,0,43707Kansas
2019-08-30,Indiana,2020-05-05,82,31.5,0.0,0.4,18.8,5.2,15.4,0.6,14.5,0.3,37.3,0.0,3.4,17.6,5.3,13.3,4.1,11.9,3.5,35,0,0,21,0,17,0,8,0,43707Indiana
2019-08-30,Nebraska,2020-05-12,29,35.6,0.0,0.8,6.3,0.1,14.6,1.9,24.2,0.3,42.7,0.0,3.3,5.7,3.3,11.6,3.8,21.7,3.5,16,0,0,0,0,2,0,11,0,43707Nebraska
2019-08-30,West Virginia,2020-05-12,28,41.6,0.0,2.3,4.6,4.2,13.9,2.2,15.0,0.3,55.8,0.0,3.7,4.7,4.3,10.1,3.7,10.5,3.0,25,0,0,0,0,1,0,2,0,43707West Virginia
2019-08-30,Kentucky,2020-05-19,54,41.0,0.0,3.7,5.2,3.7,14.0,2.3,13.8,0.3,54.5,0.0,4.2,4.7,4.2,10.9,4.0,9.9,3.3,48,0,0,0,0,3,0,3,0,43707Kentucky
2019-08-30,Oregon,2020-05-19,61,29.4,0.0,0.7,5.3,0.3,24.7,0.3,19.1,7.4,31.4,0.0,3.7,5.4,3.8,25.1,3.8,16.5,6.4,25,0,0,0,0,21,0,16,0,43707Oregon
2019-08-30,District of Columbia,2020-06-02,20,31.7,0.0,10.0,6.8,0.8,17.2,0.3,16.5,3.7,37.1,0.0,8.8,6.8,4.0,15.8,4.2,14.1,5.4,10,0,0,0,0,5,0,5,0,43707District of Columbia
2019-08-30,Montana,2020-06-02,19,32.1,0.0,0.5,8.1,2.2,16.0,3.5,21.1,0.8,36.8,0.0,4.1,7.3,4.4,13.8,5.4,19.2,4.2,9,0,0,0,0,4,0,6,0,43707Montana
2019-08-30,New Jersey,2020-06-02,126,25.3,0.0,10.6,8.3,0.1,20.4,0.5,18.4,3.4,26.3,0.0,9.7,8.2,4.0,20.4,4.4,17.0,5.6,49,0,2,0,0,39,0,36,0,43707New Jersey
2019-08-30,New Mexico,2020-06-02,34,29.8,0.0,1.4,4.6,0.2,24.4,0.4,18.2,8.1,31.8,0.0,4.1,5.5,3.9,24.1,3.9,15.2,7.5,14,0,0,0,0,11,0,9,0,43707New Mexico
2019-08-30,South Dakota,2020-06-02,16,33.9,0.0,0.7,7.4,2.6,14.6,3.6,20.9,0.4,39.8,0.0,3.9,7.0,4.3,12.4,5.5,18.3,3.9,9,0,0,0,0,1,0,6,0,43707South Dakota
2019-08-30,Virgin Islands,2020-06-06,7,35.4,0.0,2.4,5.7,1.3,20.2,0.4,18.3,2.1,41.7,0.0,4.3,5.8,3.8,17.6,3.7,14.9,4.1,3,0,0,0,0,2,0,2,0,43707Virgin Islands
2019-08-30,US,2020-07-01,41,34.2,0.0,2.6,6.5,1.9,18.5,1.5,18.3,2.1,47.0,0.0,2.8,4.9,2.4,18.1,2.4,17.0,2.7,1958,0,2,23,15,1002,0,981,0,43707US
2019-09-02,Iowa,2020-02-03,41,29.7,0.0,2.4,10.5,3.0,15.0,3.0,21.3,2.2,41.1,0.0,3.2,8.3,3.6,12.5,3.3,22.2,3.1,22,0,0,0,0,4,0,15,0,43710Iowa
2019-09-02,New Hampshire,2020-02-11,24,30.3,0.0,3.3,8.2,1.6,20.3,1.5,18.8,3.1,41.7,0.0,3.5,6.4,3.1,19.3,2.8,17.0,3.5,10,0,0,0,0,7,0,7,0,43710New Hampshire
2019-09-02,Nevada,2020-02-22,36,31.2,0.0,1.7,5.6,1.0,17.3,4.0,20.9,4.3,43.0,0.0,3.4,4.8,2.7,14.7,3.9,20.4,4.0,16,0,0,0,0,9,0,11,0,43710Nevada
2019-09-02,South Carolina,2020-02-29,54,46.8,0.0,4.1,3.8,1.0,13.0,2.0,12.2,1.5,75.5,0.0,2.3,2.5,1.6,5.8,1.8,5.9,1.9,50,0,0,0,0,2,0,2,0,43710South Carolina
2019-09-02,Alabama,2020-03-03,52,43.6,0.0,4.5,4.5,3.0,12.9,2.3,14.1,0.7,68.8,0.0,3.3,3.1,2.5,7.0,2.5,8.0,2.1,45,0,0,0,0,2,0,5,0,43710Alabama
2019-09-02,American Samoa,2020-03-03,6,34.9,0.0,2.5,5.7,1.2,20.3,0.5,18.7,2.1,49.6,0.0,2.9,4.3,2.6,17.1,2.3,15.0,3.0,3,0,0,0,0,2,0,2,0,43710American Samoa
2019-09-02,Arkansas,2020-03-03,31,41.2,0.0,4.1,4.7,3.3,14.1,2.4,13.3,0.3,64.1,0.0,3.5,3.6,3.2,8.7,2.8,8.2,2.2,26,0,0,0,0,3,0,2,0,43710Arkansas
2019-09-02,California,2020-03-03,416,29.0,0.0,1.9,6.5,0.2,20.7,0.7,23.9,3.3,36.2,0.0,3.1,5.3,2.8,18.7,2.6,24.3,3.8,164,0,0,0,0,117,0,135,0,43710California
2019-09-02,Colorado,2020-03-03,67,28.0,0.0,2.0,4.8,0.4,25.4,0.3,20.3,5.4,33.9,0.0,3.2,4.2,2.7,27.5,2.5,18.5,4.5,25,0,0,0,0,23,0,18,0,43710Colorado
2019-09-02,Democrats Abroad,2020-03-03,13,34.9,0.0,2.5,5.7,1.2,20.3,0.5,18.7,2.1,48.9,0.0,3.0,4.7,2.9,16.8,2.8,15.0,3.0,6,0,0,0,0,4,0,3,0,43710Democrats Abroad
2019-09-02,Maine,2020-03-03,24,25.8,0.0,2.6,8.6,0.8,21.6,3.3,19.2,3.9,31.8,0.0,3.8,7.2,3.5,21.7,4.4,19.1,4.5,9,0,0,0,0,8,0,7,0,43710Maine
2019-09-02,Massachusetts,2020-03-03,91,26.9,0.0,3.6,11.1,0.4,15.4,0.6,26.9,2.2,31.9,0.0,4.0,8.7,2.9,12.0,2.8,31.3,3.4,34,0,0,3,0,20,0,34,0,43710Massachusetts
2019-09-02,Minnesota,2020-03-03,75,26.8,0.0,0.6,8.7,15.4,17.1,0.3,17.2,1.0,34.2,0.0,2.9,7.4,13.8,15.7,2.8,16.7,3.3,26,0,0,0,15,17,0,17,0,43710Minnesota
2019-09-02,North Carolina,2020-03-03,110,40.5,0.0,2.0,5.0,0.8,17.7,0.8,16.1,1.6,61.3,0.0,2.5,3.6,2.0,11.8,2.0,11.2,2.6,60,0,0,0,0,26,0,24,0,43710North Carolina
2019-09-02,Oklahoma,2020-03-03,37,41.3,0.0,3.5,4.1,2.2,13.5,3.0,13.6,0.5,64.7,0.0,3.1,3.4,2.8,8.5,3.0,8.2,2.1,33,0,0,0,0,2,0,2,0,43710Oklahoma
