date,dataPoint,candidate,percentage,Unnamed: 4
2019-06-10,4,Yang,3.9,
2019-06-10,6,Yang,4.7,
2019-06-10,8,Yang,2.2,
2019-06-10,10,Yang,2.7,
2019-06-10,12,Yang,3.9,
2019-06-10,14,Yang,3.0,
2019-06-10,16,Yang,4.2,
2019-06-10,18,Yang,5.7,
2019-06-10,20,Yang,3.8,
2019-06-10,22,Yang,4.6,
2019-06-10,24,Yang,4.4,
2019-06-10,26,Yang,2.0,
2019-06-10,28,Yang,3.9,
2019-06-10,30,Yang,3.0,
2019-06-10,32,Yang,2.9,
2019-06-10,34,Yang,4.2,
2019-06-10,36,Yang,3.9,
2019-06-10,38,Yang,1.8,
2019-06-10,40,Yang,3.6,
2019-06-10,42,Yang,3.3,
2019-06-10,44,Yang,3.4,
2019-06-10,46,Yang,2.8,
2019-06-10,48,Yang,3.4,
2019-06-10,50,Yang,3.6,
2019-06-10,52,Yang,6.0,
2019-06-10,54,Yang,4.0,
2019-06-10,56,Yang,3.7,
2019-06-10,58,Yang,4.9,
2019-06-10,60,Yang,2.7,
2019-06-10,62,Yang,3.3,
2019-06-10,64,Yang,3.2,
2019-06-10,66,Yang,4.3,
2019-06-10,68,Yang,4.3,
2019-06-10,70,Yang,5.8,
2019-06-10,72,Yang,3.4,
2019-06-10,74,Yang,3.8,
2019-06-10,76,Yang,3.8,
2019-06-10,78,Yang,4.7,
2019-06-10,80,Yang,3.0,
2019-06-10,82,Yang,5.1,
2019-06-10,84,Yang,3.5,
2019-06-10,86,Yang,3.9,
2019-06-10,88,Yang,5.4,
2019-06-10,90,Yang,4.7,
2019-06-10,92,Yang,4.2,
2019-06-10,94,Yang,3.1,
2019-06-10,96,Yang,3.9,
2019-06-10,98,Yang,3.8,
2019-06-10,100,Yang,3.9,
2019-06-10,102,Yang,6.4,
2019-06-10,104,Yang,5.3,
2019-06-10,106,Yang,4.5,
2019-06-10,108,Yang,5.2,
2019-06-10,110,Yang,7.1,
2019-06-10,112,Yang,4.7,
2019-06-10,114,Yang,5.0,
2019-06-10,0,Yang,3.0,
2019-06-13,1,Biden,33.5,
2019-06-13,3,Biden,36.0,
2019-06-13,5,Biden,35.7,
2019-06-13,7,Biden,49.7,
2019-06-13,9,Biden,47.2,
2019-06-13,11,Biden,37.2,
2019-06-13,13,Biden,44.3,
2019-06-13,15,Biden,30.9,
2019-06-13,17,Biden,33.9,
2019-06-13,19,Biden,37.2,
2019-06-13,21,Biden,30.1,
2019-06-13,23,Biden,33.4,
2019-06-13,25,Biden,27.4,
2019-06-13,27,Biden,37.3,
2019-06-13,29,Biden,45.3,
2019-06-13,31,Biden,44.7,
2019-06-13,33,Biden,36.1,
2019-06-13,35,Biden,38.3,
2019-06-13,37,Biden,38.0,
2019-06-13,39,Biden,38.5,
2019-06-13,41,Biden,39.4,
2019-06-13,43,Biden,41.2,
2019-06-13,45,Biden,44.9,
2019-06-13,47,Biden,43.7,
2019-06-13,49,Biden,39.2,
2019-06-13,51,Biden,35.2,
2019-06-13,53,Biden,37.2,
2019-06-13,55,Biden,38.9,
2019-06-13,57,Biden,38.3,
2019-06-13,59,Biden,45.3,
2019-06-13,61,Biden,41.4,
2019-06-13,63,Biden,43.3,
2019-06-13,65,Biden,37.2,
2019-06-13,67,Biden,36.8,
2019-06-13,69,Biden,34.2,
2019-06-13,71,Biden,44.6,
2019-06-13,73,Biden,37.3,
2019-06-13,75,Biden,32.8,
2019-06-13,77,Biden,31.7,
2019-06-13,79,Biden,45.5,
2019-06-13,81,Biden,33.5,
2019-06-13,83,Biden,37.1,
2019-06-13,85,Biden,43.4,
2019-06-13,87,Biden,34.0,
2019-06-13,89,Biden,37.2,
2019-06-13,91,Biden,39.7,
2019-06-13,93,Biden,43.4,
2019-06-13,95,Biden,40.8,
2019-06-13,97,Biden,45.5,
2019-06-13,99,Biden,44.5,
2019-06-13,101,Biden,35.5,
2019-06-13,103,Biden,35.9,
2019-06-13,105,Biden,37.5,
2019-06-13,107,Biden,36.9,
2019-06-13,109,Biden,34.8,
2019-06-13,111,Biden,38.8,
2019-06-13,113,Biden,37.2,
2019-06-13,-1,Biden,38.6,
2019-06-13,1,Bloomberg,0.0,
2019-06-13,3,Bloomberg,0.0,
2019-06-13,5,Bloomberg,0.1,
2019-06-13,7,Bloomberg,1.5,
2019-06-13,9,Bloomberg,0.9,
2019-06-13,11,Bloomberg,0.1,
2019-06-13,13,Bloomberg,2.3,
2019-06-13,15,Bloomberg,0.5,
2019-06-13,17,Bloomberg,0.0,
2019-06-13,19,Bloomberg,0.1,
2019-06-13,21,Bloomberg,0.7,
2019-06-13,23,Bloomberg,0.0,
2019-06-13,25,Bloomberg,0.0,
2019-06-13,27,Bloomberg,1.2,
2019-06-13,29,Bloomberg,2.7,
2019-06-13,31,Bloomberg,1.3,
2019-06-13,33,Bloomberg,1.2,
2019-06-13,35,Bloomberg,2.5,
2019-06-13,37,Bloomberg,0.0,
2019-06-13,39,Bloomberg,0.6,
2019-06-13,41,Bloomberg,2.2,
2019-06-13,43,Bloomberg,0.0,
2019-06-13,45,Bloomberg,0.7,
2019-06-13,47,Bloomberg,1.0,
2019-06-13,49,Bloomberg,2.1,
2019-06-13,51,Bloomberg,0.0,
2019-06-13,53,Bloomberg,0.1,
2019-06-13,55,Bloomberg,0.0,
2019-06-13,57,Bloomberg,1.5,
2019-06-13,59,Bloomberg,0.1,
2019-06-13,61,Bloomberg,0.0,
2019-06-13,63,Bloomberg,0.6,
2019-06-13,65,Bloomberg,0.1,
2019-06-13,67,Bloomberg,3.4,
2019-06-13,69,Bloomberg,0.0,
2019-06-13,71,Bloomberg,1.6,
2019-06-13,73,Bloomberg,3.4,
2019-06-13,75,Bloomberg,0.0,
2019-06-13,77,Bloomberg,0.0,
2019-06-13,79,Bloomberg,0.0,
2019-06-13,81,Bloomberg,0.0,
2019-06-13,83,Bloomberg,12.9,
2019-06-13,85,Bloomberg,0.0,
2019-06-13,87,Bloomberg,0.0,
2019-06-13,89,Bloomberg,0.1,
2019-06-13,91,Bloomberg,2.3,
2019-06-13,93,Bloomberg,0.0,
2019-06-13,95,Bloomberg,1.6,
2019-06-13,97,Bloomberg,1.5,
2019-06-13,99,Bloomberg,2.1,
2019-06-13,101,Bloomberg,0.0,
2019-06-13,103,Bloomberg,0.0,
2019-06-13,105,Bloomberg,3.8,
2019-06-13,107,Bloomberg,0.0,
2019-06-13,109,Bloomberg,0.0,
2019-06-13,111,Bloomberg,4.1,
2019-06-13,113,Bloomberg,0.1,
2019-06-13,-1,Bloomberg,1.1,
2019-06-13,1,Booker,2.0,
2019-06-13,3,Booker,2.4,
2019-06-13,5,Booker,1.6,
2019-06-13,7,Booker,3.3,
2019-06-13,9,Booker,5.3,
2019-06-13,11,Booker,2.4,
2019-06-13,13,Booker,5.2,
2019-06-13,15,Booker,1.1,
2019-06-13,17,Booker,0.5,
2019-06-13,19,Booker,2.4,
2019-06-13,21,Booker,2.1,
2019-06-13,23,Booker,2.1,
2019-06-13,25,Booker,0.8,
2019-06-13,27,Booker,1.0,
2019-06-13,29,Booker,4.6,
2019-06-13,31,Booker,3.9,
2019-06-13,33,Booker,1.2,
2019-06-13,35,Booker,0.7,
2019-06-13,37,Booker,2.3,
2019-06-13,39,Booker,2.4,
2019-06-13,41,Booker,0.4,
2019-06-13,43,Booker,1.0,
2019-06-13,45,Booker,5.8,
2019-06-13,47,Booker,3.3,
2019-06-13,49,Booker,1.1,
2019-06-13,51,Booker,1.4,
2019-06-13,53,Booker,2.4,
2019-06-13,55,Booker,1.3,
2019-06-13,57,Booker,0.8,
2019-06-13,59,Booker,1.3,
2019-06-13,61,Booker,0.5,
2019-06-13,63,Booker,3.6,
2019-06-13,65,Booker,2.4,
2019-06-13,67,Booker,0.8,
2019-06-13,69,Booker,0.8,
2019-06-13,71,Booker,4.8,
2019-06-13,73,Booker,0.5,
2019-06-13,75,Booker,1.0,
2019-06-13,77,Booker,3.7,
2019-06-13,79,Booker,4.5,
2019-06-13,81,Booker,6.1,
2019-06-13,83,Booker,2.6,
2019-06-13,85,Booker,2.6,
2019-06-13,87,Booker,7.1,
2019-06-13,89,Booker,2.4,
2019-06-13,91,Booker,0.9,
2019-06-13,93,Booker,0.6,
2019-06-13,95,Booker,2.3,
2019-06-13,97,Booker,3.9,
2019-06-13,99,Booker,5.0,
2019-06-13,101,Booker,1.3,
2019-06-13,103,Booker,8.7,
2019-06-13,105,Booker,0.6,
2019-06-13,107,Booker,15.9,
2019-06-13,109,Booker,1.5,
2019-06-13,111,Booker,1.5,
2019-06-13,113,Booker,2.4,
2019-06-13,-1,Booker,2.7,
2019-06-13,1,Buttigieg,16.5,
2019-06-13,3,Buttigieg,11.0,
2019-06-13,5,Buttigieg,7.7,
2019-06-13,7,Buttigieg,5.1,
2019-06-13,9,Buttigieg,6.4,
2019-06-13,11,Buttigieg,8.0,
2019-06-13,13,Buttigieg,8.3,
2019-06-13,15,Buttigieg,11.2,
2019-06-13,17,Buttigieg,7.8,
2019-06-13,19,Buttigieg,8.0,
2019-06-13,21,Buttigieg,10.9,
2019-06-13,23,Buttigieg,14.2,
2019-06-13,25,Buttigieg,11.4,
2019-06-13,27,Buttigieg,7.7,
2019-06-13,29,Buttigieg,5.4,
2019-06-13,31,Buttigieg,8.0,
2019-06-13,33,Buttigieg,8.7,
2019-06-13,35,Buttigieg,9.4,
2019-06-13,37,Buttigieg,13.9,
2019-06-13,39,Buttigieg,10.3,
2019-06-13,41,Buttigieg,9.7,
2019-06-13,43,Buttigieg,7.9,
2019-06-13,45,Buttigieg,6.3,
2019-06-13,47,Buttigieg,7.1,
2019-06-13,49,Buttigieg,10.4,
2019-06-13,51,Buttigieg,8.0,
2019-06-13,53,Buttigieg,8.0,
2019-06-13,55,Buttigieg,9.2,
2019-06-13,57,Buttigieg,6.0,
2019-06-13,59,Buttigieg,6.2,
2019-06-13,61,Buttigieg,11.9,
2019-06-13,63,Buttigieg,5.9,
2019-06-13,65,Buttigieg,8.0,
2019-06-13,67,Buttigieg,9.5,
2019-06-13,69,Buttigieg,9.0,
2019-06-13,71,Buttigieg,6.8,
2019-06-13,73,Buttigieg,10.5,
2019-06-13,75,Buttigieg,7.4,
2019-06-13,77,Buttigieg,12.0,
2019-06-13,79,Buttigieg,13.6,
2019-06-13,81,Buttigieg,11.8,
2019-06-13,83,Buttigieg,14.0,
2019-06-13,85,Buttigieg,8.6,
2019-06-13,87,Buttigieg,9.1,
2019-06-13,89,Buttigieg,8.0,
2019-06-13,91,Buttigieg,9.8,
2019-06-13,93,Buttigieg,23.6,
2019-06-13,95,Buttigieg,8.3,
2019-06-13,97,Buttigieg,7.2,
2019-06-13,99,Buttigieg,8.7,
2019-06-13,101,Buttigieg,8.6,
2019-06-13,103,Buttigieg,9.2,
2019-06-13,105,Buttigieg,11.6,
2019-06-13,107,Buttigieg,11.2,
2019-06-13,109,Buttigieg,7.6,
2019-06-13,111,Buttigieg,10.5,
2019-06-13,113,Buttigieg,8.0,
2019-06-13,-1,Buttigieg,9.5,
2019-06-13,1,Klobuchar,3.4,
2019-06-13,3,Klobuchar,1.8,
2019-06-13,5,Klobuchar,1.0,
2019-06-13,7,Klobuchar,0.9,
2019-06-13,9,Klobuchar,2.5,
2019-06-13,11,Klobuchar,1.9,
2019-06-13,13,Klobuchar,3.3,
2019-06-13,15,Klobuchar,0.6,
2019-06-13,17,Klobuchar,1.2,
2019-06-13,19,Klobuchar,1.9,
2019-06-13,21,Klobuchar,1.2,
2019-06-13,23,Klobuchar,0.8,
2019-06-13,25,Klobuchar,15.9,
2019-06-13,27,Klobuchar,1.6,
2019-06-13,29,Klobuchar,2.8,
2019-06-13,31,Klobuchar,3.7,
2019-06-13,33,Klobuchar,1.3,
2019-06-13,35,Klobuchar,2.9,
2019-06-13,37,Klobuchar,1.6,
2019-06-13,39,Klobuchar,1.3,
2019-06-13,41,Klobuchar,5.0,
2019-06-13,43,Klobuchar,3.1,
2019-06-13,45,Klobuchar,2.5,
2019-06-13,47,Klobuchar,3.5,
2019-06-13,49,Klobuchar,3.9,
2019-06-13,51,Klobuchar,0.2,
2019-06-13,53,Klobuchar,1.9,
2019-06-13,55,Klobuchar,3.4,
2019-06-13,57,Klobuchar,0.2,
2019-06-13,59,Klobuchar,1.0,
2019-06-13,61,Klobuchar,4.8,
2019-06-13,63,Klobuchar,3.0,
2019-06-13,65,Klobuchar,1.9,
2019-06-13,67,Klobuchar,1.3,
2019-06-13,69,Klobuchar,0.2,
2019-06-13,71,Klobuchar,3.1,
2019-06-13,73,Klobuchar,3.2,
2019-06-13,75,Klobuchar,3.3,
2019-06-13,77,Klobuchar,0.1,
2019-06-13,79,Klobuchar,0.3,
2019-06-13,81,Klobuchar,0.1,
2019-06-13,83,Klobuchar,0.2,
2019-06-13,85,Klobuchar,1.7,
2019-06-13,87,Klobuchar,0.1,
2019-06-13,89,Klobuchar,1.9,
2019-06-13,91,Klobuchar,3.2,
2019-06-13,93,Klobuchar,5.0,
2019-06-13,95,Klobuchar,0.4,
2019-06-13,97,Klobuchar,4.1,
2019-06-13,99,Klobuchar,3.7,
2019-06-13,101,Klobuchar,0.5,
2019-06-13,103,Klobuchar,1.0,
2019-06-13,105,Klobuchar,2.7,
2019-06-13,107,Klobuchar,0.0,
2019-06-13,109,Klobuchar,0.1,
2019-06-13,111,Klobuchar,3.0,
2019-06-13,113,Klobuchar,1.9,
2019-06-13,-1,Klobuchar,2.2,
2019-06-13,1,Sanders,20.7,
2019-06-13,3,Sanders,17.3,
2019-06-13,5,Sanders,15.6,
2019-06-13,7,Sanders,14.1,
2019-06-13,9,Sanders,13.2,
2019-06-13,11,Sanders,19.2,
2019-06-13,13,Sanders,15.2,
2019-06-13,15,Sanders,21.0,
2019-06-13,17,Sanders,23.6,
2019-06-13,19,Sanders,19.2,
2019-06-13,21,Sanders,22.2,
2019-06-13,23,Sanders,15.0,
2019-06-13,25,Sanders,19.4,
2019-06-13,27,Sanders,19.8,
2019-06-13,29,Sanders,15.6,
2019-06-13,31,Sanders,14.8,
2019-06-13,33,Sanders,17.9,
2019-06-13,35,Sanders,17.3,
2019-06-13,37,Sanders,47.6,
2019-06-13,39,Sanders,16.4,
2019-06-13,41,Sanders,14.0,
2019-06-13,43,Sanders,20.4,
2019-06-13,45,Sanders,15.6,
2019-06-13,47,Sanders,16.1,
2019-06-13,49,Sanders,14.8,
2019-06-13,51,Sanders,25.0,
2019-06-13,53,Sanders,19.2,
2019-06-13,55,Sanders,21.5,
2019-06-13,57,Sanders,20.1,
2019-06-13,59,Sanders,16.0,
2019-06-13,61,Sanders,24.6,
2019-06-13,63,Sanders,16.2,
2019-06-13,65,Sanders,19.2,
2019-06-13,67,Sanders,14.4,
2019-06-13,69,Sanders,24.3,
2019-06-13,71,Sanders,15.2,
2019-06-13,73,Sanders,17.3,
2019-06-13,75,Sanders,26.2,
2019-06-13,77,Sanders,20.9,
2019-06-13,79,Sanders,22.1,
2019-06-13,81,Sanders,20.5,
2019-06-13,83,Sanders,24.8,
2019-06-13,85,Sanders,16.2,
2019-06-13,87,Sanders,22.4,
2019-06-13,89,Sanders,19.2,
2019-06-13,91,Sanders,16.0,
2019-06-13,93,Sanders,20.6,
2019-06-13,95,Sanders,14.5,
2019-06-13,97,Sanders,14.1,
2019-06-13,99,Sanders,15.0,
2019-06-13,101,Sanders,24.6,
2019-06-13,103,Sanders,17.6,
2019-06-13,105,Sanders,17.9,
2019-06-13,107,Sanders,26.4,
2019-06-13,109,Sanders,23.9,
2019-06-13,111,Sanders,15.6,
2019-06-13,113,Sanders,19.2,
2019-06-13,-1,Sanders,19.2,
2019-06-13,1,Steyer,0.0,
2019-06-13,3,Steyer,0.0,
2019-06-13,5,Steyer,0.0,
2019-06-13,7,Steyer,0.0,
2019-06-13,9,Steyer,0.0,
2019-06-13,11,Steyer,0.0,
2019-06-13,13,Steyer,0.0,
2019-06-13,15,Steyer,0.0,
2019-06-13,17,Steyer,0.0,
2019-06-13,19,Steyer,0.0,
2019-06-13,21,Steyer,0.0,
2019-06-13,23,Steyer,0.0,
2019-06-13,25,Steyer,0.0,
2019-06-13,27,Steyer,0.0,
2019-06-13,29,Steyer,1.1,
2019-06-13,31,Steyer,0.0,
2019-06-13,33,Steyer,0.0,
2019-06-13,35,Steyer,0.0,
2019-06-13,37,Steyer,0.0,
2019-06-13,39,Steyer,0.0,
2019-06-13,41,Steyer,0.0,
2019-06-13,43,Steyer,0.0,
2019-06-13,45,Steyer,0.0,
2019-06-13,47,Steyer,0.0,
2019-06-13,49,Steyer,0.0,
2019-06-13,51,Steyer,0.0,
2019-06-13,53,Steyer,0.0,
2019-06-13,55,Steyer,0.0,
2019-06-13,57,Steyer,0.0,
2019-06-13,59,Steyer,0.0,
2019-06-13,61,Steyer,0.0,
2019-06-13,63,Steyer,0.0,
2019-06-13,65,Steyer,0.0,
2019-06-13,67,Steyer,0.0,
2019-06-13,69,Steyer,0.0,
2019-06-13,71,Steyer,0.0,
2019-06-13,73,Steyer,0.0,
2019-06-13,75,Steyer,0.0,
2019-06-13,77,Steyer,0.0,
2019-06-13,79,Steyer,0.0,
2019-06-13,81,Steyer,0.0,
2019-06-13,83,Steyer,0.0,
2019-06-13,85,Steyer,0.0,
2019-06-13,87,Steyer,0.0,
2019-06-13,89,Steyer,0.0,
2019-06-13,91,Steyer,0.0,
2019-06-13,93,Steyer,0.0,
2019-06-13,95,Steyer,0.0,
2019-06-13,97,Steyer,0.0,
2019-06-13,99,Steyer,0.0,
2019-06-13,101,Steyer,0.0,
2019-06-13,103,Steyer,0.0,
2019-06-13,105,Steyer,0.0,
2019-06-13,107,Steyer,0.0,
2019-06-13,109,Steyer,0.0,
2019-06-13,111,Steyer,0.0,
2019-06-13,113,Steyer,0.0,
2019-06-13,-1,Steyer,0.0,
2019-06-13,1,Warren,15.4,
2019-06-13,3,Warren,12.1,
2019-06-13,5,Warren,17.3,
2019-06-13,7,Warren,10.3,
2019-06-13,9,Warren,8.1,
2019-06-13,11,Warren,11.2,
2019-06-13,13,Warren,6.4,
2019-06-13,15,Warren,16.1,
2019-06-13,17,Warren,13.0,
2019-06-13,19,Warren,11.2,
2019-06-13,21,Warren,12.0,
2019-06-13,23,Warren,18.5,
2019-06-13,25,Warren,17.3,
2019-06-13,27,Warren,13.3,
2019-06-13,29,Warren,6.2,
2019-06-13,31,Warren,7.6,
2019-06-13,33,Warren,14.8,
2019-06-13,35,Warren,13.6,
2019-06-13,37,Warren,17.9,
2019-06-13,39,Warren,12.3,
2019-06-13,41,Warren,13.2,
2019-06-13,43,Warren,11.9,
2019-06-13,45,Warren,7.0,
2019-06-13,47,Warren,8.6,
2019-06-13,49,Warren,13.0,
2019-06-13,51,Warren,12.4,
2019-06-13,53,Warren,11.2,
2019-06-13,55,Warren,13.6,
2019-06-13,57,Warren,11.8,
2019-06-13,59,Warren,10.1,
2019-06-13,61,Warren,12.2,
2019-06-13,63,Warren,9.7,
2019-06-13,65,Warren,11.2,
2019-06-13,67,Warren,13.8,
2019-06-13,69,Warren,14.3,
2019-06-13,71,Warren,7.0,
2019-06-13,73,Warren,15.0,
2019-06-13,75,Warren,14.8,
2019-06-13,77,Warren,14.7,
2019-06-13,79,Warren,13.8,
2019-06-13,81,Warren,14.9,
2019-06-13,83,Warren,18.3,
2019-06-13,85,Warren,10.9,
2019-06-13,87,Warren,12.2,
2019-06-13,89,Warren,11.2,
2019-06-13,91,Warren,13.7,
2019-06-13,93,Warren,10.1,
2019-06-13,95,Warren,15.5,
2019-06-13,97,Warren,8.2,
2019-06-13,99,Warren,6.9,
2019-06-13,101,Warren,11.9,
2019-06-13,103,Warren,10.5,
2019-06-13,105,Warren,14.8,
2019-06-13,107,Warren,13.4,
2019-06-13,109,Warren,12.3,
2019-06-13,111,Warren,14.0,
2019-06-13,113,Warren,11.2,
2019-06-13,-1,Warren,12.4,
2019-06-13,1,Yang,1.1,
2019-06-13,3,Yang,1.3,
2019-06-13,5,Yang,2.5,
2019-06-13,7,Yang,0.9,
2019-06-13,9,Yang,0.7,
2019-06-13,11,Yang,1.2,
2019-06-13,13,Yang,0.4,
2019-06-13,15,Yang,1.6,
2019-06-13,17,Yang,5.8,
2019-06-13,19,Yang,1.2,
2019-06-13,21,Yang,2.1,
2019-06-13,23,Yang,1.3,
2019-06-13,25,Yang,1.3,
2019-06-13,27,Yang,0.9,
2019-06-13,29,Yang,0.4,
2019-06-13,31,Yang,0.3,
2019-06-13,33,Yang,1.8,
2019-06-13,35,Yang,0.9,
2019-06-13,37,Yang,3.3,
2019-06-13,39,Yang,0.8,
2019-06-13,41,Yang,0.0,
2019-06-13,43,Yang,0.9,
2019-06-13,45,Yang,0.3,
2019-06-13,47,Yang,0.5,
2019-06-13,49,Yang,0.3,
2019-06-13,51,Yang,6.5,
2019-06-13,53,Yang,1.2,
2019-06-13,55,Yang,1.5,
2019-06-13,57,Yang,3.6,
2019-06-13,59,Yang,1.3,
2019-06-13,61,Yang,1.5,
2019-06-13,63,Yang,0.4,
2019-06-13,65,Yang,1.2,
2019-06-13,67,Yang,0.3,
2019-06-13,69,Yang,5.8,
2019-06-13,71,Yang,0.3,
2019-06-13,73,Yang,0.2,
2019-06-13,75,Yang,0.7,
2019-06-13,77,Yang,0.7,
2019-06-13,79,Yang,1.1,
2019-06-13,81,Yang,2.5,
2019-06-13,83,Yang,2.5,
2019-06-13,85,Yang,0.5,
2019-06-13,87,Yang,3.3,
2019-06-13,89,Yang,1.2,
2019-06-13,91,Yang,0.2,
2019-06-13,93,Yang,0.4,
2019-06-13,95,Yang,0.4,
2019-06-13,97,Yang,0.4,
2019-06-13,99,Yang,0.4,
2019-06-13,101,Yang,5.5,
2019-06-13,103,Yang,2.5,
2019-06-13,105,Yang,0.6,
2019-06-13,107,Yang,5.0,
2019-06-13,109,Yang,6.5,
2019-06-13,111,Yang,0.3,
2019-06-13,113,Yang,1.2,
2019-06-13,-1,Yang,1.6,
2019-06-13,2,Biden,40.2,
2019-06-13,4,Biden,48.0,
2019-06-13,6,Biden,46.0,
2019-06-13,8,Biden,69.4,
2019-06-13,10,Biden,65.8,
2019-06-13,12,Biden,48.1,
2019-06-13,14,Biden,60.9,
2019-06-13,16,Biden,35.8,
2019-06-13,18,Biden,40.9,
2019-06-13,20,Biden,48.4,
2019-06-13,22,Biden,35.9,
2019-06-13,24,Biden,40.1,
2019-06-13,26,Biden,28.9,
2019-06-13,28,Biden,47.4,
2019-06-13,30,Biden,62.9,
2019-06-13,32,Biden,61.4,
2019-06-13,34,Biden,46.4,
2019-06-13,36,Biden,48.9,
2019-06-13,38,Biden,29.2,
2019-06-13,40,Biden,50.8,
2019-06-13,42,Biden,51.5,
2019-06-13,44,Biden,52.2,
2019-06-13,46,Biden,61.1,
2019-06-13,48,Biden,59.0,
2019-06-13,50,Biden,51.0,
2019-06-13,52,Biden,41.2,
2019-06-13,54,Biden,47.1,
2019-06-13,56,Biden,47.4,
2019-06-13,58,Biden,47.7,
2019-06-13,60,Biden,60.9,
2019-06-13,62,Biden,49.3,
2019-06-13,64,Biden,56.7,
2019-06-13,66,Biden,45.8,
2019-06-13,68,Biden,45.8,
2019-06-13,70,Biden,38.0,
2019-06-13,72,Biden,58.2,
2019-06-13,74,Biden,45.1,
2019-06-13,76,Biden,35.8,
2019-06-13,78,Biden,34.6,
2019-06-13,80,Biden,51.9,
2019-06-13,82,Biden,36.6,
2019-06-13,84,Biden,37.1,
2019-06-13,86,Biden,53.1,
2019-06-13,88,Biden,37.6,
2019-06-13,90,Biden,43.5,
2019-06-13,92,Biden,46.6,
2019-06-13,94,Biden,46.5,
2019-06-13,96,Biden,47.7,
2019-06-13,98,Biden,55.2,
2019-06-13,100,Biden,53.7,
2019-06-13,102,Biden,38.2,
2019-06-13,104,Biden,39.4,
2019-06-13,106,Biden,40.2,
2019-06-13,108,Biden,35.2,
2019-06-13,110,Biden,37.0,
2019-06-13,112,Biden,42.9,
2019-06-13,114,Biden,41.9,
2019-06-13,0,Biden,50.0,
2019-06-13,2,Bloomberg,2.7,
2019-06-13,4,Bloomberg,3.1,
2019-06-13,6,Bloomberg,3.7,
2019-06-13,8,Bloomberg,2.7,
2019-06-13,10,Bloomberg,2.9,
2019-06-13,12,Bloomberg,3.5,
2019-06-13,14,Bloomberg,3.6,
2019-06-13,16,Bloomberg,3.8,
2019-06-13,18,Bloomberg,3.4,
2019-06-13,20,Bloomberg,3.3,
2019-06-13,22,Bloomberg,4.0,
2019-06-13,24,Bloomberg,3.4,
2019-06-13,26,Bloomberg,3.5,
2019-06-13,28,Bloomberg,3.8,
2019-06-13,30,Bloomberg,3.6,
2019-06-13,32,Bloomberg,3.0,
2019-06-13,34,Bloomberg,3.7,
2019-06-13,36,Bloomberg,4.2,
2019-06-13,38,Bloomberg,1.3,
2019-06-13,40,Bloomberg,3.3,
2019-06-13,42,Bloomberg,4.0,
2019-06-13,44,Bloomberg,2.9,
2019-06-13,46,Bloomberg,3.1,
2019-06-13,48,Bloomberg,3.7,
2019-06-13,50,Bloomberg,3.8,
2019-06-13,52,Bloomberg,3.2,
2019-06-13,54,Bloomberg,3.4,
2019-06-13,56,Bloomberg,3.3,
2019-06-13,58,Bloomberg,4.0,
2019-06-13,60,Bloomberg,3.0,
2019-06-13,62,Bloomberg,2.6,
2019-06-13,64,Bloomberg,3.3,
2019-06-13,66,Bloomberg,3.6,
2019-06-13,68,Bloomberg,5.0,
2019-06-13,70,Bloomberg,3.5,
2019-06-13,72,Bloomberg,3.9,
2019-06-13,74,Bloomberg,4.8,
2019-06-13,76,Bloomberg,3.9,
2019-06-13,78,Bloomberg,4.2,
2019-06-13,80,Bloomberg,2.8,
2019-06-13,82,Bloomberg,3.8,
2019-06-13,84,Bloomberg,8.8,
2019-06-13,86,Bloomberg,3.6,
2019-06-13,88,Bloomberg,3.9,
2019-06-13,90,Bloomberg,4.0,
2019-06-13,92,Bloomberg,5.0,
2019-06-13,94,Bloomberg,2.8,
2019-06-13,96,Bloomberg,4.5,
2019-06-13,98,Bloomberg,4.1,
2019-06-13,100,Bloomberg,4.4,
2019-06-13,102,Bloomberg,3.8,
2019-06-13,104,Bloomberg,4.5,
2019-06-13,106,Bloomberg,5.3,
2019-06-13,108,Bloomberg,3.5,
2019-06-13,110,Bloomberg,4.2,
2019-06-13,112,Bloomberg,6.1,
2019-06-13,114,Bloomberg,4.4,
2019-06-13,0,Bloomberg,2.8,
2019-06-13,2,Booker,3.5,
2019-06-13,4,Booker,4.2,
2019-06-13,6,Booker,3.8,
2019-06-13,8,Booker,3.3,
2019-06-13,10,Booker,4.0,
2019-06-13,12,Booker,4.2,
2019-06-13,14,Booker,4.5,
2019-06-13,16,Booker,4.2,
2019-06-13,18,Booker,3.4,
2019-06-13,20,Booker,4.2,
2019-06-13,22,Booker,4.4,
2019-06-13,24,Booker,4.4,
2019-06-13,26,Booker,3.6,
2019-06-13,28,Booker,3.5,
2019-06-13,30,Booker,3.9,
2019-06-13,32,Booker,4.0,
2019-06-13,34,Booker,3.7,
2019-06-13,36,Booker,3.6,
2019-06-13,38,Booker,1.7,
2019-06-13,40,Booker,4.0,
2019-06-13,42,Booker,3.3,
2019-06-13,44,Booker,3.4,
2019-06-13,46,Booker,5.1,
2019-06-13,48,Booker,3.7,
2019-06-13,50,Booker,3.7,
2019-06-13,52,Booker,3.7,
2019-06-13,54,Booker,4.5,
2019-06-13,56,Booker,3.6,
2019-06-13,58,Booker,3.7,
2019-06-13,60,Booker,3.1,
2019-06-13,62,Booker,2.8,
2019-06-13,64,Booker,4.2,
2019-06-13,66,Booker,4.6,
2019-06-13,68,Booker,4.2,
2019-06-13,70,Booker,3.9,
