date,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang
2019-06-01,52.23,0,3.2800000000000002,7.41,3.93,17.18,2.74,7.870000000000001,2.76
2019-06-04,50.59,0,3.45,9.07,3.8600000000000003,17.31,2.73,7.3999999999999995,2.98
2019-06-07,41.77,0,3.51,13.3,3.53,16.84,3.05,11.63,3.19
2019-06-10,40.64,0,3.2199999999999998,13.450000000000001,3.9899999999999998,17.83,2.76,11.68,3.32
2019-06-13,40.97,0,3.64,12.67,4.19,17.44,3.09,12.13,3.17
