date,bidenavg,bloombergavg,bookeravg,buttigiegavg,klobucharavg,sandersavg,steyeravg,warrenavg,yangavg
2018-12-28,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-27,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-26,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-25,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-24,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-23,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-22,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-21,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-20,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-19,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-18,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-17,38.44,2.96,4.94,0.0,2.12,24.56,0.15,6.84,0.0
2018-12-16,39.28,2.96,4.82,0.0,1.85,24.66,0.0,6.43,0.0
2018-12-15,39.11,2.93,4.81,0.0,1.87,24.68,0.0,6.6,0.0
2018-12-14,39.11,2.93,4.81,0.0,1.87,24.68,0.0,6.6,0.0
2018-12-13,39.5,2.89,4.87,0.0,1.88,24.29,0.0,6.57,0.0
2018-12-12,39.5,2.89,4.87,0.0,1.88,24.29,0.0,6.57,0.0
2018-12-11,39.5,2.89,4.87,0.0,1.88,24.29,0.0,6.57,0.0
2018-12-10,39.5,2.89,4.87,0.0,1.88,24.29,0.0,6.57,0.0
2018-12-09,39.5,2.89,4.87,0.0,1.88,24.29,0.0,6.57,0.0
2018-12-08,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-07,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-06,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-05,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-04,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-03,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-02,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-12-01,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-11-30,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-11-29,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-11-28,37.73,4.19,5.03,0.0,0.45,25.97,0.0,6.63,0.0
2018-11-27,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-26,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-25,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-24,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-23,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-22,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-21,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-20,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-19,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-18,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-17,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-16,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-15,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-14,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-13,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-12,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-11,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-10,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-09,37.06,4.17,5.03,0.0,0.86,26.14,0.0,6.75,0.0
2018-11-08,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-07,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
2018-11-06,36.92,6.15,6.15,0.0,0.0,24.62,0.0,6.15,0.0
