state,statecat,value,label,xValue,yValue,rank
North Carolina,Washington,41.3,NC,728.6084,284.5029,
North Dakota,Washington,60.8,ND,467.0742,117.3823,
Ohio,Washington,51.7,OH,670.7197,219.4883,
Oklahoma,Washington,47.3,OK,500.1963,306.418,
Oregon,Washington,88.3,OR,240.2783,139.5654,
Pennsylvania,Washington,49.2,PA,730.3535,200.856,
Rhode Island,Washington,56.8,RI,-1000.0,-1000.0,
South Carolina,Washington,24.0,SC,712.4395,315.6387,
South Dakota,Washington,67.9,SD,468.0742,163.5166,
Tennessee,Washington,42.6,TN,640.8594,294.8193,
Texas,Washington,36.6,TX,480.9902,374.2861,
Utah,Washington,68.5,UT,330.1084,234.978,
Vermont,Washington,59.1,VT,-1000.0,-1000.0,
Virginia,Washington,49.4,VA,731.0264,252.7842,
Washington,Washington,99.8,WA,256.9365,88.0762,
West Virginia,Washington,50.8,WV,701.0,243.0,
Wisconsin,Washington,66.4,WI,585.2529,163.2588,
Wyoming,Washington,64.5,WY,385.9287,179.6255,
District of Columbia,Washington,30.1,DC,-1000.0,-1000.0,
Alabama,West Virginia,45.1,AL,637.0,338.6934,
Alaska,West Virginia,47.6,AK,245.0,400.0,
Arizona,West Virginia,51.9,AZ,315.0,306.5801,
Arkansas,West Virginia,60.4,AR,560.0,315.6387,
California,West Virginia,29.9,CA,223.0,253.9219,
Colorado,West Virginia,46.6,CO,400.0,245.5645,
Connecticut,West Virginia,68.0,CT,-1000.0,-1000.0,
Delaware,West Virginia,66.8,DE,-1000.0,-1000.0,
Florida,West Virginia,51.7,FL,714.0,397.8154,
Georgia,West Virginia,40.7,GA,680.0117,335.2354,
Hawaii,West Virginia,27.0,HI,380.0,465.0,
Idaho,West Virginia,59.5,ID,310.1851,155.0,
Illinois,West Virginia,53.0,IL,596.6602,231.2954,
Indiana,West Virginia,58.5,IN,633.4111,228.4214,
Iowa,West Virginia,74.9,IA,545.8457,202.6782,
Kansas,West Virginia,70.2,KS,487.0,259.1592,
Kentucky,West Virginia,65.9,KY,655.1484,264.9658,
Louisiana,West Virginia,41.8,LA,561.4404,369.8135,
Maine,West Virginia,75.5,ME,807.3105,109.855,
Maryland,West Virginia,44.3,MD,-1000.0,-1000.0,
Massachusetts,West Virginia,68.9,MA,-1000.0,-1000.0,
Michigan,West Virginia,62.0,MI,645.6465,181.3647,
Minnesota,West Virginia,62.4,MN,530.8594,141.5874,
Mississippi,West Virginia,40.1,MS,598.6016,342.1514,
Missouri,West Virginia,60.7,MO,557.0,261.123,
Montana,West Virginia,67.3,MT,370.0981,112.7705,
Nebraska,West Virginia,69.2,NE,473.8364,210.0527,
Nevada,West Virginia,38.6,NV,267.8765,219.0957,
New Hampshire,West Virginia,73.0,NH,-1000.0,-1000.0,
New Jersey,West Virginia,61.1,NJ,785.0,210.0,
New Mexico,West Virginia,34.5,NM,385.3774,314.1035,
New York,West Virginia,51.8,NY,753.5781,163.2588,
North Carolina,West Virginia,58.5,NC,728.6084,284.5029,
North Dakota,West Virginia,72.0,ND,467.0742,117.3823,
Ohio,West Virginia,68.8,OH,670.7197,219.4883,
Oklahoma,West Virginia,62.0,OK,500.1963,306.418,
Oregon,West Virginia,59.1,OR,240.2783,139.5654,
Pennsylvania,West Virginia,59.9,PA,730.3535,200.856,
Rhode Island,West Virginia,67.4,RI,-1000.0,-1000.0,
South Carolina,West Virginia,41.6,SC,712.4395,315.6387,
South Dakota,West Virginia,70.0,SD,468.0742,163.5166,
Tennessee,West Virginia,54.1,TN,640.8594,294.8193,
Texas,West Virginia,38.2,TX,480.9902,374.2861,
Utah,West Virginia,61.6,UT,330.1084,234.978,
Vermont,West Virginia,71.2,VT,-1000.0,-1000.0,
Virginia,West Virginia,55.6,VA,731.0264,252.7842,
Washington,West Virginia,52.7,WA,256.9365,88.0762,
West Virginia,West Virginia,99.8,WV,701.0,243.0,
Wisconsin,West Virginia,66.5,WI,585.2529,163.2588,
Wyoming,West Virginia,69.3,WY,385.9287,179.6255,
District of Columbia,West Virginia,27.7,DC,-1000.0,-1000.0,
Alabama,Wisconsin,49.3,AL,637.0,338.6934,
Alaska,Wisconsin,54.9,AK,245.0,400.0,
Arizona,Wisconsin,59.2,AZ,315.0,306.5801,
Arkansas,Wisconsin,63.1,AR,560.0,315.6387,
California,Wisconsin,48.3,CA,223.0,253.9219,
Colorado,Wisconsin,69.2,CO,400.0,245.5645,
Connecticut,Wisconsin,80.7,CT,-1000.0,-1000.0,
Delaware,Wisconsin,70.9,DE,-1000.0,-1000.0,
Florida,Wisconsin,48.2,FL,714.0,397.8154,
Georgia,Wisconsin,42.0,GA,680.0117,335.2354,
Hawaii,Wisconsin,41.7,HI,380.0,465.0,
Idaho,Wisconsin,64.9,ID,310.1851,155.0,
Illinois,Wisconsin,69.4,IL,596.6602,231.2954,
Indiana,Wisconsin,82.2,IN,633.4111,228.4214,
Iowa,Wisconsin,80.1,IA,545.8457,202.6782,
Kansas,Wisconsin,78.2,KS,487.0,259.1592,
Kentucky,Wisconsin,82.1,KY,655.1484,264.9658,
Louisiana,Wisconsin,42.1,LA,561.4404,369.8135,
Maine,Wisconsin,63.8,ME,807.3105,109.855,
Maryland,Wisconsin,51.0,MD,-1000.0,-1000.0,
Massachusetts,Wisconsin,82.6,MA,-1000.0,-1000.0,
Michigan,Wisconsin,73.9,MI,645.6465,181.3647,
Minnesota,Wisconsin,95.2,MN,530.8594,141.5874,
Mississippi,Wisconsin,39.5,MS,598.6016,342.1514,
Missouri,Wisconsin,79.3,MO,557.0,261.123,
Montana,Wisconsin,65.1,MT,370.0981,112.7705,
Nebraska,Wisconsin,78.3,NE,473.8364,210.0527,
Nevada,Wisconsin,53.5,NV,267.8765,219.0957,
New Hampshire,Wisconsin,74.2,NH,-1000.0,-1000.0,
New Jersey,Wisconsin,70.3,NJ,785.0,210.0,
New Mexico,Wisconsin,51.1,NM,385.3774,314.1035,
New York,Wisconsin,68.0,NY,753.5781,163.2588,
North Carolina,Wisconsin,60.8,NC,728.6084,284.5029,
North Dakota,Wisconsin,67.9,ND,467.0742,117.3823,
Ohio,Wisconsin,75.5,OH,670.7197,219.4883,
Oklahoma,Wisconsin,60.3,OK,500.1963,306.418,
Oregon,Wisconsin,72.7,OR,240.2783,139.5654,
Pennsylvania,Wisconsin,71.1,PA,730.3535,200.856,
Rhode Island,Wisconsin,77.8,RI,-1000.0,-1000.0,
South Carolina,Wisconsin,39.8,SC,712.4395,315.6387,
South Dakota,Wisconsin,74.4,SD,468.0742,163.5166,
Tennessee,Wisconsin,64.0,TN,640.8594,294.8193,
Texas,Wisconsin,52.1,TX,480.9902,374.2861,
Utah,Wisconsin,66.0,UT,330.1084,234.978,
Vermont,Wisconsin,66.7,VT,-1000.0,-1000.0,
Virginia,Wisconsin,64.5,VA,731.0264,252.7842,
Washington,Wisconsin,66.3,WA,256.9365,88.0762,
West Virginia,Wisconsin,66.0,WV,701.0,243.0,
Wisconsin,Wisconsin,99.8,WI,585.2529,163.2588,
Wyoming,Wisconsin,63.7,WY,385.9287,179.6255,
District of Columbia,Wisconsin,30.7,DC,-1000.0,-1000.0,
Alabama,Wyoming,37.2,AL,637.0,338.6934,
Alaska,Wyoming,54.9,AK,245.0,400.0,
Arizona,Wyoming,65.2,AZ,315.0,306.5801,
Arkansas,Wyoming,60.0,AR,560.0,315.6387,
California,Wyoming,38.2,CA,223.0,253.9219,
Colorado,Wyoming,57.9,CO,400.0,245.5645,
Connecticut,Wyoming,56.4,CT,-1000.0,-1000.0,
Delaware,Wyoming,53.8,DE,-1000.0,-1000.0,
Florida,Wyoming,43.3,FL,714.0,397.8154,
Georgia,Wyoming,31.9,GA,680.0117,335.2354,
Hawaii,Wyoming,26.4,HI,380.0,465.0,
Idaho,Wyoming,87.0,ID,310.1851,155.0,
Illinois,Wyoming,47.5,IL,596.6602,231.2954,
Indiana,Wyoming,50.8,IN,633.4111,228.4214,
Iowa,Wyoming,69.9,IA,545.8457,202.6782,
Kansas,Wyoming,81.7,KS,487.0,259.1592,
Kentucky,Wyoming,57.4,KY,655.1484,264.9658,
Louisiana,Wyoming,39.6,LA,561.4404,369.8135,
Maine,Wyoming,77.9,ME,807.3105,109.855,
Maryland,Wyoming,32.5,MD,-1000.0,-1000.0,
Massachusetts,Wyoming,57.4,MA,-1000.0,-1000.0,
Michigan,Wyoming,56.2,MI,645.6465,181.3647,
Minnesota,Wyoming,64.5,MN,530.8594,141.5874,
Mississippi,Wyoming,33.9,MS,598.6016,342.1514,
Missouri,Wyoming,58.5,MO,557.0,261.123,
Montana,Wyoming,90.3,MT,370.0981,112.7705,
Nebraska,Wyoming,83.2,NE,473.8364,210.0527,
Nevada,Wyoming,56.4,NV,267.8765,219.0957,
New Hampshire,Wyoming,50.1,NH,-1000.0,-1000.0,
New Jersey,Wyoming,48.8,NJ,785.0,210.0,
New Mexico,Wyoming,44.1,NM,385.3774,314.1035,
New York,Wyoming,40.5,NY,753.5781,163.2588,
North Carolina,Wyoming,46.5,NC,728.6084,284.5029,
North Dakota,Wyoming,95.0,ND,467.0742,117.3823,
Ohio,Wyoming,56.8,OH,670.7197,219.4883,
Oklahoma,Wyoming,71.6,OK,500.1963,306.418,
Oregon,Wyoming,73.2,OR,240.2783,139.5654,
Pennsylvania,Wyoming,47.5,PA,730.3535,200.856,
Rhode Island,Wyoming,55.9,RI,-1000.0,-1000.0,
South Carolina,Wyoming,31.7,SC,712.4395,315.6387,
South Dakota,Wyoming,86.3,SD,468.0742,163.5166,
Tennessee,Wyoming,46.7,TN,640.8594,294.8193,
Texas,Wyoming,41.0,TX,480.9902,374.2861,
Utah,Wyoming,69.7,UT,330.1084,234.978,
Vermont,Wyoming,48.2,VT,-1000.0,-1000.0,
Virginia,Wyoming,44.8,VA,731.0264,252.7842,
Washington,Wyoming,66.1,WA,256.9365,88.0762,
West Virginia,Wyoming,69.1,WV,701.0,243.0,
Wisconsin,Wyoming,63.4,WI,585.2529,163.2588,
Wyoming,Wyoming,99.8,WY,385.9287,179.6255,
District of Columbia,Wyoming,18.6,DC,-1000.0,-1000.0,
Alabama,District of Columbia,53.0,AL,637.0,338.6934,
Alaska,District of Columbia,21.7,AK,245.0,400.0,
Arizona,District of Columbia,18.6,AZ,315.0,306.5801,
Arkansas,District of Columbia,31.6,AR,560.0,315.6387,
California,District of Columbia,26.8,CA,223.0,253.9219,
Colorado,District of Columbia,27.0,CO,400.0,245.5645,
Connecticut,District of Columbia,36.8,CT,-1000.0,-1000.0,
Delaware,District of Columbia,36.1,DE,-1000.0,-1000.0,
Florida,District of Columbia,37.0,FL,714.0,397.8154,
Georgia,District of Columbia,48.1,GA,680.0117,335.2354,
Hawaii,District of Columbia,30.7,HI,380.0,465.0,
Idaho,District of Columbia,19.1,ID,310.1851,155.0,
Illinois,District of Columbia,40.6,IL,596.6602,231.2954,
Indiana,District of Columbia,38.3,IN,633.4111,228.4214,
Iowa,District of Columbia,29.9,IA,545.8457,202.6782,
Kansas,District of Columbia,26.4,KS,487.0,259.1592,
Kentucky,District of Columbia,34.6,KY,655.1484,264.9658,
Louisiana,District of Columbia,54.0,LA,561.4404,369.8135,
Maine,District of Columbia,25.8,ME,807.3105,109.855,
Maryland,District of Columbia,53.6,MD,-1000.0,-1000.0,
Massachusetts,District of Columbia,36.3,MA,-1000.0,-1000.0,
Michigan,District of Columbia,36.9,MI,645.6465,181.3647,
Minnesota,District of Columbia,31.9,MN,530.8594,141.5874,
Mississippi,District of Columbia,60.5,MS,598.6016,342.1514,
Missouri,District of Columbia,37.0,MO,557.0,261.123,
Montana,District of Columbia,18.7,MT,370.0981,112.7705,
Nebraska,District of Columbia,25.8,NE,473.8364,210.0527,
Nevada,District of Columbia,28.9,NV,267.8765,219.0957,
New Hampshire,District of Columbia,32.7,NH,-1000.0,-1000.0,
New Jersey,District of Columbia,40.1,NJ,785.0,210.0,
New Mexico,District of Columbia,29.5,NM,385.3774,314.1035,
New York,District of Columbia,42.9,NY,753.5781,163.2588,
North Carolina,District of Columbia,41.1,NC,728.6084,284.5029,
North Dakota,District of Columbia,18.5,ND,467.0742,117.3823,
Ohio,District of Columbia,35.8,OH,670.7197,219.4883,
Oklahoma,District of Columbia,25.0,OK,500.1963,306.418,
Oregon,District of Columbia,24.5,OR,240.2783,139.5654,
Pennsylvania,District of Columbia,40.8,PA,730.3535,200.856,
Rhode Island,District of Columbia,34.0,RI,-1000.0,-1000.0,
South Carolina,District of Columbia,55.7,SC,712.4395,315.6387,
South Dakota,District of Columbia,23.6,SD,468.0742,163.5166,
Tennessee,District of Columbia,39.6,TN,640.8594,294.8193,
Texas,District of Columbia,30.4,TX,480.9902,374.2861,
Utah,District of Columbia,27.0,UT,330.1084,234.978,
Vermont,District of Columbia,35.5,VT,-1000.0,-1000.0,
Virginia,District of Columbia,48.6,VA,731.0264,252.7842,
Washington,District of Columbia,30.8,WA,256.9365,88.0762,
West Virginia,District of Columbia,28.1,WV,701.0,243.0,
Wisconsin,District of Columbia,32.8,WI,585.2529,163.2588,
Wyoming,District of Columbia,17.0,WY,385.9287,179.6255,
District of Columbia,District of Columbia,99.8,DC,-1000.0,-1000.0,
