state,statecat,value,label,xValue,yValue
Arkansas,Hawaii,8.6,AR,560.0,315.6387
California,Hawaii,19.9,CA,223.0,253.9219
Colorado,Hawaii,9.9,CO,400.0,245.5645
Connecticut,Hawaii,13.0,CT,-1000.0,-1000.0
Delaware,Hawaii,13.6,DE,-1000.0,-1000.0
Florida,Hawaii,9.1,FL,714.0,397.8154
Georgia,Hawaii,10.6,GA,680.0117,335.2354
Hawaii,Hawaii,100.0,HI,380.0,465.0
Idaho,Hawaii,8.3,ID,310.1851,155.0
Illinois,Hawaii,13.8,IL,596.6602,231.2954
Indiana,Hawaii,8.2,IN,633.4111,228.4214
Iowa,Hawaii,8.2,IA,545.8457,202.6782
Kansas,Hawaii,8.6,KS,487.0,259.1592
Kentucky,Hawaii,7.4,KY,655.1484,264.9658
Louisiana,Hawaii,9.2,LA,561.4404,369.8135
Maine,Hawaii,8.9,ME,807.3105,109.855
Maryland,Hawaii,18.8,MD,-1000.0,-1000.0
Massachusetts,Hawaii,17.8,MA,-1000.0,-1000.0
Michigan,Hawaii,9.9,MI,645.6465,181.3647
Minnesota,Hawaii,10.1,MN,530.8594,141.5874
Mississippi,Hawaii,9.0,MS,598.6016,342.1514
Missouri,Hawaii,8.4,MO,557.0,261.123
Montana,Hawaii,8.4,MT,370.0981,112.7705
Nebraska,Hawaii,8.2,NE,473.8364,210.0527
Nevada,Hawaii,12.2,NV,267.8765,219.0957
New Hampshire,Hawaii,8.6,NH,-1000.0,-1000.0
New Jersey,Hawaii,13.7,NJ,785.0,210.0
New Mexico,Hawaii,9.7,NM,385.3774,314.1035
New York,Hawaii,17.4,NY,753.5781,163.2588
North Carolina,Hawaii,10.5,NC,728.6084,284.5029
North Dakota,Hawaii,8.2,ND,467.0742,117.3823
Ohio,Hawaii,8.7,OH,670.7197,219.4883
Oklahoma,Hawaii,10.2,OK,500.1963,306.418
Oregon,Hawaii,12.8,OR,240.2783,139.5654
Pennsylvania,Hawaii,9.7,PA,730.3535,200.856
Rhode Island,Hawaii,13.8,RI,-1000.0,-1000.0
South Carolina,Hawaii,9.5,SC,712.4395,315.6387
South Dakota,Hawaii,8.5,SD,468.0742,163.5166
Tennessee,Hawaii,8.5,TN,640.8594,294.8193
Texas,Hawaii,8.0,TX,480.9902,374.2861
Utah,Hawaii,9.0,UT,330.1084,234.978
Vermont,Hawaii,18.2,VT,-1000.0,-1000.0
Virginia,Hawaii,11.9,VA,731.0264,252.7842
Washington,Hawaii,14.8,WA,256.9365,88.0762
West Virginia,Hawaii,6.5,WV,701.0,243.0
Wisconsin,Hawaii,9.1,WI,585.2529,163.2588
Wyoming,Hawaii,7.8,WY,385.9287,179.6255
District of Columbia,Hawaii,9.0,DC,-1000.0,-1000.0
Alabama,Idaho,42.2,AL,637.0,338.6934
Alaska,Idaho,30.8,AK,245.0,400.0
Arizona,Idaho,51.8,AZ,315.0,306.5801
Arkansas,Idaho,58.0,AR,560.0,315.6387
California,Idaho,38.2,CA,223.0,253.9219
Colorado,Idaho,43.7,CO,400.0,245.5645
Connecticut,Idaho,30.6,CT,-1000.0,-1000.0
Delaware,Idaho,30.7,DE,-1000.0,-1000.0
Florida,Idaho,35.3,FL,714.0,397.8154
Georgia,Idaho,27.0,GA,680.0117,335.2354
Hawaii,Idaho,8.3,HI,380.0,465.0
Idaho,Idaho,100.0,ID,310.1851,155.0
Illinois,Idaho,38.3,IL,596.6602,231.2954
Indiana,Idaho,56.9,IN,633.4111,228.4214
Iowa,Idaho,58.3,IA,545.8457,202.6782
Kansas,Idaho,58.7,KS,487.0,259.1592
Kentucky,Idaho,57.5,KY,655.1484,264.9658
Louisiana,Idaho,36.8,LA,561.4404,369.8135
Maine,Idaho,47.3,ME,807.3105,109.855
Maryland,Idaho,22.0,MD,-1000.0,-1000.0
Massachusetts,Idaho,28.7,MA,-1000.0,-1000.0
Michigan,Idaho,44.3,MI,645.6465,181.3647
Minnesota,Idaho,43.5,MN,530.8594,141.5874
Mississippi,Idaho,30.6,MS,598.6016,342.1514
Missouri,Idaho,56.8,MO,557.0,261.123
Montana,Idaho,72.5,MT,370.0981,112.7705
Nebraska,Idaho,65.4,NE,473.8364,210.0527
Nevada,Idaho,50.1,NV,267.8765,219.0957
New Hampshire,Idaho,38.9,NH,-1000.0,-1000.0
New Jersey,Idaho,29.9,NJ,785.0,210.0
New Mexico,Idaho,35.4,NM,385.3774,314.1035
New York,Idaho,27.6,NY,753.5781,163.2588
North Carolina,Idaho,33.3,NC,728.6084,284.5029
North Dakota,Idaho,67.7,ND,467.0742,117.3823
Ohio,Idaho,48.4,OH,670.7197,219.4883
Oklahoma,Idaho,60.8,OK,500.1963,306.418
Oregon,Idaho,64.8,OR,240.2783,139.5654
Pennsylvania,Idaho,44.3,PA,730.3535,200.856
Rhode Island,Idaho,39.7,RI,-1000.0,-1000.0
South Carolina,Idaho,33.3,SC,712.4395,315.6387
South Dakota,Idaho,69.8,SD,468.0742,163.5166
Tennessee,Idaho,52.3,TN,640.8594,294.8193
Texas,Idaho,38.2,TX,480.9902,374.2861
Utah,Idaho,71.7,UT,330.1084,234.978
Vermont,Idaho,38.6,VT,-1000.0,-1000.0
Virginia,Idaho,31.7,VA,731.0264,252.7842
Washington,Idaho,57.8,WA,256.9365,88.0762
West Virginia,Idaho,47.8,WV,701.0,243.0
Wisconsin,Idaho,50.9,WI,585.2529,163.2588
Wyoming,Idaho,83.1,WY,385.9287,179.6255
District of Columbia,Idaho,15.0,DC,-1000.0,-1000.0
Alabama,Illinois,56.5,AL,637.0,338.6934
Alaska,Illinois,38.1,AK,245.0,400.0
Arizona,Illinois,50.5,AZ,315.0,306.5801
Arkansas,Illinois,55.3,AR,560.0,315.6387
California,Illinois,41.6,CA,223.0,253.9219
Colorado,Illinois,58.3,CO,400.0,245.5645
Connecticut,Illinois,73.5,CT,-1000.0,-1000.0
Delaware,Illinois,73.3,DE,-1000.0,-1000.0
Florida,Illinois,64.4,FL,714.0,397.8154
Georgia,Illinois,57.3,GA,680.0117,335.2354
Hawaii,Illinois,13.8,HI,380.0,465.0
Idaho,Illinois,38.3,ID,310.1851,155.0
Illinois,Illinois,100.0,IL,596.6602,231.2954
Indiana,Illinois,60.3,IN,633.4111,228.4214
Iowa,Illinois,60.0,IA,545.8457,202.6782
Kansas,Illinois,58.9,KS,487.0,259.1592
Kentucky,Illinois,50.4,KY,655.1484,264.9658
Louisiana,Illinois,52.2,LA,561.4404,369.8135
Maine,Illinois,46.8,ME,807.3105,109.855
Maryland,Illinois,58.3,MD,-1000.0,-1000.0
Massachusetts,Illinois,60.9,MA,-1000.0,-1000.0
Michigan,Illinois,69.7,MI,645.6465,181.3647
Minnesota,Illinois,67.4,MN,530.8594,141.5874
Mississippi,Illinois,52.9,MS,598.6016,342.1514
Missouri,Illinois,62.0,MO,557.0,261.123
Montana,Illinois,43.4,MT,370.0981,112.7705
Nebraska,Illinois,53.9,NE,473.8364,210.0527
Nevada,Illinois,51.0,NV,267.8765,219.0957
New Hampshire,Illinois,48.5,NH,-1000.0,-1000.0
New Jersey,Illinois,76.1,NJ,785.0,210.0
New Mexico,Illinois,50.3,NM,385.3774,314.1035
New York,Illinois,71.5,NY,753.5781,163.2588
North Carolina,Illinois,69.5,NC,728.6084,284.5029
North Dakota,Illinois,50.6,ND,467.0742,117.3823
Ohio,Illinois,61.2,OH,670.7197,219.4883
Oklahoma,Illinois,56.1,OK,500.1963,306.418
Oregon,Illinois,54.1,OR,240.2783,139.5654
Pennsylvania,Illinois,64.5,PA,730.3535,200.856
Rhode Island,Illinois,66.2,RI,-1000.0,-1000.0
South Carolina,Illinois,61.4,SC,712.4395,315.6387
South Dakota,Illinois,52.7,SD,468.0742,163.5166
Tennessee,Illinois,58.9,TN,640.8594,294.8193
Texas,Illinois,55.2,TX,480.9902,374.2861
Utah,Illinois,46.5,UT,330.1084,234.978
Vermont,Illinois,47.5,VT,-1000.0,-1000.0
Virginia,Illinois,72.8,VA,731.0264,252.7842
Washington,Illinois,64.4,WA,256.9365,88.0762
West Virginia,Illinois,38.4,WV,701.0,243.0
Wisconsin,Illinois,66.0,WI,585.2529,163.2588
Wyoming,Illinois,41.7,WY,385.9287,179.6255
District of Columbia,Illinois,36.6,DC,-1000.0,-1000.0
Alabama,Indiana,63.3,AL,637.0,338.6934
Alaska,Indiana,41.6,AK,245.0,400.0
Arizona,Indiana,44.1,AZ,315.0,306.5801
Arkansas,Indiana,75.9,AR,560.0,315.6387
California,Indiana,23.6,CA,223.0,253.9219
Colorado,Indiana,38.2,CO,400.0,245.5645
Connecticut,Indiana,46.3,CT,-1000.0,-1000.0
Delaware,Indiana,54.1,DE,-1000.0,-1000.0
Florida,Indiana,56.9,FL,714.0,397.8154
Georgia,Indiana,54.5,GA,680.0117,335.2354
Hawaii,Indiana,8.2,HI,380.0,465.0
Idaho,Indiana,56.9,ID,310.1851,155.0
Illinois,Indiana,60.3,IL,596.6602,231.2954
Indiana,Indiana,100.0,IN,633.4111,228.4214
Iowa,Indiana,76.2,IA,545.8457,202.6782
Kansas,Indiana,68.9,KS,487.0,259.1592
Kentucky,Indiana,78.9,KY,655.1484,264.9658
Louisiana,Indiana,57.1,LA,561.4404,369.8135
Maine,Indiana,58.5,ME,807.3105,109.855
Maryland,Indiana,43.6,MD,-1000.0,-1000.0
Massachusetts,Indiana,42.5,MA,-1000.0,-1000.0
Michigan,Indiana,74.6,MI,645.6465,181.3647
Minnesota,Indiana,56.4,MN,530.8594,141.5874
Mississippi,Indiana,57.8,MS,598.6016,342.1514
Missouri,Indiana,88.3,MO,557.0,261.123
Montana,Indiana,65.7,MT,370.0981,112.7705
Nebraska,Indiana,64.5,NE,473.8364,210.0527
Nevada,Indiana,38.3,NV,267.8765,219.0957
New Hampshire,Indiana,55.9,NH,-1000.0,-1000.0
New Jersey,Indiana,47.3,NJ,785.0,210.0
New Mexico,Indiana,30.5,NM,385.3774,314.1035
New York,Indiana,45.8,NY,753.5781,163.2588
North Carolina,Indiana,61.5,NC,728.6084,284.5029
North Dakota,Indiana,59.0,ND,467.0742,117.3823
Ohio,Indiana,85.2,OH,670.7197,219.4883
Oklahoma,Indiana,63.5,OK,500.1963,306.418
Oregon,Indiana,44.5,OR,240.2783,139.5654
Pennsylvania,Indiana,70.3,PA,730.3535,200.856
Rhode Island,Indiana,53.0,RI,-1000.0,-1000.0
South Carolina,Indiana,65.2,SC,712.4395,315.6387
South Dakota,Indiana,66.6,SD,468.0742,163.5166
Tennessee,Indiana,81.0,TN,640.8594,294.8193
Texas,Indiana,49.0,TX,480.9902,374.2861
Utah,Indiana,49.6,UT,330.1084,234.978
Vermont,Indiana,53.0,VT,-1000.0,-1000.0
Virginia,Indiana,55.6,VA,731.0264,252.7842
Washington,Indiana,38.1,WA,256.9365,88.0762
West Virginia,Indiana,59.6,WV,701.0,243.0
Wisconsin,Indiana,72.2,WI,585.2529,163.2588
Wyoming,Indiana,57.6,WY,385.9287,179.6255
District of Columbia,Indiana,32.8,DC,-1000.0,-1000.0
Alabama,Iowa,50.1,AL,637.0,338.6934
Alaska,Iowa,34.9,AK,245.0,400.0
Arizona,Iowa,56.6,AZ,315.0,306.5801
Arkansas,Iowa,66.0,AR,560.0,315.6387
California,Iowa,26.1,CA,223.0,253.9219
Colorado,Iowa,53.0,CO,400.0,245.5645
Connecticut,Iowa,47.2,CT,-1000.0,-1000.0
Delaware,Iowa,46.0,DE,-1000.0,-1000.0
Florida,Iowa,56.5,FL,714.0,397.8154
Georgia,Iowa,50.9,GA,680.0117,335.2354
Hawaii,Iowa,8.2,HI,380.0,465.0
Idaho,Iowa,58.3,ID,310.1851,155.0
Illinois,Iowa,60.0,IL,596.6602,231.2954
Indiana,Iowa,76.2,IN,633.4111,228.4214
Iowa,Iowa,100.0,IA,545.8457,202.6782
Kansas,Iowa,74.6,KS,487.0,259.1592
Kentucky,Iowa,60.9,KY,655.1484,264.9658
Louisiana,Iowa,47.2,LA,561.4404,369.8135
Maine,Iowa,64.9,ME,807.3105,109.855
Maryland,Iowa,35.3,MD,-1000.0,-1000.0
Massachusetts,Iowa,42.3,MA,-1000.0,-1000.0
Michigan,Iowa,72.0,MI,645.6465,181.3647
Minnesota,Iowa,73.4,MN,530.8594,141.5874
Mississippi,Iowa,46.0,MS,598.6016,342.1514
Missouri,Iowa,78.5,MO,557.0,261.123
Montana,Iowa,72.7,MT,370.0981,112.7705
Nebraska,Iowa,73.4,NE,473.8364,210.0527
Nevada,Iowa,44.0,NV,267.8765,219.0957
New Hampshire,Iowa,63.2,NH,-1000.0,-1000.0
New Jersey,Iowa,44.1,NJ,785.0,210.0
New Mexico,Iowa,41.4,NM,385.3774,314.1035
New York,Iowa,40.1,NY,753.5781,163.2588
North Carolina,Iowa,57.7,NC,728.6084,284.5029
North Dakota,Iowa,69.3,ND,467.0742,117.3823
Ohio,Iowa,75.8,OH,670.7197,219.4883
Oklahoma,Iowa,59.9,OK,500.1963,306.418
Oregon,Iowa,57.7,OR,240.2783,139.5654
Pennsylvania,Iowa,68.0,PA,730.3535,200.856
Rhode Island,Iowa,54.4,RI,-1000.0,-1000.0
South Carolina,Iowa,51.0,SC,712.4395,315.6387
South Dakota,Iowa,72.8,SD,468.0742,163.5166
Tennessee,Iowa,64.4,TN,640.8594,294.8193
Texas,Iowa,51.8,TX,480.9902,374.2861
Utah,Iowa,55.9,UT,330.1084,234.978
Vermont,Iowa,55.6,VT,-1000.0,-1000.0
Virginia,Iowa,52.6,VA,731.0264,252.7842
Washington,Iowa,47.3,WA,256.9365,88.0762
West Virginia,Iowa,45.1,WV,701.0,243.0
Wisconsin,Iowa,85.9,WI,585.2529,163.2588
Wyoming,Iowa,64.8,WY,385.9287,179.6255
District of Columbia,Iowa,27.5,DC,-1000.0,-1000.0
Alabama,Kansas,58.8,AL,637.0,338.6934
Alaska,Kansas,41.4,AK,245.0,400.0
Arizona,Kansas,59.9,AZ,315.0,306.5801
Arkansas,Kansas,66.7,AR,560.0,315.6387
California,Kansas,31.5,CA,223.0,253.9219
Colorado,Kansas,58.9,CO,400.0,245.5645
Connecticut,Kansas,48.9,CT,-1000.0,-1000.0
Delaware,Kansas,44.8,DE,-1000.0,-1000.0
Florida,Kansas,54.4,FL,714.0,397.8154
Georgia,Kansas,46.4,GA,680.0117,335.2354
Hawaii,Kansas,8.6,HI,380.0,465.0
Idaho,Kansas,58.7,ID,310.1851,155.0
Illinois,Kansas,58.9,IL,596.6602,231.2954
Indiana,Kansas,68.9,IN,633.4111,228.4214
Iowa,Kansas,74.6,IA,545.8457,202.6782
Kansas,Kansas,100.0,KS,487.0,259.1592
Kentucky,Kansas,56.2,KY,655.1484,264.9658
Louisiana,Kansas,59.1,LA,561.4404,369.8135
Maine,Kansas,48.6,ME,807.3105,109.855
Maryland,Kansas,34.0,MD,-1000.0,-1000.0
Massachusetts,Kansas,45.6,MA,-1000.0,-1000.0
Michigan,Kansas,64.0,MI,645.6465,181.3647
Minnesota,Kansas,69.6,MN,530.8594,141.5874
Mississippi,Kansas,55.0,MS,598.6016,342.1514
Missouri,Kansas,77.2,MO,557.0,261.123
Montana,Kansas,74.2,MT,370.0981,112.7705
Nebraska,Kansas,87.6,NE,473.8364,210.0527
Nevada,Kansas,46.3,NV,267.8765,219.0957
New Hampshire,Kansas,53.6,NH,-1000.0,-1000.0
New Jersey,Kansas,43.3,NJ,785.0,210.0
New Mexico,Kansas,46.8,NM,385.3774,314.1035
New York,Kansas,39.9,NY,753.5781,163.2588
North Carolina,Kansas,52.2,NC,728.6084,284.5029
North Dakota,Kansas,77.3,ND,467.0742,117.3823
Ohio,Kansas,62.0,OH,670.7197,219.4883
Oklahoma,Kansas,75.8,OK,500.1963,306.418
Oregon,Kansas,62.9,OR,240.2783,139.5654
Pennsylvania,Kansas,61.6,PA,730.3535,200.856
Rhode Island,Kansas,57.7,RI,-1000.0,-1000.0
South Carolina,Kansas,54.7,SC,712.4395,315.6387
South Dakota,Kansas,77.2,SD,468.0742,163.5166
Tennessee,Kansas,66.0,TN,640.8594,294.8193
Texas,Kansas,60.7,TX,480.9902,374.2861
Utah,Kansas,75.0,UT,330.1084,234.978
Vermont,Kansas,48.8,VT,-1000.0,-1000.0
Virginia,Kansas,48.7,VA,731.0264,252.7842
Washington,Kansas,53.3,WA,256.9365,88.0762
West Virginia,Kansas,40.6,WV,701.0,243.0
Wisconsin,Kansas,73.7,WI,585.2529,163.2588
Wyoming,Kansas,62.6,WY,385.9287,179.6255
District of Columbia,Kansas,26.8,DC,-1000.0,-1000.0
Alabama,Kentucky,67.1,AL,637.0,338.6934
Alaska,Kentucky,31.9,AK,245.0,400.0
Arizona,Kentucky,33.7,AZ,315.0,306.5801
Arkansas,Kentucky,75.5,AR,560.0,315.6387
California,Kentucky,19.0,CA,223.0,253.9219
Colorado,Kentucky,30.4,CO,400.0,245.5645
Connecticut,Kentucky,39.2,CT,-1000.0,-1000.0
Delaware,Kentucky,47.7,DE,-1000.0,-1000.0
Florida,Kentucky,48.6,FL,714.0,397.8154
Georgia,Kentucky,49.4,GA,680.0117,335.2354
Hawaii,Kentucky,7.4,HI,380.0,465.0
Idaho,Kentucky,57.5,ID,310.1851,155.0
Illinois,Kentucky,50.4,IL,596.6602,231.2954
Indiana,Kentucky,78.9,IN,633.4111,228.4214
Iowa,Kentucky,60.9,IA,545.8457,202.6782
Kansas,Kentucky,56.2,KS,487.0,259.1592
Kentucky,Kentucky,100.0,KY,655.1484,264.9658
Louisiana,Kentucky,54.4,LA,561.4404,369.8135
Maine,Kentucky,50.7,ME,807.3105,109.855
Maryland,Kentucky,40.3,MD,-1000.0,-1000.0
Massachusetts,Kentucky,36.7,MA,-1000.0,-1000.0
Michigan,Kentucky,60.0,MI,645.6465,181.3647
Minnesota,Kentucky,45.1,MN,530.8594,141.5874
Mississippi,Kentucky,51.3,MS,598.6016,342.1514
Missouri,Kentucky,70.9,MO,557.0,261.123
Montana,Kentucky,50.2,MT,370.0981,112.7705
Nebraska,Kentucky,60.0,NE,473.8364,210.0527
Nevada,Kentucky,31.0,NV,267.8765,219.0957
New Hampshire,Kentucky,46.2,NH,-1000.0,-1000.0
New Jersey,Kentucky,40.7,NJ,785.0,210.0
New Mexico,Kentucky,25.2,NM,385.3774,314.1035
New York,Kentucky,39.4,NY,753.5781,163.2588
North Carolina,Kentucky,52.5,NC,728.6084,284.5029
North Dakota,Kentucky,55.1,ND,467.0742,117.3823
Ohio,Kentucky,70.3,OH,670.7197,219.4883
Oklahoma,Kentucky,62.6,OK,500.1963,306.418
Oregon,Kentucky,34.5,OR,240.2783,139.5654
Pennsylvania,Kentucky,58.0,PA,730.3535,200.856
Rhode Island,Kentucky,44.8,RI,-1000.0,-1000.0
South Carolina,Kentucky,56.6,SC,712.4395,315.6387
South Dakota,Kentucky,62.8,SD,468.0742,163.5166
Tennessee,Kentucky,80.3,TN,640.8594,294.8193
Texas,Kentucky,39.0,TX,480.9902,374.2861
Utah,Kentucky,47.7,UT,330.1084,234.978
Vermont,Kentucky,45.5,VT,-1000.0,-1000.0
Virginia,Kentucky,48.1,VA,731.0264,252.7842
Washington,Kentucky,29.5,WA,256.9365,88.0762
West Virginia,Kentucky,74.3,WV,701.0,243.0
Wisconsin,Kentucky,57.4,WI,585.2529,163.2588
Wyoming,Kentucky,55.1,WY,385.9287,179.6255
District of Columbia,Kentucky,31.3,DC,-1000.0,-1000.0
Alabama,Louisiana,81.0,AL,637.0,338.6934
Alaska,Louisiana,38.7,AK,245.0,400.0
Arizona,Louisiana,41.0,AZ,315.0,306.5801
Arkansas,Louisiana,68.1,AR,560.0,315.6387
California,Louisiana,23.9,CA,223.0,253.9219
Colorado,Louisiana,37.9,CO,400.0,245.5645
Connecticut,Louisiana,37.1,CT,-1000.0,-1000.0
Delaware,Louisiana,53.5,DE,-1000.0,-1000.0
Florida,Louisiana,54.3,FL,714.0,397.8154
Georgia,Louisiana,70.9,GA,680.0117,335.2354
Hawaii,Louisiana,9.2,HI,380.0,465.0
Idaho,Louisiana,36.8,ID,310.1851,155.0
Illinois,Louisiana,52.2,IL,596.6602,231.2954
Indiana,Louisiana,57.1,IN,633.4111,228.4214
Iowa,Louisiana,47.2,IA,545.8457,202.6782
Kansas,Louisiana,59.1,KS,487.0,259.1592
Kentucky,Louisiana,54.4,KY,655.1484,264.9658
Louisiana,Louisiana,100.0,LA,561.4404,369.8135
Maine,Louisiana,29.6,ME,807.3105,109.855
Maryland,Louisiana,49.0,MD,-1000.0,-1000.0
Massachusetts,Louisiana,33.6,MA,-1000.0,-1000.0
Michigan,Louisiana,50.5,MI,645.6465,181.3647
Minnesota,Louisiana,46.1,MN,530.8594,141.5874
Mississippi,Louisiana,84.9,MS,598.6016,342.1514
Missouri,Louisiana,62.3,MO,557.0,261.123
Montana,Louisiana,43.4,MT,370.0981,112.7705
Nebraska,Louisiana,53.3,NE,473.8364,210.0527
Nevada,Louisiana,41.5,NV,267.8765,219.0957
New Hampshire,Louisiana,33.5,NH,-1000.0,-1000.0
New Jersey,Louisiana,38.9,NJ,785.0,210.0
New Mexico,Louisiana,33.0,NM,385.3774,314.1035
New York,Louisiana,37.9,NY,753.5781,163.2588
North Carolina,Louisiana,58.7,NC,728.6084,284.5029
North Dakota,Louisiana,46.1,ND,467.0742,117.3823
Ohio,Louisiana,52.2,OH,670.7197,219.4883
Oklahoma,Louisiana,62.8,OK,500.1963,306.418
Oregon,Louisiana,31.9,OR,240.2783,139.5654
Pennsylvania,Louisiana,46.5,PA,730.3535,200.856
Rhode Island,Louisiana,36.9,RI,-1000.0,-1000.0
South Carolina,Louisiana,70.9,SC,712.4395,315.6387
South Dakota,Louisiana,50.9,SD,468.0742,163.5166
Tennessee,Louisiana,67.2,TN,640.8594,294.8193
Texas,Louisiana,52.8,TX,480.9902,374.2861
Utah,Louisiana,45.7,UT,330.1084,234.978
Vermont,Louisiana,30.0,VT,-1000.0,-1000.0
Virginia,Louisiana,49.9,VA,731.0264,252.7842
Washington,Louisiana,35.4,WA,256.9365,88.0762
West Virginia,Louisiana,41.5,WV,701.0,243.0
Wisconsin,Louisiana,46.8,WI,585.2529,163.2588
Wyoming,Louisiana,36.7,WY,385.9287,179.6255
District of Columbia,Louisiana,32.6,DC,-1000.0,-1000.0
Alabama,Maine,36.4,AL,637.0,338.6934
Alaska,Maine,27.1,AK,245.0,400.0
Arizona,Maine,36.6,AZ,315.0,306.5801
Arkansas,Maine,44.3,AR,560.0,315.6387
California,Maine,20.6,CA,223.0,253.9219
Colorado,Maine,43.0,CO,400.0,245.5645
Connecticut,Maine,65.3,CT,-1000.0,-1000.0
Delaware,Maine,55.8,DE,-1000.0,-1000.0
Florida,Maine,46.0,FL,714.0,397.8154
Georgia,Maine,37.7,GA,680.0117,335.2354
Hawaii,Maine,8.9,HI,380.0,465.0
Idaho,Maine,47.3,ID,310.1851,155.0
Illinois,Maine,46.8,IL,596.6602,231.2954
Indiana,Maine,58.5,IN,633.4111,228.4214
Iowa,Maine,64.9,IA,545.8457,202.6782
Kansas,Maine,48.6,KS,487.0,259.1592
Kentucky,Maine,50.7,KY,655.1484,264.9658
Louisiana,Maine,29.6,LA,561.4404,369.8135
Maine,Maine,100.0,ME,807.3105,109.855
Maryland,Maine,42.3,MD,-1000.0,-1000.0
Massachusetts,Maine,60.5,MA,-1000.0,-1000.0
Michigan,Maine,61.1,MI,645.6465,181.3647
Minnesota,Maine,58.8,MN,530.8594,141.5874
Mississippi,Maine,28.9,MS,598.6016,342.1514
Missouri,Maine,51.8,MO,557.0,261.123
Montana,Maine,52.4,MT,370.0981,112.7705
Nebraska,Maine,50.2,NE,473.8364,210.0527
Nevada,Maine,34.5,NV,267.8765,219.0957
New Hampshire,Maine,82.7,NH,-1000.0,-1000.0
New Jersey,Maine,56.4,NJ,785.0,210.0
New Mexico,Maine,32.6,NM,385.3774,314.1035
New York,Maine,50.9,NY,753.5781,163.2588
North Carolina,Maine,50.3,NC,728.6084,284.5029
North Dakota,Maine,49.5,ND,467.0742,117.3823
Ohio,Maine,61.6,OH,670.7197,219.4883
Oklahoma,Maine,37.6,OK,500.1963,306.418
Oregon,Maine,52.4,OR,240.2783,139.5654
Pennsylvania,Maine,68.5,PA,730.3535,200.856
Rhode Island,Maine,69.3,RI,-1000.0,-1000.0
South Carolina,Maine,41.9,SC,712.4395,315.6387
South Dakota,Maine,48.3,SD,468.0742,163.5166
Tennessee,Maine,48.4,TN,640.8594,294.8193
Texas,Maine,30.1,TX,480.9902,374.2861
Utah,Maine,43.1,UT,330.1084,234.978
Vermont,Maine,74.1,VT,-1000.0,-1000.0
Virginia,Maine,56.3,VA,731.0264,252.7842
Washington,Maine,42.3,WA,256.9365,88.0762
West Virginia,Maine,43.6,WV,701.0,243.0
Wisconsin,Maine,62.9,WI,585.2529,163.2588
Wyoming,Maine,50.4,WY,385.9287,179.6255
District of Columbia,Maine,32.1,DC,-1000.0,-1000.0
Alabama,Maryland,53.2,AL,637.0,338.6934
Alaska,Maryland,30.7,AK,245.0,400.0
Arizona,Maryland,27.1,AZ,315.0,306.5801
Arkansas,Maryland,38.7,AR,560.0,315.6387
California,Maryland,42.0,CA,223.0,253.9219
Colorado,Maryland,31.6,CO,400.0,245.5645
Connecticut,Maryland,62.0,CT,-1000.0,-1000.0
Delaware,Maryland,75.1,DE,-1000.0,-1000.0
Florida,Maryland,47.0,FL,714.0,397.8154
Georgia,Maryland,66.8,GA,680.0117,335.2354
Hawaii,Maryland,18.8,HI,380.0,465.0
Idaho,Maryland,22.0,ID,310.1851,155.0
Illinois,Maryland,58.3,IL,596.6602,231.2954
Indiana,Maryland,43.6,IN,633.4111,228.4214
Iowa,Maryland,35.3,IA,545.8457,202.6782
Kansas,Maryland,34.0,KS,487.0,259.1592
Kentucky,Maryland,40.3,KY,655.1484,264.9658
Louisiana,Maryland,49.0,LA,561.4404,369.8135
Maine,Maryland,42.3,ME,807.3105,109.855
Maryland,Maryland,100.0,MD,-1000.0,-1000.0
Massachusetts,Maryland,65.3,MA,-1000.0,-1000.0
Michigan,Maryland,50.2,MI,645.6465,181.3647
Minnesota,Maryland,40.5,MN,530.8594,141.5874
Mississippi,Maryland,49.9,MS,598.6016,342.1514
Missouri,Maryland,39.3,MO,557.0,261.123
Montana,Maryland,25.3,MT,370.0981,112.7705
Nebraska,Maryland,31.2,NE,473.8364,210.0527
Nevada,Maryland,32.0,NV,267.8765,219.0957
New Hampshire,Maryland,45.0,NH,-1000.0,-1000.0
New Jersey,Maryland,68.2,NJ,785.0,210.0
New Mexico,Maryland,27.2,NM,385.3774,314.1035
New York,Maryland,75.8,NY,753.5781,163.2588
North Carolina,Maryland,65.4,NC,728.6084,284.5029
North Dakota,Maryland,30.0,ND,467.0742,117.3823
Ohio,Maryland,49.9,OH,670.7197,219.4883
Oklahoma,Maryland,38.1,OK,500.1963,306.418
Oregon,Maryland,31.6,OR,240.2783,139.5654
Pennsylvania,Maryland,56.9,PA,730.3535,200.856
Rhode Island,Maryland,59.4,RI,-1000.0,-1000.0
South Carolina,Maryland,64.9,SC,712.4395,315.6387
South Dakota,Maryland,31.0,SD,468.0742,163.5166
Tennessee,Maryland,46.9,TN,640.8594,294.8193
Texas,Maryland,30.6,TX,480.9902,374.2861
Utah,Maryland,26.2,UT,330.1084,234.978
Vermont,Maryland,52.5,VT,-1000.0,-1000.0
Virginia,Maryland,69.8,VA,731.0264,252.7842
Washington,Maryland,38.7,WA,256.9365,88.0762
West Virginia,Maryland,39.6,WV,701.0,243.0
Wisconsin,Maryland,41.2,WI,585.2529,163.2588
Wyoming,Maryland,24.1,WY,385.9287,179.6255
District of Columbia,Maryland,57.0,DC,-1000.0,-1000.0
