state,statecat,value,label,xValue,yValue
South Carolina,New Jersey,57.3,SC,712.4395,315.6387
South Dakota,New Jersey,39.8,SD,468.0742,163.5166
Tennessee,New Jersey,46.7,TN,640.8594,294.8193
Texas,New Jersey,44.4,TX,480.9902,374.2861
Utah,New Jersey,36.2,UT,330.1084,234.978
Vermont,New Jersey,55.8,VT,-1000.0,-1000.0
Virginia,New Jersey,79.5,VA,731.0264,252.7842
Washington,New Jersey,57.4,WA,256.9365,88.0762
West Virginia,New Jersey,38.8,WV,701.0,243.0
Wisconsin,New Jersey,51.9,WI,585.2529,163.2588
Wyoming,New Jersey,30.6,WY,385.9287,179.6255
District of Columbia,New Jersey,47.2,DC,-1000.0,-1000.0
Alabama,New Mexico,29.9,AL,637.0,338.6934
Alaska,New Mexico,22.9,AK,245.0,400.0
Arizona,New Mexico,63.1,AZ,315.0,306.5801
Arkansas,New Mexico,33.1,AR,560.0,315.6387
California,New Mexico,51.5,CA,223.0,253.9219
Colorado,New Mexico,60.8,CO,400.0,245.5645
Connecticut,New Mexico,42.1,CT,-1000.0,-1000.0
Delaware,New Mexico,37.9,DE,-1000.0,-1000.0
Florida,New Mexico,42.1,FL,714.0,397.8154
Georgia,New Mexico,31.0,GA,680.0117,335.2354
Hawaii,New Mexico,9.7,HI,380.0,465.0
Idaho,New Mexico,35.4,ID,310.1851,155.0
Illinois,New Mexico,50.3,IL,596.6602,231.2954
Indiana,New Mexico,30.5,IN,633.4111,228.4214
Iowa,New Mexico,41.4,IA,545.8457,202.6782
Kansas,New Mexico,46.8,KS,487.0,259.1592
Kentucky,New Mexico,25.2,KY,655.1484,264.9658
Louisiana,New Mexico,33.0,LA,561.4404,369.8135
Maine,New Mexico,32.6,ME,807.3105,109.855
Maryland,New Mexico,27.2,MD,-1000.0,-1000.0
Massachusetts,New Mexico,32.7,MA,-1000.0,-1000.0
Michigan,New Mexico,38.4,MI,645.6465,181.3647
Minnesota,New Mexico,48.1,MN,530.8594,141.5874
Mississippi,New Mexico,30.5,MS,598.6016,342.1514
Missouri,New Mexico,36.5,MO,557.0,261.123
Montana,New Mexico,39.8,MT,370.0981,112.7705
Nebraska,New Mexico,43.3,NE,473.8364,210.0527
Nevada,New Mexico,54.9,NV,267.8765,219.0957
New Hampshire,New Mexico,32.0,NH,-1000.0,-1000.0
New Jersey,New Mexico,42.0,NJ,785.0,210.0
New Mexico,New Mexico,100.0,NM,385.3774,314.1035
New York,New Mexico,34.5,NY,753.5781,163.2588
North Carolina,New Mexico,36.0,NC,728.6084,284.5029
North Dakota,New Mexico,38.0,ND,467.0742,117.3823
Ohio,New Mexico,31.7,OH,670.7197,219.4883
Oklahoma,New Mexico,40.9,OK,500.1963,306.418
Oregon,New Mexico,51.1,OR,240.2783,139.5654
Pennsylvania,New Mexico,35.8,PA,730.3535,200.856
Rhode Island,New Mexico,38.3,RI,-1000.0,-1000.0
South Carolina,New Mexico,30.9,SC,712.4395,315.6387
South Dakota,New Mexico,39.5,SD,468.0742,163.5166
Tennessee,New Mexico,29.6,TN,640.8594,294.8193
Texas,New Mexico,65.3,TX,480.9902,374.2861
Utah,New Mexico,46.9,UT,330.1084,234.978
Vermont,New Mexico,25.9,VT,-1000.0,-1000.0
Virginia,New Mexico,39.6,VA,731.0264,252.7842
Washington,New Mexico,51.2,WA,256.9365,88.0762
West Virginia,New Mexico,18.2,WV,701.0,243.0
Wisconsin,New Mexico,42.1,WI,585.2529,163.2588
Wyoming,New Mexico,39.6,WY,385.9287,179.6255
District of Columbia,New Mexico,16.6,DC,-1000.0,-1000.0
Alabama,New York,44.2,AL,637.0,338.6934
Alaska,New York,33.8,AK,245.0,400.0
Arizona,New York,37.2,AZ,315.0,306.5801
Arkansas,New York,38.7,AR,560.0,315.6387
California,New York,47.3,CA,223.0,253.9219
Colorado,New York,41.9,CO,400.0,245.5645
Connecticut,New York,76.1,CT,-1000.0,-1000.0
Delaware,New York,72.7,DE,-1000.0,-1000.0
Florida,New York,55.5,FL,714.0,397.8154
Georgia,New York,52.6,GA,680.0117,335.2354
Hawaii,New York,17.4,HI,380.0,465.0
Idaho,New York,27.6,ID,310.1851,155.0
Illinois,New York,71.5,IL,596.6602,231.2954
Indiana,New York,45.8,IN,633.4111,228.4214
Iowa,New York,40.1,IA,545.8457,202.6782
Kansas,New York,39.9,KS,487.0,259.1592
Kentucky,New York,39.4,KY,655.1484,264.9658
Louisiana,New York,37.9,LA,561.4404,369.8135
Maine,New York,50.9,ME,807.3105,109.855
Maryland,New York,75.8,MD,-1000.0,-1000.0
Massachusetts,New York,73.7,MA,-1000.0,-1000.0
Michigan,New York,56.4,MI,645.6465,181.3647
Minnesota,New York,47.8,MN,530.8594,141.5874
Mississippi,New York,39.1,MS,598.6016,342.1514
Missouri,New York,42.4,MO,557.0,261.123
Montana,New York,30.9,MT,370.0981,112.7705
Nebraska,New York,36.6,NE,473.8364,210.0527
Nevada,New York,39.7,NV,267.8765,219.0957
New Hampshire,New York,53.8,NH,-1000.0,-1000.0
New Jersey,New York,85.1,NJ,785.0,210.0
New Mexico,New York,34.5,NM,385.3774,314.1035
New York,New York,100.0,NY,753.5781,163.2588
North Carolina,New York,63.6,NC,728.6084,284.5029
North Dakota,New York,35.8,ND,467.0742,117.3823
Ohio,New York,52.7,OH,670.7197,219.4883
Oklahoma,New York,39.6,OK,500.1963,306.418
Oregon,New York,40.0,OR,240.2783,139.5654
Pennsylvania,New York,63.4,PA,730.3535,200.856
Rhode Island,New York,71.8,RI,-1000.0,-1000.0
South Carolina,New York,54.6,SC,712.4395,315.6387
South Dakota,New York,37.0,SD,468.0742,163.5166
Tennessee,New York,45.9,TN,640.8594,294.8193
Texas,New York,39.2,TX,480.9902,374.2861
Utah,New York,33.3,UT,330.1084,234.978
Vermont,New York,59.2,VT,-1000.0,-1000.0
Virginia,New York,73.5,VA,731.0264,252.7842
Washington,New York,49.6,WA,256.9365,88.0762
West Virginia,New York,37.6,WV,701.0,243.0
Wisconsin,New York,47.6,WI,585.2529,163.2588
Wyoming,New York,28.7,WY,385.9287,179.6255
District of Columbia,New York,47.0,DC,-1000.0,-1000.0
Alabama,North Carolina,65.9,AL,637.0,338.6934
Alaska,North Carolina,45.3,AK,245.0,400.0
Arizona,North Carolina,49.8,AZ,315.0,306.5801
Arkansas,North Carolina,52.8,AR,560.0,315.6387
California,North Carolina,29.8,CA,223.0,253.9219
Colorado,North Carolina,47.6,CO,400.0,245.5645
Connecticut,North Carolina,64.8,CT,-1000.0,-1000.0
Delaware,North Carolina,80.0,DE,-1000.0,-1000.0
Florida,North Carolina,75.2,FL,714.0,397.8154
Georgia,North Carolina,77.4,GA,680.0117,335.2354
Hawaii,North Carolina,10.5,HI,380.0,465.0
Idaho,North Carolina,33.3,ID,310.1851,155.0
Illinois,North Carolina,69.5,IL,596.6602,231.2954
Indiana,North Carolina,61.5,IN,633.4111,228.4214
Iowa,North Carolina,57.7,IA,545.8457,202.6782
Kansas,North Carolina,52.2,KS,487.0,259.1592
Kentucky,North Carolina,52.5,KY,655.1484,264.9658
Louisiana,North Carolina,58.7,LA,561.4404,369.8135
Maine,North Carolina,50.3,ME,807.3105,109.855
Maryland,North Carolina,65.4,MD,-1000.0,-1000.0
Massachusetts,North Carolina,57.7,MA,-1000.0,-1000.0
Michigan,North Carolina,70.8,MI,645.6465,181.3647
Minnesota,North Carolina,58.6,MN,530.8594,141.5874
Mississippi,North Carolina,60.7,MS,598.6016,342.1514
Missouri,North Carolina,59.1,MO,557.0,261.123
Montana,North Carolina,41.6,MT,370.0981,112.7705
Nebraska,North Carolina,45.9,NE,473.8364,210.0527
Nevada,North Carolina,48.6,NV,267.8765,219.0957
New Hampshire,North Carolina,57.0,NH,-1000.0,-1000.0
New Jersey,North Carolina,67.6,NJ,785.0,210.0
New Mexico,North Carolina,36.0,NM,385.3774,314.1035
New York,North Carolina,63.6,NY,753.5781,163.2588
North Carolina,North Carolina,100.0,NC,728.6084,284.5029
North Dakota,North Carolina,42.5,ND,467.0742,117.3823
Ohio,North Carolina,71.9,OH,670.7197,219.4883
Oklahoma,North Carolina,50.5,OK,500.1963,306.418
Oregon,North Carolina,41.7,OR,240.2783,139.5654
Pennsylvania,North Carolina,74.3,PA,730.3535,200.856
Rhode Island,North Carolina,58.9,RI,-1000.0,-1000.0
South Carolina,North Carolina,84.2,SC,712.4395,315.6387
South Dakota,North Carolina,44.7,SD,468.0742,163.5166
Tennessee,North Carolina,63.1,TN,640.8594,294.8193
Texas,North Carolina,51.1,TX,480.9902,374.2861
Utah,North Carolina,40.2,UT,330.1084,234.978
Vermont,North Carolina,46.6,VT,-1000.0,-1000.0
Virginia,North Carolina,84.9,VA,731.0264,252.7842
Washington,North Carolina,47.9,WA,256.9365,88.0762
West Virginia,North Carolina,46.5,WV,701.0,243.0
Wisconsin,North Carolina,62.9,WI,585.2529,163.2588
Wyoming,North Carolina,34.4,WY,385.9287,179.6255
District of Columbia,North Carolina,46.1,DC,-1000.0,-1000.0
Alabama,North Dakota,53.3,AL,637.0,338.6934
Alaska,North Dakota,34.5,AK,245.0,400.0
Arizona,North Dakota,49.4,AZ,315.0,306.5801
Arkansas,North Dakota,62.9,AR,560.0,315.6387
California,North Dakota,29.2,CA,223.0,253.9219
Colorado,North Dakota,51.8,CO,400.0,245.5645
Connecticut,North Dakota,44.0,CT,-1000.0,-1000.0
Delaware,North Dakota,39.5,DE,-1000.0,-1000.0
Florida,North Dakota,42.3,FL,714.0,397.8154
Georgia,North Dakota,35.3,GA,680.0117,335.2354
Hawaii,North Dakota,8.2,HI,380.0,465.0
Idaho,North Dakota,67.7,ID,310.1851,155.0
Illinois,North Dakota,50.6,IL,596.6602,231.2954
Indiana,North Dakota,59.0,IN,633.4111,228.4214
Iowa,North Dakota,69.3,IA,545.8457,202.6782
Kansas,North Dakota,77.3,KS,487.0,259.1592
Kentucky,North Dakota,55.1,KY,655.1484,264.9658
Louisiana,North Dakota,46.1,LA,561.4404,369.8135
Maine,North Dakota,49.5,ME,807.3105,109.855
Maryland,North Dakota,30.0,MD,-1000.0,-1000.0
Massachusetts,North Dakota,42.1,MA,-1000.0,-1000.0
Michigan,North Dakota,60.0,MI,645.6465,181.3647
Minnesota,North Dakota,69.7,MN,530.8594,141.5874
Mississippi,North Dakota,40.1,MS,598.6016,342.1514
Missouri,North Dakota,65.3,MO,557.0,261.123
Montana,North Dakota,75.3,MT,370.0981,112.7705
Nebraska,North Dakota,86.5,NE,473.8364,210.0527
Nevada,North Dakota,41.2,NV,267.8765,219.0957
New Hampshire,North Dakota,53.6,NH,-1000.0,-1000.0
New Jersey,North Dakota,37.8,NJ,785.0,210.0
New Mexico,North Dakota,38.0,NM,385.3774,314.1035
New York,North Dakota,35.8,NY,753.5781,163.2588
North Carolina,North Dakota,42.5,NC,728.6084,284.5029
North Dakota,North Dakota,100.0,ND,467.0742,117.3823
Ohio,North Dakota,56.0,OH,670.7197,219.4883
Oklahoma,North Dakota,70.9,OK,500.1963,306.418
Oregon,North Dakota,60.9,OR,240.2783,139.5654
Pennsylvania,North Dakota,56.5,PA,730.3535,200.856
Rhode Island,North Dakota,51.0,RI,-1000.0,-1000.0
South Carolina,North Dakota,43.0,SC,712.4395,315.6387
South Dakota,North Dakota,86.9,SD,468.0742,163.5166
Tennessee,North Dakota,61.2,TN,640.8594,294.8193
Texas,North Dakota,44.0,TX,480.9902,374.2861
Utah,North Dakota,75.3,UT,330.1084,234.978
Vermont,North Dakota,51.2,VT,-1000.0,-1000.0
Virginia,North Dakota,41.6,VA,731.0264,252.7842
Washington,North Dakota,51.8,WA,256.9365,88.0762
West Virginia,North Dakota,46.2,WV,701.0,243.0
Wisconsin,North Dakota,70.8,WI,585.2529,163.2588
Wyoming,North Dakota,69.3,WY,385.9287,179.6255
District of Columbia,North Dakota,23.2,DC,-1000.0,-1000.0
Alabama,Ohio,61.0,AL,637.0,338.6934
Alaska,Ohio,40.0,AK,245.0,400.0
Arizona,Ohio,49.2,AZ,315.0,306.5801
Arkansas,Ohio,70.3,AR,560.0,315.6387
California,Ohio,24.3,CA,223.0,253.9219
Colorado,Ohio,40.5,CO,400.0,245.5645
Connecticut,Ohio,53.3,CT,-1000.0,-1000.0
Delaware,Ohio,62.2,DE,-1000.0,-1000.0
Florida,Ohio,64.9,FL,714.0,397.8154
Georgia,Ohio,62.3,GA,680.0117,335.2354
Hawaii,Ohio,8.7,HI,380.0,465.0
Idaho,Ohio,48.4,ID,310.1851,155.0
Illinois,Ohio,61.2,IL,596.6602,231.2954
Indiana,Ohio,85.2,IN,633.4111,228.4214
Iowa,Ohio,75.8,IA,545.8457,202.6782
Kansas,Ohio,62.0,KS,487.0,259.1592
Kentucky,Ohio,70.3,KY,655.1484,264.9658
Louisiana,Ohio,52.2,LA,561.4404,369.8135
Maine,Ohio,61.6,ME,807.3105,109.855
Maryland,Ohio,49.9,MD,-1000.0,-1000.0
Massachusetts,Ohio,47.7,MA,-1000.0,-1000.0
Michigan,Ohio,82.8,MI,645.6465,181.3647
Minnesota,Ohio,59.6,MN,530.8594,141.5874
Mississippi,Ohio,52.0,MS,598.6016,342.1514
Missouri,Ohio,82.6,MO,557.0,261.123
Montana,Ohio,61.1,MT,370.0981,112.7705
Nebraska,Ohio,59.2,NE,473.8364,210.0527
Nevada,Ohio,42.4,NV,267.8765,219.0957
New Hampshire,Ohio,65.5,NH,-1000.0,-1000.0
New Jersey,Ohio,55.2,NJ,785.0,210.0
New Mexico,Ohio,31.7,NM,385.3774,314.1035
New York,Ohio,52.7,NY,753.5781,163.2588
North Carolina,Ohio,71.9,NC,728.6084,284.5029
North Dakota,Ohio,56.0,ND,467.0742,117.3823
Ohio,Ohio,100.0,OH,670.7197,219.4883
Oklahoma,Ohio,59.3,OK,500.1963,306.418
Oregon,Ohio,47.8,OR,240.2783,139.5654
Pennsylvania,Ohio,81.4,PA,730.3535,200.856
Rhode Island,Ohio,59.4,RI,-1000.0,-1000.0
South Carolina,Ohio,67.0,SC,712.4395,315.6387
South Dakota,Ohio,62.9,SD,468.0742,163.5166
Tennessee,Ohio,78.9,TN,640.8594,294.8193
Texas,Ohio,49.7,TX,480.9902,374.2861
Utah,Ohio,45.6,UT,330.1084,234.978
Vermont,Ohio,59.2,VT,-1000.0,-1000.0
Virginia,Ohio,64.9,VA,731.0264,252.7842
Washington,Ohio,40.8,WA,256.9365,88.0762
West Virginia,Ohio,57.6,WV,701.0,243.0
Wisconsin,Ohio,76.5,WI,585.2529,163.2588
Wyoming,Ohio,49.8,WY,385.9287,179.6255
District of Columbia,Ohio,37.2,DC,-1000.0,-1000.0
Alabama,Oklahoma,68.5,AL,637.0,338.6934
Alaska,Oklahoma,40.5,AK,245.0,400.0
Arizona,Oklahoma,50.8,AZ,315.0,306.5801
Arkansas,Oklahoma,78.7,AR,560.0,315.6387
California,Oklahoma,32.3,CA,223.0,253.9219
Colorado,Oklahoma,47.4,CO,400.0,245.5645
Connecticut,Oklahoma,39.5,CT,-1000.0,-1000.0
Delaware,Oklahoma,48.5,DE,-1000.0,-1000.0
Florida,Oklahoma,51.5,FL,714.0,397.8154
Georgia,Oklahoma,48.9,GA,680.0117,335.2354
Hawaii,Oklahoma,10.2,HI,380.0,465.0
Idaho,Oklahoma,60.8,ID,310.1851,155.0
Illinois,Oklahoma,56.1,IL,596.6602,231.2954
Indiana,Oklahoma,63.5,IN,633.4111,228.4214
Iowa,Oklahoma,59.9,IA,545.8457,202.6782
Kansas,Oklahoma,75.8,KS,487.0,259.1592
Kentucky,Oklahoma,62.6,KY,655.1484,264.9658
Louisiana,Oklahoma,62.8,LA,561.4404,369.8135
Maine,Oklahoma,37.6,ME,807.3105,109.855
Maryland,Oklahoma,38.1,MD,-1000.0,-1000.0
Massachusetts,Oklahoma,37.7,MA,-1000.0,-1000.0
Michigan,Oklahoma,61.6,MI,645.6465,181.3647
Minnesota,Oklahoma,55.6,MN,530.8594,141.5874
Mississippi,Oklahoma,54.1,MS,598.6016,342.1514
Missouri,Oklahoma,71.2,MO,557.0,261.123
Montana,Oklahoma,56.3,MT,370.0981,112.7705
Nebraska,Oklahoma,73.1,NE,473.8364,210.0527
Nevada,Oklahoma,50.1,NV,267.8765,219.0957
New Hampshire,Oklahoma,41.3,NH,-1000.0,-1000.0
New Jersey,Oklahoma,41.1,NJ,785.0,210.0
New Mexico,Oklahoma,40.9,NM,385.3774,314.1035
New York,Oklahoma,39.6,NY,753.5781,163.2588
North Carolina,Oklahoma,50.5,NC,728.6084,284.5029
North Dakota,Oklahoma,70.9,ND,467.0742,117.3823
Ohio,Oklahoma,59.3,OH,670.7197,219.4883
Oklahoma,Oklahoma,100.0,OK,500.1963,306.418
Oregon,Oklahoma,50.3,OR,240.2783,139.5654
Pennsylvania,Oklahoma,56.6,PA,730.3535,200.856
Rhode Island,Oklahoma,48.8,RI,-1000.0,-1000.0
South Carolina,Oklahoma,52.7,SC,712.4395,315.6387
South Dakota,Oklahoma,72.8,SD,468.0742,163.5166
Tennessee,Oklahoma,71.2,TN,640.8594,294.8193
Texas,Oklahoma,55.1,TX,480.9902,374.2861
Utah,Oklahoma,65.4,UT,330.1084,234.978
Vermont,Oklahoma,39.5,VT,-1000.0,-1000.0
Virginia,Oklahoma,46.0,VA,731.0264,252.7842
Washington,Oklahoma,46.2,WA,256.9365,88.0762
West Virginia,Oklahoma,53.1,WV,701.0,243.0
Wisconsin,Oklahoma,60.5,WI,585.2529,163.2588
Wyoming,Oklahoma,60.3,WY,385.9287,179.6255
District of Columbia,Oklahoma,24.3,DC,-1000.0,-1000.0
Alabama,Oregon,35.5,AL,637.0,338.6934
Alaska,Oregon,34.6,AK,245.0,400.0
Arizona,Oregon,59.4,AZ,315.0,306.5801
Arkansas,Oregon,41.9,AR,560.0,315.6387
California,Oregon,50.1,CA,223.0,253.9219
Colorado,Oregon,56.5,CO,400.0,245.5645
Connecticut,Oregon,52.5,CT,-1000.0,-1000.0
Delaware,Oregon,47.5,DE,-1000.0,-1000.0
Florida,Oregon,45.0,FL,714.0,397.8154
Georgia,Oregon,31.9,GA,680.0117,335.2354
Hawaii,Oregon,12.8,HI,380.0,465.0
Idaho,Oregon,64.8,ID,310.1851,155.0
Illinois,Oregon,54.1,IL,596.6602,231.2954
Indiana,Oregon,44.5,IN,633.4111,228.4214
Iowa,Oregon,57.7,IA,545.8457,202.6782
Kansas,Oregon,62.9,KS,487.0,259.1592
Kentucky,Oregon,34.5,KY,655.1484,264.9658
Louisiana,Oregon,31.9,LA,561.4404,369.8135
Maine,Oregon,52.4,ME,807.3105,109.855
Maryland,Oregon,31.6,MD,-1000.0,-1000.0
Massachusetts,Oregon,43.5,MA,-1000.0,-1000.0
Michigan,Oregon,56.6,MI,645.6465,181.3647
Minnesota,Oregon,59.4,MN,530.8594,141.5874
Mississippi,Oregon,27.6,MS,598.6016,342.1514
Missouri,Oregon,48.9,MO,557.0,261.123
Montana,Oregon,67.4,MT,370.0981,112.7705
Nebraska,Oregon,61.6,NE,473.8364,210.0527
Nevada,Oregon,62.1,NV,267.8765,219.0957
New Hampshire,Oregon,52.8,NH,-1000.0,-1000.0
New Jersey,Oregon,47.8,NJ,785.0,210.0
New Mexico,Oregon,51.1,NM,385.3774,314.1035
New York,Oregon,40.0,NY,753.5781,163.2588
North Carolina,Oregon,41.7,NC,728.6084,284.5029
North Dakota,Oregon,60.9,ND,467.0742,117.3823
Ohio,Oregon,47.8,OH,670.7197,219.4883
Oklahoma,Oregon,50.3,OK,500.1963,306.418
Oregon,Oregon,100.0,OR,240.2783,139.5654
Pennsylvania,Oregon,57.3,PA,730.3535,200.856
Rhode Island,Oregon,60.9,RI,-1000.0,-1000.0
South Carolina,Oregon,34.8,SC,712.4395,315.6387
South Dakota,Oregon,58.0,SD,468.0742,163.5166
Tennessee,Oregon,42.8,TN,640.8594,294.8193
Texas,Oregon,40.0,TX,480.9902,374.2861
Utah,Oregon,68.6,UT,330.1084,234.978
Vermont,Oregon,47.0,VT,-1000.0,-1000.0
Virginia,Oregon,45.4,VA,731.0264,252.7842
Washington,Oregon,82.8,WA,256.9365,88.0762
West Virginia,Oregon,24.3,WV,701.0,243.0
Wisconsin,Oregon,62.5,WI,585.2529,163.2588
Wyoming,Oregon,58.4,WY,385.9287,179.6255
District of Columbia,Oregon,17.8,DC,-1000.0,-1000.0
Alabama,Pennsylvania,56.1,AL,637.0,338.6934
Alaska,Pennsylvania,37.8,AK,245.0,400.0
Arizona,Pennsylvania,50.4,AZ,315.0,306.5801
Arkansas,Pennsylvania,57.8,AR,560.0,315.6387
California,Pennsylvania,26.0,CA,223.0,253.9219
Colorado,Pennsylvania,46.4,CO,400.0,245.5645
Connecticut,Pennsylvania,66.7,CT,-1000.0,-1000.0
Delaware,Pennsylvania,71.5,DE,-1000.0,-1000.0
Florida,Pennsylvania,68.7,FL,714.0,397.8154
Georgia,Pennsylvania,57.4,GA,680.0117,335.2354
Hawaii,Pennsylvania,9.7,HI,380.0,465.0
Idaho,Pennsylvania,44.3,ID,310.1851,155.0
Illinois,Pennsylvania,64.5,IL,596.6602,231.2954
Indiana,Pennsylvania,70.3,IN,633.4111,228.4214
Iowa,Pennsylvania,68.0,IA,545.8457,202.6782
Kansas,Pennsylvania,61.6,KS,487.0,259.1592
Kentucky,Pennsylvania,58.0,KY,655.1484,264.9658
Louisiana,Pennsylvania,46.5,LA,561.4404,369.8135
Maine,Pennsylvania,68.5,ME,807.3105,109.855
Maryland,Pennsylvania,56.9,MD,-1000.0,-1000.0
Massachusetts,Pennsylvania,59.1,MA,-1000.0,-1000.0
Michigan,Pennsylvania,86.9,MI,645.6465,181.3647
Minnesota,Pennsylvania,66.1,MN,530.8594,141.5874
Mississippi,Pennsylvania,45.1,MS,598.6016,342.1514
Missouri,Pennsylvania,67.6,MO,557.0,261.123
Montana,Pennsylvania,53.3,MT,370.0981,112.7705
Nebraska,Pennsylvania,57.9,NE,473.8364,210.0527
Nevada,Pennsylvania,47.8,NV,267.8765,219.0957
New Hampshire,Pennsylvania,76.5,NH,-1000.0,-1000.0
New Jersey,Pennsylvania,68.1,NJ,785.0,210.0
New Mexico,Pennsylvania,35.8,NM,385.3774,314.1035
New York,Pennsylvania,63.4,NY,753.5781,163.2588
North Carolina,Pennsylvania,74.3,NC,728.6084,284.5029
North Dakota,Pennsylvania,56.5,ND,467.0742,117.3823
Ohio,Pennsylvania,81.4,OH,670.7197,219.4883
Oklahoma,Pennsylvania,56.6,OK,500.1963,306.418
Oregon,Pennsylvania,57.3,OR,240.2783,139.5654
Pennsylvania,Pennsylvania,100.0,PA,730.3535,200.856
Rhode Island,Pennsylvania,73.5,RI,-1000.0,-1000.0
South Carolina,Pennsylvania,63.0,SC,712.4395,315.6387
South Dakota,Pennsylvania,58.4,SD,468.0742,163.5166
Tennessee,Pennsylvania,67.0,TN,640.8594,294.8193
Texas,Pennsylvania,46.1,TX,480.9902,374.2861
Utah,Pennsylvania,47.8,UT,330.1084,234.978
Vermont,Pennsylvania,64.1,VT,-1000.0,-1000.0
Virginia,Pennsylvania,76.0,VA,731.0264,252.7842
Washington,Pennsylvania,48.8,WA,256.9365,88.0762
West Virginia,Pennsylvania,51.3,WV,701.0,243.0
Wisconsin,Pennsylvania,79.3,WI,585.2529,163.2588
Wyoming,Pennsylvania,45.6,WY,385.9287,179.6255
District of Columbia,Pennsylvania,43.3,DC,-1000.0,-1000.0
Alabama,Rhode Island,46.3,AL,637.0,338.6934
Alaska,Rhode Island,31.8,AK,245.0,400.0
Arizona,Rhode Island,45.7,AZ,315.0,306.5801
Arkansas,Rhode Island,43.9,AR,560.0,315.6387
California,Rhode Island,34.2,CA,223.0,253.9219
Colorado,Rhode Island,44.0,CO,400.0,245.5645
Connecticut,Rhode Island,82.1,CT,-1000.0,-1000.0
Delaware,Rhode Island,73.1,DE,-1000.0,-1000.0
Florida,Rhode Island,57.2,FL,714.0,397.8154
Georgia,Rhode Island,43.6,GA,680.0117,335.2354
Hawaii,Rhode Island,13.8,HI,380.0,465.0
Idaho,Rhode Island,39.7,ID,310.1851,155.0
Illinois,Rhode Island,66.2,IL,596.6602,231.2954
Indiana,Rhode Island,53.0,IN,633.4111,228.4214
Iowa,Rhode Island,54.4,IA,545.8457,202.6782
Kansas,Rhode Island,57.7,KS,487.0,259.1592
Kentucky,Rhode Island,44.8,KY,655.1484,264.9658
Louisiana,Rhode Island,36.9,LA,561.4404,369.8135
Maine,Rhode Island,69.3,ME,807.3105,109.855
Maryland,Rhode Island,59.4,MD,-1000.0,-1000.0
Massachusetts,Rhode Island,77.0,MA,-1000.0,-1000.0
Michigan,Rhode Island,63.7,MI,645.6465,181.3647
Minnesota,Rhode Island,58.8,MN,530.8594,141.5874
Mississippi,Rhode Island,34.5,MS,598.6016,342.1514
Missouri,Rhode Island,50.1,MO,557.0,261.123
Montana,Rhode Island,46.2,MT,370.0981,112.7705
Nebraska,Rhode Island,52.8,NE,473.8364,210.0527
Nevada,Rhode Island,39.2,NV,267.8765,219.0957
New Hampshire,Rhode Island,72.5,NH,-1000.0,-1000.0
New Jersey,Rhode Island,74.3,NJ,785.0,210.0
New Mexico,Rhode Island,38.3,NM,385.3774,314.1035
New York,Rhode Island,71.8,NY,753.5781,163.2588
North Carolina,Rhode Island,58.9,NC,728.6084,284.5029
North Dakota,Rhode Island,51.0,ND,467.0742,117.3823
Ohio,Rhode Island,59.4,OH,670.7197,219.4883
Oklahoma,Rhode Island,48.8,OK,500.1963,306.418
Oregon,Rhode Island,60.9,OR,240.2783,139.5654
Pennsylvania,Rhode Island,73.5,PA,730.3535,200.856
Rhode Island,Rhode Island,100.0,RI,-1000.0,-1000.0
South Carolina,Rhode Island,50.8,SC,712.4395,315.6387
South Dakota,Rhode Island,49.3,SD,468.0742,163.5166
Tennessee,Rhode Island,51.1,TN,640.8594,294.8193
Texas,Rhode Island,38.4,TX,480.9902,374.2861
Utah,Rhode Island,51.8,UT,330.1084,234.978
Vermont,Rhode Island,72.8,VT,-1000.0,-1000.0
Virginia,Rhode Island,62.8,VA,731.0264,252.7842
Washington,Rhode Island,58.2,WA,256.9365,88.0762
West Virginia,Rhode Island,40.6,WV,701.0,243.0
Wisconsin,Rhode Island,63.9,WI,585.2529,163.2588
Wyoming,Rhode Island,42.0,WY,385.9287,179.6255
District of Columbia,Rhode Island,40.4,DC,-1000.0,-1000.0
Alabama,South Carolina,77.5,AL,637.0,338.6934
Alaska,South Carolina,50.0,AK,245.0,400.0
Arizona,South Carolina,42.6,AZ,315.0,306.5801
Arkansas,South Carolina,57.0,AR,560.0,315.6387
California,South Carolina,25.7,CA,223.0,253.9219
Colorado,South Carolina,39.4,CO,400.0,245.5645
Connecticut,South Carolina,54.7,CT,-1000.0,-1000.0
Delaware,South Carolina,73.1,DE,-1000.0,-1000.0
Florida,South Carolina,66.9,FL,714.0,397.8154
Georgia,South Carolina,80.2,GA,680.0117,335.2354
Hawaii,South Carolina,9.5,HI,380.0,465.0
Idaho,South Carolina,33.3,ID,310.1851,155.0
Illinois,South Carolina,61.4,IL,596.6602,231.2954
Indiana,South Carolina,65.2,IN,633.4111,228.4214
Iowa,South Carolina,51.0,IA,545.8457,202.6782
Kansas,South Carolina,54.7,KS,487.0,259.1592
Kentucky,South Carolina,56.6,KY,655.1484,264.9658
Louisiana,South Carolina,70.9,LA,561.4404,369.8135
Maine,South Carolina,41.9,ME,807.3105,109.855
Maryland,South Carolina,64.9,MD,-1000.0,-1000.0
Massachusetts,South Carolina,49.7,MA,-1000.0,-1000.0
Michigan,South Carolina,61.4,MI,645.6465,181.3647
Minnesota,South Carolina,50.8,MN,530.8594,141.5874
Mississippi,South Carolina,72.5,MS,598.6016,342.1514
