ev,gop,dem,gopY,demY,gopPerc,demPerc
356,126.06382978723406,103.72340425531914,23.936170212765944,46.27659574468086,0.4,0.3
357,132.4468085106383,106.91489361702128,17.553191489361694,43.08510638297872,0.4,0.3
358,121.27659574468085,103.72340425531914,28.723404255319153,46.27659574468086,0.4,0.3
359,110.1063829787234,116.48936170212767,39.8936170212766,33.51063829787233,0.3,0.4
360,142.02127659574467,70.2127659574468,7.978723404255334,79.7872340425532,0.4,0.2
361,84.57446808510639,79.7872340425532,65.42553191489361,70.2127659574468,0.3,0.3
362,118.08510638297872,111.70212765957447,31.914893617021278,38.29787234042553,0.4,0.4
363,105.31914893617021,95.74468085106383,44.68085106382979,54.25531914893617,0.3,0.3
364,108.51063829787233,105.31914893617021,41.48936170212767,44.68085106382979,0.3,0.3
365,122.87234042553192,84.57446808510639,27.127659574468083,65.42553191489361,0.4,0.3
366,114.8936170212766,78.19148936170212,35.1063829787234,71.80851063829788,0.4,0.2
367,122.87234042553192,86.17021276595744,27.127659574468083,63.829787234042556,0.4,0.3
368,79.7872340425532,102.12765957446808,70.2127659574468,47.87234042553192,0.3,0.3
369,119.68085106382978,113.29787234042554,30.319148936170222,36.70212765957446,0.4,0.4
370,134.04255319148936,78.19148936170212,15.957446808510639,71.80851063829788,0.4,0.2
371,84.57446808510639,63.829787234042556,65.42553191489361,86.17021276595744,0.3,0.2
372,119.68085106382978,89.36170212765957,30.319148936170222,60.63829787234043,0.4,0.3
373,119.68085106382978,76.59574468085106,30.319148936170222,73.40425531914894,0.4,0.2
374,95.74468085106383,89.36170212765957,54.25531914893617,60.63829787234043,0.3,0.3
375,114.8936170212766,124.46808510638297,35.1063829787234,25.531914893617028,0.4,0.4
376,92.5531914893617,71.80851063829786,57.446808510638306,78.19148936170214,0.3,0.2
377,121.27659574468085,110.1063829787234,28.723404255319153,39.8936170212766,0.4,0.3
378,95.74468085106383,127.65957446808511,54.25531914893617,22.34042553191489,0.3,0.4
379,92.5531914893617,98.93617021276596,57.446808510638306,51.06382978723404,0.3,0.3
380,100.53191489361703,89.36170212765957,49.46808510638297,60.63829787234043,0.3,0.3
381,106.91489361702128,110.1063829787234,43.08510638297872,39.8936170212766,0.3,0.3
382,94.14893617021276,52.659574468085104,55.851063829787236,97.34042553191489,0.3,0.2
383,100.53191489361703,79.7872340425532,49.46808510638297,70.2127659574468,0.3,0.3
384,94.14893617021276,100.53191489361703,55.851063829787236,49.46808510638297,0.3,0.3
385,103.72340425531914,98.93617021276596,46.27659574468086,51.06382978723404,0.3,0.3
386,70.2127659574468,95.74468085106383,79.7872340425532,54.25531914893617,0.2,0.3
387,65.42553191489363,110.1063829787234,84.57446808510637,39.8936170212766,0.2,0.3
388,98.93617021276596,106.91489361702128,51.06382978723404,43.08510638297872,0.3,0.3
389,79.7872340425532,103.72340425531914,70.2127659574468,46.27659574468086,0.3,0.3
390,68.61702127659575,97.3404255319149,81.38297872340425,52.6595744680851,0.2,0.3
391,62.234042553191486,79.7872340425532,87.76595744680851,70.2127659574468,0.2,0.3
392,75.0,67.02127659574468,75.0,82.97872340425532,0.2,0.2
393,55.851063829787236,81.38297872340426,94.14893617021276,68.61702127659574,0.2,0.3
394,71.80851063829786,89.36170212765957,78.19148936170214,60.63829787234043,0.2,0.3
395,59.04255319148936,103.72340425531914,90.95744680851064,46.27659574468086,0.2,0.3
396,57.4468085106383,97.3404255319149,92.5531914893617,52.6595744680851,0.2,0.3
397,52.659574468085104,122.87234042553192,97.34042553191489,27.127659574468083,0.2,0.4
398,47.87234042553192,98.93617021276596,102.12765957446808,51.06382978723404,0.2,0.3
399,52.659574468085104,106.91489361702128,97.34042553191489,43.08510638297872,0.2,0.3
400,49.46808510638298,90.95744680851064,100.53191489361703,59.04255319148936,0.2,0.3
401,49.46808510638298,105.31914893617021,100.53191489361703,44.68085106382979,0.2,0.3
402,52.659574468085104,95.74468085106383,97.34042553191489,54.25531914893617,0.2,0.3
403,36.702127659574465,90.95744680851064,113.29787234042553,59.04255319148936,0.1,0.3
404,41.48936170212766,95.74468085106383,108.51063829787233,54.25531914893617,0.1,0.3
405,47.87234042553192,90.95744680851064,102.12765957446808,59.04255319148936,0.2,0.3
406,46.27659574468085,98.93617021276596,103.72340425531915,51.06382978723404,0.1,0.3
407,41.48936170212766,106.91489361702128,108.51063829787233,43.08510638297872,0.1,0.3
408,36.702127659574465,90.95744680851064,113.29787234042553,59.04255319148936,0.1,0.3
409,38.29787234042553,92.5531914893617,111.70212765957447,57.446808510638306,0.1,0.3
410,27.127659574468083,92.5531914893617,122.87234042553192,57.446808510638306,0.1,0.3
411,22.340425531914892,89.36170212765957,127.65957446808511,60.63829787234043,0.1,0.3
412,35.1063829787234,75.0,114.8936170212766,75.0,0.1,0.2
413,12.76595744680851,118.08510638297872,137.2340425531915,31.914893617021278,0.0,0.4
414,27.127659574468083,94.14893617021276,122.87234042553192,55.851063829787236,0.1,0.3
415,27.127659574468083,94.14893617021276,122.87234042553192,55.851063829787236,0.1,0.3
416,33.51063829787234,143.61702127659572,116.48936170212767,6.382978723404278,0.1,0.5
417,15.957446808510639,79.7872340425532,134.04255319148936,70.2127659574468,0.1,0.3
418,27.127659574468083,73.40425531914893,122.87234042553192,76.59574468085107,0.1,0.2
419,23.93617021276596,92.5531914893617,126.06382978723404,57.446808510638306,0.1,0.3
420,11.170212765957446,70.2127659574468,138.82978723404256,79.7872340425532,0.0,0.2
421,14.361702127659575,79.7872340425532,135.63829787234042,70.2127659574468,0.0,0.3
422,11.170212765957446,138.82978723404256,138.82978723404256,11.170212765957444,0.0,0.4
423,25.53191489361702,92.5531914893617,124.46808510638297,57.446808510638306,0.1,0.3
424,9.574468085106382,84.57446808510639,140.4255319148936,65.42553191489361,0.0,0.3
425,11.170212765957446,111.70212765957447,138.82978723404256,38.29787234042553,0.0,0.4
426,11.170212765957446,84.57446808510639,138.82978723404256,65.42553191489361,0.0,0.3
427,14.361702127659575,84.57446808510639,135.63829787234042,65.42553191489361,0.0,0.3
428,11.170212765957446,98.93617021276596,138.82978723404256,51.06382978723404,0.0,0.3
429,12.76595744680851,68.61702127659575,137.2340425531915,81.38297872340425,0.0,0.2
430,6.382978723404255,89.36170212765957,143.61702127659575,60.63829787234043,0.0,0.3
431,14.361702127659575,97.3404255319149,135.63829787234042,52.6595744680851,0.0,0.3
432,9.574468085106382,87.7659574468085,140.4255319148936,62.2340425531915,0.0,0.3
433,7.9787234042553195,84.57446808510639,142.02127659574467,65.42553191489361,0.0,0.3
434,4.787234042553191,113.29787234042554,145.2127659574468,36.70212765957446,0.0,0.4
435,14.361702127659575,71.80851063829786,135.63829787234042,78.19148936170214,0.0,0.2
436,3.1914893617021276,89.36170212765957,146.80851063829786,60.63829787234043,0.0,0.3
437,11.170212765957446,102.12765957446808,138.82978723404256,47.87234042553192,0.0,0.3
438,3.1914893617021276,89.36170212765957,146.80851063829786,60.63829787234043,0.0,0.3
439,6.382978723404255,63.829787234042556,143.61702127659575,86.17021276595744,0.0,0.2
440,3.1914893617021276,79.7872340425532,146.80851063829786,70.2127659574468,0.0,0.3
441,0.0,100.53191489361703,150.0,49.46808510638297,0.0,0.3
442,6.382978723404255,84.57446808510639,143.61702127659575,65.42553191489361,0.0,0.3
443,3.1914893617021276,82.97872340425532,146.80851063829786,67.02127659574468,0.0,0.3
444,12.76595744680851,57.4468085106383,137.2340425531915,92.5531914893617,0.0,0.2
445,4.787234042553191,52.659574468085104,145.2127659574468,97.34042553191489,0.0,0.2
446,3.1914893617021276,68.61702127659575,146.80851063829786,81.38297872340425,0.0,0.2
447,6.382978723404255,54.25531914893617,143.61702127659575,95.74468085106383,0.0,0.2
448,4.787234042553191,35.1063829787234,145.2127659574468,114.8936170212766,0.0,0.1
449,0.0,60.638297872340424,150.0,89.36170212765958,0.0,0.2
450,0.0,73.40425531914893,150.0,76.59574468085107,0.0,0.2
451,4.787234042553191,49.46808510638298,145.2127659574468,100.53191489361703,0.0,0.2
452,1.5957446808510638,54.25531914893617,148.40425531914894,95.74468085106383,0.0,0.2
453,1.5957446808510638,36.702127659574465,148.40425531914894,113.29787234042553,0.0,0.1
454,4.787234042553191,31.914893617021278,145.2127659574468,118.08510638297872,0.0,0.1
455,1.5957446808510638,31.914893617021278,148.40425531914894,118.08510638297872,0.0,0.1
456,0.0,33.51063829787234,150.0,116.48936170212767,0.0,0.1
457,1.5957446808510638,27.127659574468083,148.40425531914894,122.87234042553192,0.0,0.1
458,1.5957446808510638,38.29787234042553,148.40425531914894,111.70212765957447,0.0,0.1
459,0.0,27.127659574468083,150.0,122.87234042553192,0.0,0.1
460,1.5957446808510638,33.51063829787234,148.40425531914894,116.48936170212767,0.0,0.1
461,0.0,28.72340425531915,150.0,121.27659574468085,0.0,0.1
462,0.0,28.72340425531915,150.0,121.27659574468085,0.0,0.1
463,0.0,20.74468085106383,150.0,129.25531914893617,0.0,0.1
464,1.5957446808510638,20.74468085106383,148.40425531914894,129.25531914893617,0.0,0.1
465,0.0,17.5531914893617,150.0,132.4468085106383,0.0,0.1
466,3.1914893617021276,11.170212765957446,146.80851063829786,138.82978723404256,0.0,0.0
467,3.1914893617021276,12.76595744680851,146.80851063829786,137.2340425531915,0.0,0.0
468,1.5957446808510638,11.170212765957446,148.40425531914894,138.82978723404256,0.0,0.0
469,3.1914893617021276,12.76595744680851,146.80851063829786,137.2340425531915,0.0,0.0
470,0.0,9.574468085106382,150.0,140.4255319148936,0.0,0.0
471,0.0,6.382978723404255,150.0,143.61702127659575,0.0,0.0
472,0.0,7.9787234042553195,150.0,142.02127659574467,0.0,0.0
473,0.0,4.787234042553191,150.0,145.2127659574468,0.0,0.0
474,1.5957446808510638,4.787234042553191,148.40425531914894,145.2127659574468,0.0,0.0
475,1.5957446808510638,1.5957446808510638,148.40425531914894,148.40425531914894,0.0,0.0
476,0.0,1.5957446808510638,150.0,148.40425531914894,0.0,0.0
477,4.787234042553191,4.787234042553191,145.2127659574468,145.2127659574468,0.0,0.0
478,0.0,1.5957446808510638,150.0,148.40425531914894,0.0,0.0
479,0.0,1.5957446808510638,150.0,148.40425531914894,0.0,0.0
480,0.0,1.5957446808510638,150.0,148.40425531914894,0.0,0.0
481,0.0,4.787234042553191,150.0,145.2127659574468,0.0,0.0
482,0.0,0.0,150.0,150.0,0.0,0.0
483,0.0,1.5957446808510638,150.0,148.40425531914894,0.0,0.0
484,1.5957446808510638,1.5957446808510638,148.40425531914894,148.40425531914894,0.0,0.0
485,0.0,0.0,150.0,150.0,0.0,0.0
486,0.0,0.0,150.0,150.0,0.0,0.0
487,0.0,0.0,150.0,150.0,0.0,0.0
488,0.0,0.0,150.0,150.0,0.0,0.0
489,0.0,0.0,150.0,150.0,0.0,0.0
490,0.0,0.0,150.0,150.0,0.0,0.0
491,0.0,0.0,150.0,150.0,0.0,0.0
492,0.0,0.0,150.0,150.0,0.0,0.0
493,0.0,0.0,150.0,150.0,0.0,0.0
494,0.0,0.0,150.0,150.0,0.0,0.0
495,0.0,0.0,150.0,150.0,0.0,0.0
496,0.0,0.0,150.0,150.0,0.0,0.0
497,0.0,0.0,150.0,150.0,0.0,0.0
498,0.0,0.0,150.0,150.0,0.0,0.0
499,0.0,0.0,150.0,150.0,0.0,0.0
500,0.0,0.0,150.0,150.0,0.0,0.0
501,0.0,0.0,150.0,150.0,0.0,0.0
502,0.0,0.0,150.0,150.0,0.0,0.0
503,1.5957446808510638,0.0,148.40425531914894,150.0,0.0,0.0
504,0.0,0.0,150.0,150.0,0.0,0.0
505,0.0,0.0,150.0,150.0,0.0,0.0
506,0.0,0.0,150.0,150.0,0.0,0.0
507,0.0,0.0,150.0,150.0,0.0,0.0
508,0.0,0.0,150.0,150.0,0.0,0.0
509,0.0,0.0,150.0,150.0,0.0,0.0
510,0.0,0.0,150.0,150.0,0.0,0.0
511,0.0,0.0,150.0,150.0,0.0,0.0
512,0.0,0.0,150.0,150.0,0.0,0.0
513,0.0,0.0,150.0,150.0,0.0,0.0
514,0.0,0.0,150.0,150.0,0.0,0.0
515,0.0,0.0,150.0,150.0,0.0,0.0
516,0.0,0.0,150.0,150.0,0.0,0.0
517,0.0,0.0,150.0,150.0,0.0,0.0
518,0.0,0.0,150.0,150.0,0.0,0.0
519,0.0,0.0,150.0,150.0,0.0,0.0
520,0.0,0.0,150.0,150.0,0.0,0.0
521,0.0,0.0,150.0,150.0,0.0,0.0
522,0.0,0.0,150.0,150.0,0.0,0.0
523,0.0,0.0,150.0,150.0,0.0,0.0
524,0.0,0.0,150.0,150.0,0.0,0.0
525,0.0,0.0,150.0,150.0,0.0,0.0
526,0.0,0.0,150.0,150.0,0.0,0.0
527,0.0,0.0,150.0,150.0,0.0,0.0
528,0.0,0.0,150.0,150.0,0.0,0.0
529,0.0,0.0,150.0,150.0,0.0,0.0
530,0.0,0.0,150.0,150.0,0.0,0.0
531,0.0,0.0,150.0,150.0,0.0,0.0
532,0.0,0.0,150.0,150.0,0.0,0.0
533,0.0,0.0,150.0,150.0,0.0,0.0
534,0.0,0.0,150.0,150.0,0.0,0.0
535,0.0,0.0,150.0,150.0,0.0,0.0
536,0.0,0.0,150.0,150.0,0.0,0.0
537,0.0,0.0,150.0,150.0,0.0,0.0
538,0.0,0.0,150.0,150.0,0.0,0.0
