date,state,index,dataPoint,candidate,percentage
2019.11.13,Virginia,win,1,Trump,24.4
2019.11.13,Virginia,win,1,Democrats,75.6
2019.11.13,Virginia,win,1,3rd Party,0.0
2019.11.13,Vermont,vote,1,Trump,29.2
2019.11.13,Vermont,vote,1,Democrats,63.7
2019.11.13,Vermont,vote,1,3rd Party,7.1
2019.11.13,Vermont,win,1,Trump,0.1
2019.11.13,Vermont,win,1,Democrats,99.9
2019.11.13,Vermont,win,1,3rd Party,0.0
2019.11.13,Utah,vote,1,Trump,60.3
2019.11.13,Utah,vote,1,Democrats,31.6
2019.11.13,Utah,vote,1,3rd Party,8.0
2019.11.13,Utah,win,1,Trump,99.6
2019.11.13,Utah,win,1,Democrats,0.4
2019.11.13,Utah,win,1,3rd Party,0.0
2019.11.13,US,win,1,Trump,43.0
2019.11.13,US,win,1,Democrats,57.0
2019.11.13,US,win,1,3rd Party,0.0
2019.11.13,US,win,2,Trump,45.8
2019.11.13,US,win,2,Democrats,50.1
2019.11.13,US,win,2,3rd Party,4.0
2019.11.13,US,win,3,Trump,238.2
2019.11.13,US,win,3,Democrats,299.8
2019.11.13,US,win,3,3rd Party,0.0
2019.11.13,Texas,vote,1,Trump,52.7
2019.11.13,Texas,vote,1,Democrats,44.4
2019.11.13,Texas,vote,1,3rd Party,2.7
2019.11.13,Texas,win,1,Trump,75.7
2019.11.13,Texas,win,1,Democrats,24.3
2019.11.13,Texas,win,1,3rd Party,0.0
2019.11.13,Tennessee,vote,1,Trump,61.2
2019.11.13,Tennessee,vote,1,Democrats,36.1
2019.11.13,Tennessee,vote,1,3rd Party,2.6
2019.11.13,Tennessee,win,1,Trump,98.1
2019.11.13,Tennessee,win,1,Democrats,1.9
2019.11.13,Tennessee,win,1,3rd Party,0.0
2019.11.13,South Dakota,vote,1,Trump,61.8
2019.11.13,South Dakota,vote,1,Democrats,34.0
2019.11.13,South Dakota,vote,1,3rd Party,4.1
2019.11.13,South Dakota,win,1,Trump,99.5
2019.11.13,South Dakota,win,1,Democrats,0.5
2019.11.13,South Dakota,win,1,3rd Party,0.0
2019.11.13,South Carolina,vote,1,Trump,55.4
2019.11.13,South Carolina,vote,1,Democrats,41.5
2019.11.13,South Carolina,vote,1,3rd Party,3.0
2019.11.13,South Carolina,win,1,Trump,85.4
2019.11.13,South Carolina,win,1,Democrats,14.6
2019.11.13,South Carolina,win,1,3rd Party,0.0
2019.11.13,Rhode Island,vote,1,Trump,36.3
2019.11.13,Rhode Island,vote,1,Democrats,58.7
2019.11.13,Rhode Island,vote,1,3rd Party,4.9
2019.11.13,Rhode Island,win,1,Trump,4.0
2019.11.13,Rhode Island,win,1,Democrats,96.0
2019.11.13,Rhode Island,win,1,3rd Party,0.0
2019.11.13,Pennsylvania,vote,1,Trump,46.7
2019.11.13,Pennsylvania,vote,1,Democrats,49.9
2019.11.13,Pennsylvania,vote,1,3rd Party,3.3
2019.11.13,Pennsylvania,win,1,Trump,39.3
2019.11.13,Pennsylvania,win,1,Democrats,60.7
2019.11.13,Pennsylvania,win,1,3rd Party,0.0
2019.11.13,Oregon,vote,1,Trump,38.5
2019.11.13,Oregon,vote,1,Democrats,54.9
2019.11.13,Oregon,vote,1,3rd Party,6.6
2019.11.13,Oregon,win,1,Trump,12.0
2019.11.13,Oregon,win,1,Democrats,88.0
2019.11.13,Oregon,win,1,3rd Party,0.0
2019.11.13,Oklahoma,vote,1,Trump,66.2
2019.11.13,Oklahoma,vote,1,Democrats,31.6
2019.11.13,Oklahoma,vote,1,3rd Party,2.2
2019.11.13,Oklahoma,win,1,Trump,99.9
2019.11.13,Oklahoma,win,1,Democrats,0.1
2019.11.13,Oklahoma,win,1,3rd Party,0.0
2019.11.13,Ohio,vote,1,Trump,50.8
2019.11.13,Ohio,vote,1,Democrats,45.1
2019.11.13,Ohio,vote,1,3rd Party,4.0
2019.11.13,Ohio,win,1,Trump,67.3
2019.11.13,Ohio,win,1,Democrats,32.7
2019.11.13,Ohio,win,1,3rd Party,0.0
2019.11.13,North Dakota,vote,1,Trump,62.9
2019.11.13,North Dakota,vote,1,Democrats,31.1
2019.11.13,North Dakota,vote,1,3rd Party,5.9
2019.11.13,North Dakota,win,1,Trump,99.9
2019.11.13,North Dakota,win,1,Democrats,0.1
2019.11.13,North Dakota,win,1,3rd Party,0.0
2019.11.13,North Carolina,vote,1,Trump,49.2
2019.11.13,North Carolina,vote,1,Democrats,48.7
2019.11.13,North Carolina,vote,1,3rd Party,2.0
2019.11.13,North Carolina,win,1,Trump,52.1
2019.11.13,North Carolina,win,1,Democrats,47.9
2019.11.13,North Carolina,win,1,3rd Party,0.0
2019.11.13,New York,vote,1,Trump,34.7
2019.11.13,New York,vote,1,Democrats,60.2
2019.11.13,New York,vote,1,3rd Party,5.0
2019.11.13,New York,win,1,Trump,1.2
2019.11.13,New York,win,1,Democrats,98.8
2019.11.13,New York,win,1,3rd Party,0.0
2019.11.13,New Mexico,vote,1,Trump,40.3
2019.11.13,New Mexico,vote,1,Democrats,54.4
2019.11.13,New Mexico,vote,1,3rd Party,5.1
2019.11.13,New Mexico,win,1,Trump,15.6
2019.11.13,New Mexico,win,1,Democrats,84.4
2019.11.13,New Mexico,win,1,3rd Party,0.0
2019.11.13,New Jersey,vote,1,Trump,38.9
2019.11.13,New Jersey,vote,1,Democrats,57.6
2019.11.13,New Jersey,vote,1,3rd Party,3.4
2019.11.13,New Jersey,win,1,Trump,9.0
2019.11.13,New Jersey,win,1,Democrats,91.0
2019.11.13,New Jersey,win,1,3rd Party,0.0
2019.11.13,New Hampshire,vote,1,Trump,44.8
2019.11.13,New Hampshire,vote,1,Democrats,50.8
2019.11.13,New Hampshire,vote,1,3rd Party,4.2
2019.11.13,New Hampshire,win,1,Trump,32.0
2019.11.13,New Hampshire,win,1,Democrats,68.0
2019.11.13,New Hampshire,win,1,3rd Party,0.0
2019.11.13,Nevada,vote,1,Trump,45.0
2019.11.13,Nevada,vote,1,Democrats,49.6
2019.11.13,Nevada,vote,1,3rd Party,5.3
2019.11.13,Nevada,win,1,Trump,35.9
2019.11.13,Nevada,win,1,Democrats,64.1
2019.11.13,Nevada,win,1,3rd Party,0.0
2019.11.13,Nebraska-3,vote,1,Trump,75.2
2019.11.13,Nebraska-3,vote,1,Democrats,20.4
2019.11.13,Nebraska-3,vote,1,3rd Party,4.4
2019.11.13,Nebraska-3,win,1,Trump,100.0
2019.11.13,Nebraska-3,win,1,Democrats,0.0
2019.11.13,Nebraska-3,win,1,3rd Party,0.0
2019.11.13,Nebraska-2,vote,1,Trump,49.3
2019.11.13,Nebraska-2,vote,1,Democrats,46.3
2019.11.13,Nebraska-2,vote,1,3rd Party,4.3
2019.11.13,Nebraska-2,win,1,Trump,57.3
2019.11.13,Nebraska-2,win,1,Democrats,42.7
2019.11.13,Nebraska-2,win,1,3rd Party,0.0
2019.11.13,Nebraska-1,vote,1,Trump,58.9
2019.11.13,Nebraska-1,vote,1,Democrats,36.1
2019.11.13,Nebraska-1,vote,1,3rd Party,4.8
2019.11.13,Nebraska-1,win,1,Trump,94.9
2019.11.13,Nebraska-1,win,1,Democrats,5.1
2019.11.13,Nebraska-1,win,1,3rd Party,0.0
2019.11.13,Nebraska,vote,1,Trump,60.4
2019.11.13,Nebraska,vote,1,Democrats,34.9
2019.11.13,Nebraska,vote,1,3rd Party,4.6
2019.11.13,Nebraska,win,1,Trump,98.1
2019.11.13,Nebraska,win,1,Democrats,1.9
2019.11.13,Nebraska,win,1,3rd Party,0.0
2019.11.13,Montana,vote,1,Trump,54.6
2019.11.13,Montana,vote,1,Democrats,38.5
2019.11.13,Montana,vote,1,3rd Party,6.9
2019.11.13,Montana,win,1,Trump,88.0
2019.11.13,Montana,win,1,Democrats,12.0
2019.11.13,Montana,win,1,3rd Party,0.0
2019.11.13,Missouri,vote,1,Trump,56.7
2019.11.13,Missouri,vote,1,Democrats,40.2
2019.11.13,Missouri,vote,1,3rd Party,2.9
2019.11.13,Missouri,win,1,Trump,89.0
2019.11.13,Missouri,win,1,Democrats,11.0
2019.11.13,Missouri,win,1,3rd Party,0.0
2019.11.13,Mississippi,vote,1,Trump,57.5
2019.11.13,Mississippi,vote,1,Democrats,39.8
2019.11.13,Mississippi,vote,1,3rd Party,2.6
2019.11.13,Mississippi,win,1,Trump,89.8
2019.11.13,Mississippi,win,1,Democrats,10.2
2019.11.13,Mississippi,win,1,3rd Party,0.0
2019.11.13,Minnesota,vote,1,Trump,43.5
2019.11.13,Minnesota,vote,1,Democrats,51.0
2019.11.13,Minnesota,vote,1,3rd Party,5.5
2019.11.13,Minnesota,win,1,Trump,29.0
2019.11.13,Minnesota,win,1,Democrats,71.0
2019.11.13,Minnesota,win,1,3rd Party,0.0
2019.11.13,Michigan,vote,1,Trump,45.8
2019.11.13,Michigan,vote,1,Democrats,50.7
2019.11.13,Michigan,vote,1,3rd Party,3.4
2019.11.13,Michigan,win,1,Trump,32.5
2019.11.13,Michigan,win,1,Democrats,67.5
2019.11.13,Michigan,win,1,3rd Party,0.0
2019.11.13,Massachusetts,vote,1,Trump,31.9
2019.11.13,Massachusetts,vote,1,Democrats,61.9
2019.11.13,Massachusetts,vote,1,3rd Party,6.1
2019.11.13,Massachusetts,win,1,Trump,0.2
2019.11.13,Massachusetts,win,1,Democrats,99.8
2019.11.13,Massachusetts,win,1,3rd Party,0.0
2019.11.13,Maryland,vote,1,Trump,34.3
2019.11.13,Maryland,vote,1,Democrats,62.2
2019.11.13,Maryland,vote,1,3rd Party,3.5
2019.11.13,Maryland,win,1,Trump,0.4
2019.11.13,Maryland,win,1,Democrats,99.6
2019.11.13,Maryland,win,1,3rd Party,0.0
2019.11.13,Maine-2,vote,1,Trump,48.9
2019.11.13,Maine-2,vote,1,Democrats,45.3
2019.11.13,Maine-2,vote,1,3rd Party,5.7
2019.11.13,Maine-2,win,1,Trump,58.9
2019.11.13,Maine-2,win,1,Democrats,41.1
2019.11.13,Maine-2,win,1,3rd Party,0.0
2019.11.13,Maine-1,vote,1,Trump,37.2
2019.11.13,Maine-1,vote,1,Democrats,57.9
2019.11.13,Maine-1,vote,1,3rd Party,4.9
2019.11.13,Maine-1,win,1,Trump,7.7
2019.11.13,Maine-1,win,1,Democrats,92.3
2019.11.13,Maine-1,win,1,3rd Party,0.0
2019.11.13,Maine,vote,1,Trump,42.6
2019.11.13,Maine,vote,1,Democrats,51.1
2019.11.13,Maine,vote,1,3rd Party,6.2
2019.11.13,Maine,win,1,Trump,26.8
2019.11.13,Maine,win,1,Democrats,73.2
2019.11.13,Maine,win,1,3rd Party,0.0
2019.11.13,Louisiana,vote,1,Trump,59.1
2019.11.13,Louisiana,vote,1,Democrats,37.1
2019.11.13,Louisiana,vote,1,3rd Party,3.7
2019.11.13,Louisiana,win,1,Trump,95.4
2019.11.13,Louisiana,win,1,Democrats,4.6
2019.11.13,Louisiana,win,1,3rd Party,0.0
2019.11.13,Kentucky,vote,1,Trump,62.4
2019.11.13,Kentucky,vote,1,Democrats,34.4
2019.11.13,Kentucky,vote,1,3rd Party,3.1
2019.11.13,Kentucky,win,1,Trump,99.3
2019.11.13,Kentucky,win,1,Democrats,0.7
2019.11.13,Kentucky,win,1,3rd Party,0.0
2019.11.13,Kansas,vote,1,Trump,56.7
2019.11.13,Kansas,vote,1,Democrats,38.1
2019.11.13,Kansas,vote,1,3rd Party,5.2
2019.11.13,Kansas,win,1,Trump,92.0
2019.11.13,Kansas,win,1,Democrats,8.0
2019.11.13,Kansas,win,1,3rd Party,0.0
2019.11.13,Iowa,vote,1,Trump,49.0
2019.11.13,Iowa,vote,1,Democrats,46.5
2019.11.13,Iowa,vote,1,3rd Party,4.4
2019.11.13,Iowa,win,1,Trump,58.5
2019.11.13,Iowa,win,1,Democrats,41.5
2019.11.13,Iowa,win,1,3rd Party,0.0
2019.11.13,Indiana,vote,1,Trump,56.7
2019.11.13,Indiana,vote,1,Democrats,39.9
2019.11.13,Indiana,vote,1,3rd Party,3.3
2019.11.13,Indiana,win,1,Trump,89.4
2019.11.13,Indiana,win,1,Democrats,10.6
2019.11.13,Indiana,win,1,3rd Party,0.0
2019.11.13,Illinois,vote,1,Trump,38.5
2019.11.13,Illinois,vote,1,Democrats,58.1
2019.11.13,Illinois,vote,1,3rd Party,3.3
2019.11.13,Illinois,win,1,Trump,6.2
2019.11.13,Illinois,win,1,Democrats,93.8
2019.11.13,Illinois,win,1,3rd Party,0.0
2019.11.13,Idaho,vote,1,Trump,63.3
2019.11.13,Idaho,vote,1,Democrats,30.3
2019.11.13,Idaho,vote,1,3rd Party,6.4
2019.11.13,Idaho,win,1,Trump,99.8
2019.11.13,Idaho,win,1,Democrats,0.2
2019.11.13,Idaho,win,1,3rd Party,0.0
2019.11.13,Hawaii,vote,1,Trump,27.1
2019.11.13,Hawaii,vote,1,Democrats,67.8
2019.11.13,Hawaii,vote,1,3rd Party,5.0
2019.11.13,Hawaii,win,1,Trump,0.0
2019.11.13,Hawaii,win,1,Democrats,100.0
2019.11.13,Hawaii,win,1,3rd Party,0.0
2019.11.13,Georgia,vote,1,Trump,51.5
2019.11.13,Georgia,vote,1,Democrats,46.2
2019.11.13,Georgia,vote,1,3rd Party,2.1
2019.11.13,Georgia,win,1,Trump,64.9
2019.11.13,Georgia,win,1,Democrats,35.1
2019.11.13,Georgia,win,1,3rd Party,0.0
2019.11.13,Florida,vote,1,Trump,48.5
2019.11.13,Florida,vote,1,Democrats,49.0
2019.11.13,Florida,vote,1,3rd Party,2.5
2019.11.13,Florida,win,1,Trump,48.3
2019.11.13,Florida,win,1,Democrats,51.7
2019.11.13,Florida,win,1,3rd Party,0.0
2019.11.13,District of Columbia,vote,1,Trump,10.5
2019.11.13,District of Columbia,vote,1,Democrats,84.7
2019.11.13,District of Columbia,vote,1,3rd Party,4.7
2019.11.13,District of Columbia,win,1,Trump,0.0
2019.11.13,District of Columbia,win,1,Democrats,100.0
2019.11.13,District of Columbia,win,1,3rd Party,0.0
2019.11.13,Delaware,vote,1,Trump,38.9
2019.11.13,Delaware,vote,1,Democrats,57.7
2019.11.13,Delaware,vote,1,3rd Party,3.2
2019.11.13,Delaware,win,1,Trump,7.7
2019.11.13,Delaware,win,1,Democrats,92.3
2019.11.13,Delaware,win,1,3rd Party,0.0
2019.11.13,Connecticut,vote,1,Trump,38.4
2019.11.13,Connecticut,vote,1,Democrats,57.2
2019.11.13,Connecticut,vote,1,3rd Party,4.3
2019.11.13,Connecticut,win,1,Trump,8.5
2019.11.13,Connecticut,win,1,Democrats,91.5
2019.11.13,Connecticut,win,1,3rd Party,0.0
2019.11.13,Colorado,vote,1,Trump,42.2
2019.11.13,Colorado,vote,1,Democrats,52.0
2019.11.13,Colorado,vote,1,3rd Party,5.8
2019.11.13,Colorado,win,1,Trump,24.0
2019.11.13,Colorado,win,1,Democrats,76.0
2019.11.13,Colorado,win,1,3rd Party,0.0
2019.11.13,California,vote,1,Trump,32.7
2019.11.13,California,vote,1,Democrats,62.0
2019.11.13,California,vote,1,3rd Party,5.2
2019.11.13,California,win,1,Trump,0.0
2019.11.13,California,win,1,Democrats,100.0
2019.11.13,California,win,1,3rd Party,0.0
2019.11.13,Arkansas,vote,1,Trump,62.2
2019.11.13,Arkansas,vote,1,Democrats,33.3
2019.11.13,Arkansas,vote,1,3rd Party,4.3
2019.11.13,Arkansas,win,1,Trump,99.4
2019.11.13,Arkansas,win,1,Democrats,0.6
2019.11.13,Arkansas,win,1,3rd Party,0.0
2019.11.13,Arizona,vote,1,Trump,48.3
2019.11.13,Arizona,vote,1,Democrats,47.1
2019.11.13,Arizona,vote,1,3rd Party,4.5
2019.11.13,Arizona,win,1,Trump,54.0
2019.11.13,Arizona,win,1,Democrats,46.0
2019.11.13,Arizona,win,1,3rd Party,0.0
2019.11.13,Alaska,vote,1,Trump,51.3
2019.11.13,Alaska,vote,1,Democrats,37.4
2019.11.13,Alaska,vote,1,3rd Party,11.2
2019.11.13,Alaska,win,1,Trump,85.0
2019.11.13,Alaska,win,1,Democrats,15.0
2019.11.13,Alaska,win,1,3rd Party,0.0
2019.11.13,Alabama,vote,1,Trump,62.1
2019.11.13,Alabama,vote,1,Democrats,34.9
2019.11.13,Alabama,vote,1,3rd Party,2.9
2019.11.13,Alabama,win,1,Trump,99.2
2019.11.13,Alabama,win,1,Democrats,0.8
2019.11.13,Alabama,win,1,3rd Party,0.0
2019.11.14,Wyoming,vote,1,Trump,69.0
2019.11.14,Wyoming,vote,1,Democrats,24.6
2019.11.14,Wyoming,vote,1,3rd Party,6.3
2019.11.14,Wyoming,win,1,Trump,100.0
2019.11.14,Wyoming,win,1,Democrats,0.0
2019.11.14,Wyoming,win,1,3rd Party,0.0
2019.11.14,Wisconsin,vote,1,Trump,46.6
2019.11.14,Wisconsin,vote,1,Democrats,49.1
2019.11.14,Wisconsin,vote,1,3rd Party,4.1
2019.11.14,Wisconsin,win,1,Trump,40.8
2019.11.14,Wisconsin,win,1,Democrats,59.2
2019.11.14,Wisconsin,win,1,3rd Party,0.0
2019.11.14,West Virginia,vote,1,Trump,65.5
2019.11.14,West Virginia,vote,1,Democrats,31.4
2019.11.14,West Virginia,vote,1,3rd Party,3.1
2019.11.14,West Virginia,win,1,Trump,99.9
2019.11.14,West Virginia,win,1,Democrats,0.1
2019.11.14,West Virginia,win,1,3rd Party,0.0
2019.11.14,Washington,vote,1,Trump,37.4
2019.11.14,Washington,vote,1,Democrats,56.5
2019.11.14,Washington,vote,1,3rd Party,6.0
2019.11.14,Washington,win,1,Trump,7.5
2019.11.14,Washington,win,1,Democrats,92.5
2019.11.14,Washington,win,1,3rd Party,0.0
2019.11.14,Virginia,vote,1,Trump,43.6
2019.11.14,Virginia,vote,1,Democrats,52.9
2019.11.14,Virginia,vote,1,3rd Party,3.4
2019.11.14,Virginia,win,1,Trump,24.4
2019.11.14,Virginia,win,1,Democrats,75.6
2019.11.14,Virginia,win,1,3rd Party,0.0
2019.11.14,Vermont,vote,1,Trump,29.2
2019.11.14,Vermont,vote,1,Democrats,63.7
2019.11.14,Vermont,vote,1,3rd Party,7.1
2019.11.14,Vermont,win,1,Trump,0.1
2019.11.14,Vermont,win,1,Democrats,99.9
2019.11.14,Vermont,win,1,3rd Party,0.0
2019.11.14,Utah,vote,1,Trump,60.3
2019.11.14,Utah,vote,1,Democrats,31.6
2019.11.14,Utah,vote,1,3rd Party,8.0
2019.11.14,Utah,win,1,Trump,99.6
2019.11.14,Utah,win,1,Democrats,0.4
2019.11.14,Utah,win,1,3rd Party,0.0
2019.11.14,US,win,1,Trump,43.3
2019.11.14,US,win,1,Democrats,56.7
2019.11.14,US,win,1,3rd Party,0.0
2019.11.14,US,win,2,Trump,45.8
2019.11.14,US,win,2,Democrats,50.1
2019.11.14,US,win,2,3rd Party,4.0
2019.11.14,US,win,3,Trump,238.1
2019.11.14,US,win,3,Democrats,299.9
2019.11.14,US,win,3,3rd Party,0.0
2019.11.14,Texas,vote,1,Trump,52.7
2019.11.14,Texas,vote,1,Democrats,44.4
2019.11.14,Texas,vote,1,3rd Party,2.7
2019.11.14,Texas,win,1,Trump,75.6
2019.11.14,Texas,win,1,Democrats,24.4
2019.11.14,Texas,win,1,3rd Party,0.0
2019.11.14,Tennessee,vote,1,Trump,61.2
2019.11.14,Tennessee,vote,1,Democrats,36.1
2019.11.14,Tennessee,vote,1,3rd Party,2.6
2019.11.14,Tennessee,win,1,Trump,98.1
2019.11.14,Tennessee,win,1,Democrats,1.9
2019.11.14,Tennessee,win,1,3rd Party,0.0
2019.11.14,South Dakota,vote,1,Trump,61.8
2019.11.14,South Dakota,vote,1,Democrats,34.0
2019.11.14,South Dakota,vote,1,3rd Party,4.1
2019.11.14,South Dakota,win,1,Trump,99.5
2019.11.14,South Dakota,win,1,Democrats,0.5
2019.11.14,South Dakota,win,1,3rd Party,0.0
2019.11.14,South Carolina,vote,1,Trump,55.4
2019.11.14,South Carolina,vote,1,Democrats,41.5
2019.11.14,South Carolina,vote,1,3rd Party,3.0
2019.11.14,South Carolina,win,1,Trump,85.4
2019.11.14,South Carolina,win,1,Democrats,14.6
2019.11.14,South Carolina,win,1,3rd Party,0.0
2019.11.14,Rhode Island,vote,1,Trump,36.3
2019.11.14,Rhode Island,vote,1,Democrats,58.7
2019.11.14,Rhode Island,vote,1,3rd Party,4.9
2019.11.14,Rhode Island,win,1,Trump,4.0
2019.11.14,Rhode Island,win,1,Democrats,96.0
2019.11.14,Rhode Island,win,1,3rd Party,0.0
2019.11.14,Pennsylvania,vote,1,Trump,46.7
2019.11.14,Pennsylvania,vote,1,Democrats,49.9
2019.11.14,Pennsylvania,vote,1,3rd Party,3.3
2019.11.14,Pennsylvania,win,1,Trump,39.3
2019.11.14,Pennsylvania,win,1,Democrats,60.7
2019.11.14,Pennsylvania,win,1,3rd Party,0.0
2019.11.14,Oregon,vote,1,Trump,38.5
2019.11.14,Oregon,vote,1,Democrats,54.9
2019.11.14,Oregon,vote,1,3rd Party,6.6
2019.11.14,Oregon,win,1,Trump,12.0
2019.11.14,Oregon,win,1,Democrats,88.0
2019.11.14,Oregon,win,1,3rd Party,0.0
2019.11.14,Oklahoma,vote,1,Trump,66.2
2019.11.14,Oklahoma,vote,1,Democrats,31.6
2019.11.14,Oklahoma,vote,1,3rd Party,2.2
2019.11.14,Oklahoma,win,1,Trump,99.9
2019.11.14,Oklahoma,win,1,Democrats,0.1
2019.11.14,Oklahoma,win,1,3rd Party,0.0
2019.11.14,Ohio,vote,1,Trump,50.8
2019.11.14,Ohio,vote,1,Democrats,45.1
2019.11.14,Ohio,vote,1,3rd Party,4.0
2019.11.14,Ohio,win,1,Trump,67.3
2019.11.14,Ohio,win,1,Democrats,32.7
2019.11.14,Ohio,win,1,3rd Party,0.0
2019.11.14,North Dakota,vote,1,Trump,62.9
2019.11.14,North Dakota,vote,1,Democrats,31.1
2019.11.14,North Dakota,vote,1,3rd Party,5.9
2019.11.14,North Dakota,win,1,Trump,99.9
2019.11.14,North Dakota,win,1,Democrats,0.1
2019.11.14,North Dakota,win,1,3rd Party,0.0
2019.11.14,North Carolina,vote,1,Trump,49.2
2019.11.14,North Carolina,vote,1,Democrats,48.7
2019.11.14,North Carolina,vote,1,3rd Party,2.0
2019.11.14,North Carolina,win,1,Trump,52.0
2019.11.14,North Carolina,win,1,Democrats,48.0
2019.11.14,North Carolina,win,1,3rd Party,0.0
2019.11.14,New York,vote,1,Trump,34.7
2019.11.14,New York,vote,1,Democrats,60.2
2019.11.14,New York,vote,1,3rd Party,5.0
2019.11.14,New York,win,1,Trump,1.2
2019.11.14,New York,win,1,Democrats,98.8
2019.11.14,New York,win,1,3rd Party,0.0
2019.11.14,New Mexico,vote,1,Trump,40.3
2019.11.14,New Mexico,vote,1,Democrats,54.4
2019.11.14,New Mexico,vote,1,3rd Party,5.1
2019.11.14,New Mexico,win,1,Trump,15.6
2019.11.14,New Mexico,win,1,Democrats,84.4
2019.11.14,New Mexico,win,1,3rd Party,0.0
2019.11.14,New Jersey,vote,1,Trump,38.9
2019.11.14,New Jersey,vote,1,Democrats,57.6
2019.11.14,New Jersey,vote,1,3rd Party,3.4
2019.11.14,New Jersey,win,1,Trump,9.0
2019.11.14,New Jersey,win,1,Democrats,91.0
2019.11.14,New Jersey,win,1,3rd Party,0.0
2019.11.14,New Hampshire,vote,1,Trump,44.8
2019.11.14,New Hampshire,vote,1,Democrats,50.8
2019.11.14,New Hampshire,vote,1,3rd Party,4.2
2019.11.14,New Hampshire,win,1,Trump,32.0
2019.11.14,New Hampshire,win,1,Democrats,68.0
2019.11.14,New Hampshire,win,1,3rd Party,0.0
2019.11.14,Nevada,vote,1,Trump,45.0
2019.11.14,Nevada,vote,1,Democrats,49.6
2019.11.14,Nevada,vote,1,3rd Party,5.3
2019.11.14,Nevada,win,1,Trump,35.9
2019.11.14,Nevada,win,1,Democrats,64.1
2019.11.14,Nevada,win,1,3rd Party,0.0
2019.11.14,Nebraska-3,vote,1,Trump,75.2
2019.11.14,Nebraska-3,vote,1,Democrats,20.4
2019.11.14,Nebraska-3,vote,1,3rd Party,4.4
2019.11.14,Nebraska-3,win,1,Trump,100.0
2019.11.14,Nebraska-3,win,1,Democrats,0.0
2019.11.14,Nebraska-3,win,1,3rd Party,0.0
2019.11.14,Nebraska-2,vote,1,Trump,49.3
2019.11.14,Nebraska-2,vote,1,Democrats,46.3
2019.11.14,Nebraska-2,vote,1,3rd Party,4.3
2019.11.14,Nebraska-2,win,1,Trump,57.3
2019.11.14,Nebraska-2,win,1,Democrats,42.7
2019.11.14,Nebraska-2,win,1,3rd Party,0.0
2019.11.14,Nebraska-1,vote,1,Trump,58.9
2019.11.14,Nebraska-1,vote,1,Democrats,36.1
2019.11.14,Nebraska-1,vote,1,3rd Party,4.8
2019.11.14,Nebraska-1,win,1,Trump,94.9
2019.11.14,Nebraska-1,win,1,Democrats,5.1
2019.11.14,Nebraska-1,win,1,3rd Party,0.0
2019.11.14,Nebraska,vote,1,Trump,60.4
2019.11.14,Nebraska,vote,1,Democrats,34.9
2019.11.14,Nebraska,vote,1,3rd Party,4.6
2019.11.14,Nebraska,win,1,Trump,98.1
2019.11.14,Nebraska,win,1,Democrats,1.9
2019.11.14,Nebraska,win,1,3rd Party,0.0
2019.11.14,Montana,vote,1,Trump,54.6
2019.11.14,Montana,vote,1,Democrats,38.5
2019.11.14,Montana,vote,1,3rd Party,6.9
2019.11.14,Montana,win,1,Trump,88.0
2019.11.14,Montana,win,1,Democrats,12.0
2019.11.14,Montana,win,1,3rd Party,0.0
2019.11.14,Missouri,vote,1,Trump,56.7
2019.11.14,Missouri,vote,1,Democrats,40.2
2019.11.14,Missouri,vote,1,3rd Party,2.9
2019.11.14,Missouri,win,1,Trump,89.0
2019.11.14,Missouri,win,1,Democrats,11.0
2019.11.14,Missouri,win,1,3rd Party,0.0
2019.11.14,Mississippi,vote,1,Trump,57.5
2019.11.14,Mississippi,vote,1,Democrats,39.8
2019.11.14,Mississippi,vote,1,3rd Party,2.6
2019.11.14,Mississippi,win,1,Trump,89.8
2019.11.14,Mississippi,win,1,Democrats,10.2
2019.11.14,Mississippi,win,1,3rd Party,0.0
2019.11.14,Minnesota,vote,1,Trump,43.5
2019.11.14,Minnesota,vote,1,Democrats,51.0
2019.11.14,Minnesota,vote,1,3rd Party,5.5
2019.11.14,Minnesota,win,1,Trump,29.0
2019.11.14,Minnesota,win,1,Democrats,71.0
2019.11.14,Minnesota,win,1,3rd Party,0.0
2019.11.14,Michigan,vote,1,Trump,45.8
2019.11.14,Michigan,vote,1,Democrats,50.7
2019.11.14,Michigan,vote,1,3rd Party,3.4
2019.11.14,Michigan,win,1,Trump,32.5
2019.11.14,Michigan,win,1,Democrats,67.5
2019.11.14,Michigan,win,1,3rd Party,0.0
2019.11.14,Massachusetts,vote,1,Trump,31.9
2019.11.14,Massachusetts,vote,1,Democrats,61.9
2019.11.14,Massachusetts,vote,1,3rd Party,6.1
2019.11.14,Massachusetts,win,1,Trump,0.2
2019.11.14,Massachusetts,win,1,Democrats,99.8
2019.11.14,Massachusetts,win,1,3rd Party,0.0
2019.11.14,Maryland,vote,1,Trump,34.2
2019.11.14,Maryland,vote,1,Democrats,62.2
2019.11.14,Maryland,vote,1,3rd Party,3.5
2019.11.14,Maryland,win,1,Trump,0.4
2019.11.14,Maryland,win,1,Democrats,99.6
2019.11.14,Maryland,win,1,3rd Party,0.0
2019.11.14,Maine-2,vote,1,Trump,48.9
2019.11.14,Maine-2,vote,1,Democrats,45.3
2019.11.14,Maine-2,vote,1,3rd Party,5.7
2019.11.14,Maine-2,win,1,Trump,58.9
2019.11.14,Maine-2,win,1,Democrats,41.1
2019.11.14,Maine-2,win,1,3rd Party,0.0
