DATE,RPI,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.6499300292475749,ag2
2019-01-01,16790.073,2019-02-01,16699.762000000002,16629.0345,16570.206333333335,16518.109583333335,16457.598066666666,16384.35322222222,16314.719619047617,16250.665333333332,16478.056082242063,0.980233866765266,16564.283,16501.04,16384.746,16294.367,16080.016,15926.788,15822.075,15695.627,0.00817898366020442,0.007756753513717962,0.01131908504003265,0.013731284150733547,0.02348144844300326,0.028729284412037037,0.031136536708846085,0.035362609810575485,0.019961998217393806,0.6676707840380625,2019-02-01,0.6960856097405355,,
2018-12-01,16728.36,2019-01-01,16624.498666666666,16580.862333333334,16525.170000000002,16476.800750000002,16410.260933333335,16336.392944444446,16268.624476190478,16205.06341666667,16428.459190079368,0.9797829834096895,16548.593,16450.592,16375.125,16212.512,16012.947,15878.935,15829.723,15619.931,0.004586835066078709,0.007918884216041144,0.009162983488675724,0.01630152995414913,0.024812043238095605,0.02880910743979026,0.02772641543951715,0.0374606274935958,0.01959730329199294,0.6515291015736512,2019-01-01,0.6813703635587456,,
2018-11-01,16580.853,2018-12-01,16564.576333333334,16534.56766666667,16485.92166666667,16433.813416666668,16362.566733333333,16289.202666666666,16225.83223809524,16158.878875,16381.919949553572,0.9793937703659154,16562.045,16406.018,16325.587,16139.777,15961.424,15885.031,15755.058,15594.511,0.00015283941888433183,0.00783551905567026,0.009821065954116692,0.018218121394531606,0.025132014119375157,0.025443555424390807,0.029880831799872665,0.03619016171779932,0.019084263610580104,0.629879903745948,2018-12-01,0.6616538916204905,,
2018-10-01,16564.283,2018-11-01,16558.307,16505.4285,16457.55877777778,16397.057083333333,16321.271466666665,16250.54588888889,16186.508666666668,16117.781291666666,16349.307334375,0.979400024317413,16501.04,16384.746,16294.367,16080.016,15926.788,15822.075,15695.627,15562.413,0.0034705085255233303,0.007365539874710558,0.010015226598110827,0.01971646566355001,0.02476855136557754,0.02708057501237282,0.031275059394993754,0.03568651543090806,0.019922305233218363,0.655772823631562,2018-11-01,0.6851934782393666,,
2018-09-01,16548.593,2018-10-01,16537.226,16475.505666666668,16427.568111111108,16356.701499999997,16278.771799999999,16209.312111111112,16145.144095238096,16076.036708333333,16313.283249057538,0.9792941332020008,16450.592,16375.125,16212.512,16012.947,15878.935,15829.723,15619.931,15537.413,0.005266315035957314,0.006130070253916653,0.013264823557947558,0.021467285191164143,0.025180328529589513,0.023979516957505442,0.03362454643609469,0.034666241306280154,0.020447390908556934,0.6703519888181544,2018-10-01,0.698437638307595,,
2018-08-01,16562.045,2018-09-01,16504.558999999997,16446.59433333333,16390.225777777774,16312.064333333334,16234.127933333333,16169.374888888888,16100.922095238093,16033.904208333332,16273.97157127976,0.9790749319437272,16406.018,16325.587,16139.777,15961.424,15885.031,15755.058,15594.511,15491.877,0.006006393507552943,0.007412127559843995,0.015517486875919806,0.02196798564672764,0.02197647164385974,0.02629738899652967,0.032473675849027384,0.0349878331937008,0.020829920409145247,0.67987505440753,2018-09-01,0.707075043274457,,
2018-07-01,16501.04,2018-08-01,16452.55,16407.184666666664,16343.307111111111,16262.012583333335,16188.993666666667,16124.54227777778,16054.849047619049,15989.313875,16227.844153521826,0.9786264197061602,16384.746,16294.367,16080.016,15926.788,15822.075,15695.627,15562.413,15476.982,0.004138239311125114,0.006923721962728946,0.01637380902550789,0.021047846140309856,0.023190300050193624,0.027327055986854143,0.031642653849313085,0.0331028281224337,0.020468306806058295,0.6646156237333902,2018-08-01,0.6931620597309147,,
2018-06-01,16450.592,2018-07-01,16413.785333333333,16372.739166666666,16296.526666666665,16214.158249999999,16143.729333333331,16079.797111111107,16010.15252380952,15946.644791666664,16184.691647073412,0.978242005050545,16375.125,16212.512,16012.947,15878.935,15829.723,15619.931,15537.413,15430.431,0.002360918364490816,0.009882932803174871,0.01770939894240975,0.02111119228084246,0.019836502087454688,0.029440982236804247,0.030425883884886096,0.033454269143011084,0.02052775996788425,0.663785995266944,2018-07-01,0.6923729052472715,,
2018-05-01,16406.018,2018-06-01,16388.629666666664,16333.059166666666,16247.899444444445,16166.520166666667,16102.338066666667,16033.649277777777,15966.667809523808,15904.138083333331,16142.86271021825,0.9778732518859062,16325.587,16139.777,15961.424,15885.031,15755.058,15594.511,15491.877,15419.398,0.0038615865185529508,0.0119755165555675,0.017947987876548055,0.017720403987040667,0.02204244926719201,0.028159797878739345,0.030647726516535467,0.03143703037779644,0.020474062372246554,0.6593478886266225,2018-06-01,0.688304739832012,,
2018-04-01,16384.746,2018-05-01,16361.819333333333,16288.685666666666,16198.500111111112,16123.104583333334,16058.940733333333,15988.565555555555,15923.137285714285,15863.028916666664,16100.722773214286,0.9774691736709274,16294.367,16080.016,15926.788,15822.075,15695.627,15562.413,15476.982,15427.722,0.004139610537392091,0.012976956407671825,0.017060069557723212,0.01902592316957996,0.023147449498725603,0.02738344982590779,0.02882702103771173,0.028215890632892204,0.020097046333450552,0.6441512462626585,2018-05-01,0.6744528760270466,,
2018-03-01,16375.125,2018-04-01,16331.693,16237.897333333334,16147.61588888889,16076.215333333334,16012.999466666666,15942.880388888889,15879.91042857143,15823.152916666666,16056.545594543652,0.9769703537333826,16212.512,16012.947,15878.935,15829.723,15619.931,15537.413,15430.431,15441.368,0.0073511742042193795,0.014048028344397556,0.016920586228792445,0.015571487469069112,0.025164545647907488,0.026096196895125878,0.029129415022265404,0.024724811730843177,0.019875780692827555,0.6345553577418963,2018-04-01,0.6656839937411223,,
2018-02-01,16325.587,2018-03-01,16277.488666666666,16177.534333333335,16092.483666666667,16030.765166666666,15962.6532,15896.340833333334,15834.925,15784.246375,16007.054655208334,0.9762579863169405,16139.777,15961.424,15885.031,15755.058,15594.511,15491.877,15419.398,15426.24,0.008532439244152368,0.013539539663461886,0.013059632472021354,0.01749959706061799,0.023607165367352634,0.02610812320116751,0.026948328332921934,0.023207623827971036,0.01906280614620834,0.604800329480577,2018-03-01,0.638569207374792,,
2018-01-01,16294.367,2018-02-01,16215.552000000001,16116.8405,16043.533,15983.221083333332,15913.9148,15850.02361111111,15791.773142857142,15746.773583333334,15957.703965079365,0.9755051964226407,16080.016,15926.788,15822.075,15695.627,15562.413,15476.982,15427.722,15419.226,0.00842884733448046,0.01193288314002805,0.013996773495258852,0.01832319813240546,0.022586587311363537,0.024102994441106862,0.023597206564724305,0.02124280319474736,0.01802641170176436,0.5666728736465315,2018-02-01,0.6038394484443597,,
