DATE,T10Y2YM,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.26797085473731763,ag2
2009-08-01,2.47,2009-09-01,2.5166666666666666,2.3000000000000003,2.1111111111111116,2.0941666666666667,1.9580000000000004,1.9066666666666672,1.8252380952380955,1.675416666666667,2.0484082341269843,0.9262123483266537,2.36,1.89,2.32,1.47,1.43,1.77,0.81,0.36,0.06638418079096042,0.2169312169312172,-0.09003831417624497,0.42460317460317465,0.3692307692307695,0.07721280602636571,1.253380364491476,3.653935185185186,0.7464549228853631,0.6851356240728492,2009-09-01,0.8458534402420522,,
2009-07-01,2.54,2009-08-01,2.48,2.2033333333333336,2.0944444444444446,2.0108333333333333,1.8886666666666665,1.8677777777777775,1.7461904761904758,1.5874999999999997,1.9848432539682541,0.9161129733856954,2.0,1.71,2.2,1.44,1.63,1.26,0.56,0.18,0.24,0.2884990253411308,-0.04797979797979801,0.396412037037037,0.15869120654396718,0.4823633156966489,2.1181972789115635,7.819444444444443,1.431953438749374,0.7594735413896603,2009-08-01,0.8638998293870171,,
2009-06-01,2.54,2009-07-01,2.3000000000000003,2.065,2.0566666666666666,1.9191666666666665,1.8279999999999998,1.7966666666666664,1.6519047619047618,1.4891666666666665,1.8883214285714283,0.8973549891559408,1.89,1.6,1.61,1.33,1.89,0.98,0.51,0.12,0.2169312169312172,0.2906249999999999,0.27743271221532084,0.4429824561403506,-0.032804232804232836,0.833333333333333,2.2390289449112974,11.409722222222221,1.9596564566186885,0.8104579545919248,2009-07-01,0.8683893109679355,,
2009-05-01,2.36,2009-06-01,2.083333333333333,1.908333333333333,1.9533333333333331,1.8183333333333334,1.7846666666666666,1.71,1.555238095238095,1.388333333333333,1.7751964285714286,0.870875846759769,1.89,2.32,1.47,1.43,1.77,0.81,0.36,-0.02,0.10229276895943551,-0.17744252873563227,0.32879818594104293,0.2715617715617715,0.008286252354049006,1.1111111111111107,3.3201058201058196,-70.41666666666664,-8.18149416067113,0.008558494218990657,2009-06-01,0.5834367292461763,,
2009-04-01,2.0,2009-05-01,1.9266666666666665,1.9016666666666666,1.8544444444444441,1.7408333333333335,1.7453333333333334,1.623888888888889,1.46,1.2891666666666668,1.6927499999999998,0.849110025320215,1.71,2.2,1.44,1.63,1.26,0.56,0.18,0.02,0.12670565302144254,-0.13560606060606073,0.28780864197530853,0.06799591002045013,0.3851851851851853,1.899801587301587,7.111111111111111,63.45833333333334,9.150166920167795,0.9993839552886066,2009-05-01,0.8992013353096788,,
2009-03-01,1.89,2009-04-01,1.83,1.9349999999999998,1.7922222222222222,1.71,1.6960000000000002,1.5438888888888889,1.3733333333333333,1.2066666666666668,1.635888888888889,0.8331841984707407,1.6,1.61,1.33,1.89,0.98,0.51,0.12,-0.01,0.14375000000000004,0.20186335403726696,0.34753550543024225,-0.09523809523809523,0.7306122448979593,2.0272331154684093,10.444444444444445,-121.66666666666667,-13.483308262203305,1.1393960603339109e-05,2009-04-01,0.5554599303006948,,
2009-02-01,1.89,2009-03-01,1.7333333333333332,1.888333333333333,1.7299999999999998,1.71,1.6353333333333333,1.4672222222222222,1.289047619047619,1.1275,1.57259623015873,0.8137097562630098,2.32,1.47,1.43,1.77,0.81,0.36,-0.02,-0.13,-0.25287356321839083,0.28458049886621284,0.20979020979020957,-0.03389830508474578,1.018930041152263,3.075617283950617,-65.45238095238095,-9.673076923076922,-8.852913963750213,0.0024026596695689356,2009-03-01,0.5432740573985295,,
2009-01-01,1.71,2009-02-01,1.8766666666666667,1.8183333333333334,1.6788888888888889,1.7,1.5633333333333332,1.3822222222222222,1.198095238095238,1.0433333333333332,1.5326091269841269,0.8011828812665891,2.2,1.44,1.63,1.26,0.56,0.18,0.02,-0.12,-0.14696969696969697,0.2627314814814816,0.02999318336741652,0.3492063492063491,1.791666666666666,6.679012345679013,58.904761904761905,-9.694444444444445,7.271994723718587,0.9976194199437088,2009-02-01,0.8666617274922958,,
2008-12-01,1.6,2009-01-01,2.04,1.7733333333333334,1.6700000000000002,1.6625000000000003,1.4866666666666668,1.2972222222222223,1.1176190476190477,0.9670833333333334,1.5018030753968254,0.7913809679446121,1.61,1.33,1.89,0.98,0.51,0.12,-0.01,-0.11,0.26708074534161486,0.33333333333333326,-0.11640211640211628,0.6964285714285718,1.9150326797385624,9.810185185185187,-112.76190476190477,-9.791666666666668,-13.705989128743287,1.5136031895965626e-06,2009-01-01,0.5275878164974713,,
2008-11-01,2.32,2008-12-01,2.0433333333333334,1.7283333333333333,1.7022222222222223,1.6108333333333336,1.4140000000000001,1.215,1.0409523809523809,0.8958333333333334,1.4563134920634921,0.7753412578827027,1.47,1.43,1.77,0.81,0.36,-0.02,-0.13,-0.14,0.3900226757369616,0.2086247086247086,-0.0382925298179535,0.9886831275720167,2.9277777777777785,-61.75,-9.007326007326006,-7.398809523809524,-9.20991497140525,0.0006258038797049485,2008-12-01,0.5171027732150367,,
2008-10-01,2.2,2008-11-01,1.76,1.58,1.641111111111111,1.485,1.2833333333333334,1.085,0.9242857142857143,0.7933333333333333,1.3190079365079364,0.7191692302695585,1.44,1.63,1.26,0.56,0.18,0.02,-0.12,-0.07,0.22222222222222232,-0.030674846625766805,0.3024691358024689,1.6517857142857144,6.129629629629631,53.25,-8.702380952380953,-12.333333333333332,5.061214696199999,0.9863629566566996,2008-11-01,0.8082338057319388,,
2008-09-01,1.61,2008-10-01,1.5066666666666666,1.485,1.5366666666666666,1.3483333333333334,1.1486666666666667,0.963888888888889,0.8138095238095238,0.69875,1.1877227182539682,0.6592543258230381,1.33,1.89,0.98,0.51,0.12,-0.01,-0.11,-0.05,0.1328320802005012,-0.2142857142857142,0.5680272108843538,1.6437908496732025,8.572222222222223,-97.3888888888889,-8.398268398268398,-14.975,-13.757446329807841,1.507455176462474e-07,2008-10-01,0.43950293413053126,,
2008-08-01,1.47,2008-09-01,1.4133333333333333,1.5316666666666665,1.4666666666666666,1.2566666666666666,1.0493333333333332,0.8738888888888888,0.7319047619047618,0.6295833333333333,1.1191304563492062,0.6261294134292116,1.43,1.77,0.81,0.36,-0.02,-0.13,-0.14,-0.02,-0.011655011655011593,-0.13465160075329574,0.810699588477366,2.4907407407407405,-53.46666666666666,-7.722222222222221,-6.227891156462584,-32.479166666666664,-12.092601624401041,9.077498615074754e-07,2008-09-01,0.41741991153609487,,
2008-07-01,1.44,2008-08-01,1.4000000000000001,1.5816666666666668,1.3933333333333335,1.1641666666666668,0.95,0.7849999999999999,0.6552380952380952,0.5675,1.0621130952380953,0.5976682802680804,1.63,1.26,0.56,0.18,0.02,-0.12,-0.07,-0.03,-0.14110429447852746,0.25529100529100535,1.4880952380952381,5.4675925925925934,46.5,-7.541666666666666,-10.360544217687073,-19.916666666666668,1.9688746238099886,0.865016171766575,2008-08-01,0.6867842441009119,,
2008-06-01,1.33,2008-07-01,1.4633333333333332,1.5516666666666665,1.2955555555555556,1.0591666666666666,0.8553333333333332,0.6983333333333333,0.5833333333333333,0.50625,1.0016215277777778,0.566676282604691,1.89,0.98,0.51,0.12,-0.01,-0.11,-0.05,-0.01,-0.22574955908289251,0.5833333333333333,1.5403050108932463,7.826388888888889,-86.53333333333332,-7.348484848484848,-12.666666666666664,-51.625,-18.556150896806532,1.4730701534087213e-15,2008-07-01,0.3777841884031279,,
2008-05-01,1.43,2008-06-01,1.6499999999999997,1.4933333333333332,1.2044444444444444,0.9583333333333331,0.7659999999999999,0.6183333333333333,0.5176190476190475,0.45041666666666663,0.9573100198412696,0.543550040641229,1.77,0.81,0.36,-0.02,-0.13,-0.14,-0.02,0.14,-0.06779661016949168,0.8436213991769543,2.345679012345679,-48.91666666666666,-6.892307692307692,-5.416666666666666,-26.880952380952376,2.217261904761904,-10.345978462559794,2.0683743723494956e-07,2008-06-01,0.36236676270663176,,
2008-04-01,1.63,2008-05-01,1.763333333333333,1.39,1.0855555555555556,0.8374999999999999,0.6619999999999998,0.5311111111111111,0.4485714285714285,0.39666666666666667,0.889342261904762,0.5077983644883457,1.26,0.56,0.18,0.02,-0.12,-0.07,-0.03,0.1,0.3994708994708991,1.4821428571428568,5.030864197530865,40.87499999999999,-6.516666666666666,-8.587301587301585,-15.95238095238095,2.9666666666666663,2.4622244268077593,0.9425072770564201,2008-05-01,0.6527013353443705,,
2008-03-01,1.89,2008-04-01,1.64,1.211666666666667,0.9244444444444445,0.7033333333333333,0.5453333333333333,0.4366666666666667,0.36952380952380953,0.3329166666666667,0.7704856150793652,0.44531850223838887,0.98,0.51,0.12,-0.01,-0.11,-0.05,-0.01,-0.01,0.6734693877551019,1.3758169934640527,6.703703703703704,-71.33333333333333,-5.957575757575758,-9.733333333333334,-37.95238095238095,-34.29166666666667,-18.814412494795896,4.784434667191871e-24,2008-04-01,0.29687900149225926,,
2008-02-01,1.77,2008-03-01,1.3366666666666667,0.9816666666666668,0.7277777777777779,0.545,0.41200000000000003,0.32888888888888895,0.2790476190476191,0.25375000000000003,0.6080997023809523,0.3622810798256248,0.81,0.36,-0.02,-0.13,-0.14,-0.02,0.14,-0.1,0.6502057613168724,1.7268518518518525,-37.38888888888889,-5.1923076923076925,-3.9428571428571426,-17.444444444444446,0.9931972789115648,-3.5375,-8.016967909552235,1.2294446093664346e-08,2008-03-01,0.24152072398189858,,
2008-01-01,1.26,2008-02-01,1.0166666666666668,0.7466666666666667,0.528888888888889,0.3866666666666667,0.2846666666666667,0.22944444444444448,0.20142857142857146,0.17583333333333337,0.44628273809523816,0.28519749252067705,0.56,0.18,0.02,-0.12,-0.07,-0.03,0.1,0.02,0.8154761904761907,3.148148148148149,25.444444444444446,-4.222222222222223,-5.066666666666666,-8.648148148148149,1.0142857142857142,7.791666666666668,2.5346230158730165,0.9874907448479884,2008-02-01,0.5192952432964475,,
2007-12-01,0.98,2008-01-01,0.7833333333333333,0.5666666666666668,0.3911111111111112,0.2716666666666667,0.19600000000000006,0.15777777777777785,0.14619047619047626,0.12416666666666674,0.32961408730158737,0.23440568492567432,0.51,0.12,-0.01,-0.11,-0.05,-0.01,-0.01,0.07,0.5359477124183005,3.722222222222223,-40.11111111111112,-3.46969696969697,-4.920000000000002,-16.777777777777786,-15.619047619047626,0.7738095238095248,-9.483206752397932,2.3070027632650536e-13,2008-01-01,0.1562704566171931,,
2007-11-01,0.81,2007-12-01,0.6266666666666667,0.4233333333333334,0.2811111111111112,0.1808333333333334,0.12733333333333338,0.1027777777777778,0.09904761904761909,0.08625000000000003,0.24091914682539686,0.1988892971742652,0.36,-0.02,-0.13,-0.14,-0.02,0.14,-0.1,0.12,0.7407407407407409,-22.166666666666668,-3.162393162393163,-2.291666666666667,-7.366666666666669,-0.2658730158730158,-1.990476190476191,-0.28124999999999967,-4.598031453500204,5.464029166881225e-05,2007-12-01,0.13261107821339974,,
2007-10-01,0.56,2007-11-01,0.47666666666666674,0.285,0.17666666666666664,0.10166666666666664,0.07199999999999998,0.06555555555555553,0.0557142857142857,0.057499999999999996,0.16134623015873018,0.16960530152256284,0.18,0.02,-0.12,-0.07,-0.03,0.1,0.02,0.19,1.6481481481481488,13.249999999999998,-2.4722222222222223,-2.4523809523809517,-3.3999999999999995,-0.34444444444444466,1.7857142857142851,-0.6973684210526316,0.9146807992202726,0.8660468578091713,2007-11-01,0.40175248695143234,,
2007-09-01,0.51,2007-10-01,0.35000000000000003,0.19499999999999998,0.1011111111111111,0.04916666666666666,0.03266666666666665,0.03999999999999999,0.02999999999999999,0.04208333333333333,0.10500347222222223,0.15004073954676614,0.12,-0.01,-0.11,-0.05,-0.01,-0.01,0.07,0.25,1.916666666666667,-20.499999999999996,-1.9191919191919191,-1.983333333333333,-4.266666666666665,-4.999999999999998,-0.5714285714285716,-0.8316666666666667,-4.14445256132756,0.00015782698206798012,2007-10-01,0.10007976869186674,,
2007-08-01,0.36,2007-09-01,0.22,0.10833333333333334,0.03222222222222223,0.002500000000000001,-0.001999999999999999,0.011111111111111112,0.009047619047619047,0.03125,0.051558035714285716,0.13267952486653126,-0.02,-0.13,-0.14,-0.02,0.14,-0.1,0.12,0.22,-12.0,-1.8333333333333335,-1.2301587301587302,-1.125,-1.0142857142857142,-1.1111111111111112,-0.9246031746031746,-0.8579545454545454,-2.512055826118326,0.015453375641942397,2007-09-01,0.0936041417916683,,
2007-07-01,0.18,2007-08-01,0.09333333333333332,0.02666666666666666,-0.023333333333333334,-0.02916666666666667,-0.016666666666666666,-0.014444444444444446,-0.0023809523809523816,0.025416666666666667,0.007428075396825395,0.11900613097882735,0.02,-0.12,-0.07,-0.03,0.1,0.02,0.19,0.31,3.666666666666666,-1.222222222222222,-0.6666666666666667,-0.027777777777777568,-1.1666666666666667,-1.7222222222222223,-1.012531328320802,-0.918010752688172,-0.38367887123723293,0.4491170955995516,2007-08-01,0.22904311918573542,,
2007-06-01,0.12,2007-07-01,0.04,-0.023333333333333334,-0.051111111111111114,-0.04666666666666667,-0.022000000000000006,-0.023333333333333334,-0.0019047619047619065,0.030833333333333334,-0.012189484126984127,0.11229443878925922,-0.01,-0.11,-0.05,-0.01,-0.01,0.07,0.25,0.36,-5.0,-0.7878787878787878,0.022222222222222143,3.666666666666667,1.2000000000000006,-1.3333333333333333,-1.0076190476190476,-0.9143518518518519,-0.5192867664742664,0.3971138920103991,2007-07-01,0.2072342565296392,,
2007-05-01,-0.02,2007-06-01,-0.0033333333333333335,-0.06166666666666667,-0.07,-0.057500000000000016,-0.03066666666666668,-0.02611111111111112,0.004285714285714279,0.040833333333333326,-0.025519841269841276,0.10729898601648968,-0.13,-0.14,-0.02,0.14,-0.1,0.12,0.22,0.5,-0.9743589743589743,-0.5595238095238095,2.5000000000000004,-1.4107142857142858,-0.6933333333333332,-1.2175925925925926,-0.9805194805194806,-0.9183333333333333,-0.5317969761719761,0.3916901856262817,2007-06-01,0.20209605255308705,,
2007-04-01,0.02,2007-05-01,-0.04,-0.08166666666666667,-0.07,-0.04416666666666668,-0.03600000000000001,-0.01833333333333334,0.01571428571428571,0.0625,-0.026494047619047625,0.10537571671905285,-0.12,-0.07,-0.03,0.1,0.02,0.19,0.31,0.69,-0.6666666666666666,0.16666666666666652,1.3333333333333335,-1.4416666666666669,-2.8000000000000007,-1.0964912280701755,-0.9493087557603687,-0.9094202898550725,-0.7954442008773688,0.29721925794090137,2007-05-01,0.16932356379300237,,
2007-03-01,-0.01,2007-04-01,-0.08666666666666667,-0.09666666666666668,-0.07555555555555557,-0.03750000000000001,-0.03600000000000001,-0.008888888888888898,0.029523809523809518,0.09041666666666666,-0.02766716269841272,0.1034105800183166,-0.11,-0.05,-0.01,-0.01,0.07,0.25,0.36,0.77,-0.21212121212121204,0.9333333333333336,6.555555555555557,2.7500000000000013,-1.5142857142857142,-1.0355555555555556,-0.917989417989418,-0.8825757575757576,0.7095451539201543,0.8221309358520831,2007-04-01,0.34298403196290544,,
2007-02-01,-0.13,2007-03-01,-0.12,-0.10333333333333335,-0.07555555555555557,-0.03750000000000001,-0.030666666666666675,0.005555555555555548,0.04714285714285714,0.12291666666666666,-0.023930059523809527,0.10261608160795697,-0.14,-0.02,0.14,-0.1,0.12,0.22,0.5,0.79,-0.14285714285714302,4.166666666666667,-1.5396825396825398,-0.6249999999999999,-1.2555555555555555,-0.9747474747474748,-0.9057142857142857,-0.8444092827004219,-0.26516245182384424,0.49268286446380577,2007-03-01,0.23263834255990656,,
2007-01-01,-0.12,2007-02-01,-0.12333333333333334,-0.085,-0.04555555555555556,-0.035,-0.014000000000000002,0.024999999999999998,0.07714285714285715,0.16125,-0.004937003968253962,0.10553103401232751,-0.07,-0.03,0.1,0.02,0.19,0.31,0.69,1.0,0.7619047619047619,1.8333333333333335,-1.4555555555555555,-2.75,-1.0736842105263158,-0.9193548387096774,-0.8881987577639752,-0.83875,-0.6662881584146786,0.341390175556536,2007-02-01,0.184150747860397,,
2006-12-01,-0.11,2007-01-01,-0.10666666666666667,-0.07,-0.021111111111111115,-0.023333333333333334,0.006666666666666665,0.048888888888888885,0.1157142857142857,0.20791666666666667,0.01975942460317459,0.10999601935626614,-0.05,-0.01,-0.01,0.07,0.25,0.36,0.77,1.22,1.1333333333333333,6.000000000000001,1.1111111111111116,-1.3333333333333333,-0.9733333333333334,-0.8641975308641976,-0.849721706864564,-0.8295765027322404,0.4242852546645973,0.7416042464216369,2007-01-01,0.3205320950447231,,
2006-11-01,-0.14,2006-12-01,-0.08666666666666667,-0.053333333333333344,-0.010000000000000004,-0.008333333333333338,0.030666666666666665,0.07500000000000001,0.15761904761904763,0.2633333333333333,0.046035714285714284,0.11508269969954245,-0.02,0.14,-0.1,0.12,0.22,0.5,0.79,1.34,3.333333333333333,-1.380952380952381,-0.8999999999999999,-1.0694444444444444,-0.8606060606060606,-0.85,-0.8004822182037372,-0.8034825870646767,-0.4164542947422458,0.4337362861334407,2006-12-01,0.2213005618441752,,
2006-10-01,-0.07,2006-11-01,-0.04666666666666667,-0.006666666666666668,-0.005555555555555557,0.01333333333333333,0.05466666666666666,0.11055555555555555,0.20190476190476192,0.325,0.08082142857142857,0.12278656708566978,-0.03,0.1,0.02,0.19,0.31,0.69,1.0,1.52,0.5555555555555556,-1.0666666666666667,-1.277777777777778,-0.9298245614035088,-0.8236559139784947,-0.8397745571658615,-0.7980952380952381,-0.7861842105263158,-0.7458029212572884,0.3123967980198987,2006-11-01,0.18598997739707943,,
2006-09-01,-0.05,2006-10-01,-0.03333333333333333,0.021666666666666667,0.004444444444444445,0.035,0.08,0.1527777777777778,0.2528571428571429,0.39125000000000004,0.1130828373015873,0.13028456911922706,-0.01,-0.01,0.07,0.25,0.36,0.77,1.22,1.6,2.333333333333333,-3.1666666666666665,-0.9365079365079365,-0.86,-0.7777777777777778,-0.8015873015873016,-0.7927400468384075,-0.75546875,-0.7196768932555946,0.3199860032336108,2006-10-01,0.19351838049068829,,
2006-08-01,-0.02,2006-09-01,-0.02,0.028333333333333335,0.01777777777777778,0.06,0.10733333333333332,0.19833333333333333,0.3133333333333333,0.45999999999999996,0.14563888888888887,0.13834782085686068,0.14,-0.1,0.12,0.22,0.5,0.79,1.34,1.77,-1.1428571428571428,-1.2833333333333332,-0.8518518518518519,-0.7272727272727273,-0.7853333333333333,-0.748945147679325,-0.7661691542288558,-0.7401129943502824,-0.8807344606133565,0.26493059239136185,2006-09-01,0.18054207803502775,,
2006-07-01,-0.03,2006-08-01,0.03333333333333333,0.015,0.03333333333333333,0.08,0.142,0.24333333333333332,0.3780952380952381,0.5345833333333333,0.18245982142857142,0.1482236805760221,0.1,0.02,0.19,0.31,0.69,1.0,1.52,1.86,-0.6666666666666667,-0.25,-0.8245614035087719,-0.7419354838709677,-0.7942028985507247,-0.7566666666666667,-0.7512531328320802,-0.712589605734767,-0.6872344822288305,0.3284240982738157,2006-08-01,0.2082904864752866,,
2006-06-01,-0.01,2006-07-01,0.07666666666666667,0.02333333333333333,0.05777777777777778,0.10833333333333334,0.19,0.3005555555555556,0.4519047619047619,0.6133333333333333,0.22773809523809524,0.16150325481241168,-0.01,0.07,0.25,0.36,0.77,1.22,1.6,1.97,-8.666666666666668,-0.6666666666666667,-0.7688888888888888,-0.6990740740740741,-0.7532467532467533,-0.7536429872495446,-0.7175595238095238,-0.6886632825719121,-1.7143011053967538,0.07386319832094107,2006-07-01,0.13228990264858814,,
2006-05-01,0.14,2006-06-01,0.07666666666666667,0.03666666666666667,0.08666666666666667,0.13916666666666666,0.242,0.3688888888888889,0.5285714285714286,0.6958333333333333,0.2718075396825397,0.17524392847790302,-0.1,0.12,0.22,0.5,0.79,1.34,1.77,2.19,-1.7666666666666666,-0.6944444444444444,-0.606060606060606,-0.7216666666666667,-0.6936708860759494,-0.724709784411277,-0.7013720742534302,-0.6822678843226788,-0.8238573766127149,0.27704158045455296,2006-06-01,0.20917647913678636,,
2006-04-01,0.1,2006-05-01,-0.003333333333333332,0.03333333333333333,0.09555555555555556,0.16916666666666666,0.28533333333333327,0.4355555555555555,0.6061904761904762,0.78125,0.3003814484126984,0.18405273464908334,0.02,0.19,0.31,0.69,1.0,1.52,1.86,2.28,-1.1666666666666665,-0.8245614035087719,-0.6917562724014337,-0.7548309178743962,-0.7146666666666668,-0.7134502923976609,-0.6740911418330773,-0.6573464912280702,-0.7746712315720929,0.2918885424751808,2006-05-01,0.21999800392444915,,
2006-03-01,-0.01,2006-04-01,-0.03,0.04833333333333334,0.11888888888888889,0.21833333333333335,0.3453333333333333,0.5144444444444445,0.69,0.8720833333333333,0.3471770833333333,0.20016784722745956,0.07,0.25,0.36,0.77,1.22,1.6,1.97,2.25,-1.4285714285714284,-0.8066666666666666,-0.6697530864197531,-0.7164502164502164,-0.7169398907103826,-0.6784722222222221,-0.649746192893401,-0.6124074074074074,-0.7848758889176848,0.2868880133335976,2006-04-01,0.2290745692628389,,
2006-02-01,-0.1,2006-03-01,-0.003333333333333332,0.09166666666666667,0.16,0.2833333333333333,0.4273333333333333,0.6038888888888888,0.7842857142857143,0.96625,0.4141780753968254,0.22554740440660864,0.12,0.22,0.5,0.79,1.34,1.77,2.19,2.34,-1.0277777777777777,-0.5833333333333333,-0.6799999999999999,-0.6413502109704642,-0.6810945273631841,-0.6588198367859386,-0.6418786692759295,-0.5870726495726495,-0.6876658756349094,0.3183474050451483,2006-03-01,0.25648073795278853,,
2006-01-01,0.02,2006-02-01,0.07,0.145,0.22666666666666668,0.3575,0.5233333333333333,0.7077777777777777,0.8933333333333332,1.0679166666666666,0.49894097222222217,0.26080849620268803,0.19,0.31,0.69,1.0,1.52,1.86,2.28,2.39,-0.631578947368421,-0.532258064516129,-0.6714975845410627,-0.6425000000000001,-0.6557017543859649,-0.6194743130227002,-0.6081871345029239,-0.5531729428172943,-0.614296342644312,0.34283552098072684,2006-02-01,0.28815083779536765,,
2005-12-01,0.07,2006-01-01,0.12666666666666668,0.19333333333333333,0.3011111111111111,0.43916666666666665,0.6233333333333333,0.8099999999999999,1.000952380952381,1.1666666666666667,0.5826537698412698,0.298466580547479,0.25,0.36,0.77,1.22,1.6,1.97,2.25,2.36,-0.4933333333333333,-0.4629629629629629,-0.6089466089466089,-0.6400273224043715,-0.6104166666666667,-0.5888324873096447,-0.5551322751322751,-0.5056497175141242,-0.5581626717837485,0.36158064045898464,2006-01-01,0.31950460051798085,,
2005-11-01,0.12,2005-12-01,0.18666666666666668,0.2416666666666667,0.3788888888888889,0.535,0.7253333333333333,0.9155555555555553,1.1047619047619048,1.2620833333333332,0.6687445436507936,0.3398797204284175,0.22,0.5,0.79,1.34,1.77,2.19,2.34,2.37,-0.1515151515151515,-0.5166666666666666,-0.5203938115330521,-0.6007462686567164,-0.5902071563088513,-0.5819381024860477,-0.5278795278795279,-0.4674753867791843,-0.49460275897814965,0.3835060074621358,2005-12-01,0.35442181610632356,,
2005-10-01,0.19,2005-11-01,0.22,0.305,0.45333333333333337,0.6366666666666666,0.8353333333333333,1.0305555555555557,1.2104761904761905,1.3558333333333332,0.7558998015873015,0.3841268422971192,0.31,0.69,1.0,1.52,1.86,2.28,2.39,2.54,-0.29032258064516125,-0.5579710144927537,-0.5466666666666666,-0.5811403508771931,-0.5508960573476703,-0.5480019493177387,-0.4935246064953178,-0.46620734908136485,-0.5043413218654833,0.378546260874659,2005-11-01,0.38226664848963243,,
2005-09-01,0.25,2005-10-01,0.26,0.38833333333333336,0.5433333333333334,0.7475,0.9466666666666667,1.1466666666666667,1.3152380952380953,1.45375,0.8501860119047621,0.4340960107064339,0.36,0.77,1.22,1.6,1.97,2.25,2.36,2.56,-0.2777777777777777,-0.4956709956709956,-0.5546448087431692,-0.5328124999999999,-0.5194585448392555,-0.49037037037037035,-0.44269572235673926,-0.43212890625,-0.46819495325103844,0.390454854643709,2005-10-01,0.4195489586855256,,
2005-08-01,0.22,2005-09-01,0.2966666666666667,0.47500000000000003,0.6511111111111112,0.86,1.0613333333333332,1.2577777777777779,1.4157142857142857,1.55,0.9459503968253968,0.48623761684679145,0.5,0.79,1.34,1.77,2.19,2.34,2.37,2.59,-0.4066666666666666,-0.3987341772151899,-0.5140961857379768,-0.5141242937853108,-0.5153729071537291,-0.46248812915479576,-0.4026522001205546,-0.4015444015444015,-0.45195987017232814,0.39505518140393026,2005-09-01,0.45584347169917105,,
2005-07-01,0.31,2005-08-01,0.38999999999999996,0.57,0.7755555555555556,0.9891666666666666,1.1926666666666668,1.3755555555555556,1.5180952380952382,1.6487500000000004,1.0574737103174603,0.5475893389754297,0.69,1.0,1.52,1.86,2.28,2.39,2.54,2.51,-0.4347826086956522,-0.43000000000000005,-0.48976608187134507,-0.4681899641577061,-0.4769005847953216,-0.42445374244537426,-0.4023247094113236,-0.34312749003984044,-0.43369314767707046,0.4005844752791707,2005-08-01,0.4985877177433434,,
2005-06-01,0.36,2005-07-01,0.5166666666666666,0.6849999999999999,0.9099999999999999,1.1183333333333332,1.324,1.491111111111111,1.6242857142857143,1.7404166666666667,1.1762266865079365,0.6120404064481068,0.77,1.22,1.6,1.97,2.25,2.36,2.56,2.1,-0.3290043290043291,-0.4385245901639344,-0.43125000000000013,-0.43231810490693745,-0.41155555555555556,-0.36817325800376643,-0.3655133928571429,-0.1712301587301588,-0.3684461736527281,0.42382023935281327,2005-07-01,0.5493003507496755,,
2005-05-01,0.5,2005-06-01,0.6533333333333333,0.8283333333333333,1.0477777777777777,1.2525,1.45,1.6022222222222222,1.7290476190476192,1.812916666666667,1.297016369047619,0.6749504209646955,0.79,1.34,1.77,2.19,2.34,2.37,2.59,2.15,-0.1729957805907173,-0.3818407960199006,-0.4080351537978657,-0.42808219178082196,-0.3803418803418803,-0.3239568682606657,-0.33241404669976093,-0.15678294573643392,-0.3230562079035058,0.43993193165354794,2005-06-01,0.5966109245276463,,
2005-04-01,0.69,2005-05-01,0.75,0.9683333333333333,1.1888888888888889,1.3933333333333333,1.5726666666666667,1.7061111111111111,1.8285714285714287,1.8816666666666668,1.4111964285714285,0.7305960463960552,1.0,1.52,1.86,2.28,2.39,2.54,2.51,2.34,-0.25,-0.36293859649122817,-0.3608124253285544,-0.38888888888888884,-0.34198047419804745,-0.32830271216097984,-0.2714854866249288,-0.19586894586894577,-0.3125346911951966,0.4429723563052076,2005-05-01,0.6347214830324394,,
2005-03-01,0.77,2005-04-01,0.8533333333333334,1.1066666666666667,1.3188888888888888,1.5258333333333336,1.6860000000000002,1.808888888888889,1.9152380952380956,1.9504166666666667,1.5206582341269843,0.7794502517244521,1.22,1.6,1.97,2.25,2.36,2.56,2.1,2.24,-0.3005464480874316,-0.30833333333333335,-0.33051325437112244,-0.3218518518518517,-0.28559322033898293,-0.2934027777777778,-0.08798185941043069,-0.12927827380952384,-0.2571876273725568,0.4631610228740962,2005-04-01,0.6740205087743335,,
2005-02-01,0.79,2005-03-01,1.0033333333333332,1.2449999999999999,1.452222222222222,1.6491666666666667,1.792,1.9083333333333334,1.9785714285714284,2.0116666666666663,1.6300367063492063,0.823138682046623,1.34,1.77,2.19,2.34,2.37,2.59,2.15,2.27,-0.2512437810945275,-0.2966101694915255,-0.33688483003551506,-0.2952279202279202,-0.24388185654008443,-0.2631917631917631,-0.07973421926910307,-0.11380323054331887,-0.23507222129921973,0.47080001138563693,2005-03-01,0.7056924584929609,,
