Date,Price,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.6616936836405538,ag2
1974-09-01 00:00:00,68.12,1974-09-01,74.48666666666666,82.56333333333333,86.93111111111111,90.74666666666667,93.61066666666666,95.91444444444443,98.64095238095238,100.56916666666666,90.43287599206349,0.7685775061898432,89.79,97.44,94.78,105.6,104.8,112.4,117.5,109.4,-0.17043471804581067,-0.15267515051997804,-0.0828116574054536,-0.1406565656565656,-0.10676844783715012,-0.14666864373270083,-0.16050253292806482,-0.08072059719683133,-0.13015478916531936,0.004044040491265393,1974-09-01,0.11326310701963364,,
1974-08-01 00:00:00,76.03,1974-08-01,81.71,87.45,89.89333333333335,93.87,96.056,98.37444444444445,100.99238095238096,102.28916666666667,93.82941567460317,0.8122393108849781,89.67,93.45,102.0,103.8,107.2,114.2,115.1,111.0,-0.08876993420318957,-0.0642054574638844,-0.11869281045751623,-0.09566473988439295,-0.10395522388059708,-0.13857754426931312,-0.12256836705142515,-0.07847597597597589,-0.1013637566482868,0.011719546744559993,1974-08-01,0.12607951305033402,,
1974-07-01 00:00:00,79.31,1974-07-01,86.25666666666667,90.35333333333334,92.77888888888889,96.18416666666666,98.13399999999999,100.49499999999999,102.85285714285713,103.74624999999999,96.3501453373016,0.8413124616616621,92.46,96.11,109.8,105.8,110.3,118.4,109.6,107.2,-0.06709207585262078,-0.05989664620400226,-0.15501922687715042,-0.09088689350976698,-0.1102991840435178,-0.15122466216216224,-0.061561522419186665,-0.03221781716417926,-0.0910247535290733,0.016033491170854595,1974-07-01,0.13393048695525567,,
1974-06-01 00:00:00,89.79,1974-06-01,90.64,93.15333333333332,96.16666666666666,98.39166666666665,100.19999999999999,102.66666666666667,104.29523809523809,104.90833333333332,98.80273809523808,0.8665440853984793,97.44,94.78,105.6,104.8,112.4,117.5,109.4,108.0,-0.06978653530377665,-0.01716255187451654,-0.08933080808080807,-0.06114821882951671,-0.10854092526690406,-0.126241134751773,-0.04666144337076705,-0.028626543209876676,-0.06843727008599235,0.03391118883887257,1974-06-01,0.15285874549024497,,
1974-05-01 00:00:00,89.67,1974-05-01,93.19,93.985,97.92333333333333,99.64249999999998,101.70733333333332,104.20611111111111,105.22904761904762,105.66708333333332,100.19380109126985,0.8801098833000772,93.45,102.0,103.8,107.2,114.2,115.1,111.0,107.7,-0.002782236490101675,-0.07857843137254905,-0.05661528580603725,-0.07049906716417931,-0.10939287799182729,-0.09464716671493378,-0.051990561990561956,-0.018875735066542942,-0.06042267032459166,0.04259351493068788,1974-05-01,0.16223871041202922,,
1974-04-01 00:00:00,92.46,1974-04-01,94.44999999999999,96.04,99.49333333333333,101.10333333333334,103.34266666666667,105.61888888888889,106.2447619047619,106.41833333333331,101.5889146825397,0.8927066356686914,96.11,109.8,105.8,110.3,118.4,109.6,107.2,108.8,-0.017271875975444884,-0.12531876138433506,-0.059609325771896704,-0.08337866424901774,-0.12717342342342342,-0.03632400648823997,-0.008910803127221145,-0.021890318627451166,-0.05998464738087876,0.041760537679440726,1974-04-01,0.16332426596361937,,
1974-03-01 00:00:00,97.44,1974-03-01,95.66666666666667,98.92999999999999,100.97555555555554,102.58999999999997,105.07199999999999,106.5711111111111,106.94666666666664,107.09916666666665,102.98139583333331,0.904322737070368,94.78,105.6,104.8,112.4,117.5,109.4,108.0,107.7,0.009354997538158605,-0.06316287878787885,-0.0364927905004242,-0.0872775800711747,-0.10577021276595755,-0.025858216534633605,-0.009753086419753254,-0.0055787681832252245,-0.0405673169656111,0.07470176477763013,1974-03-01,0.19321904653373556,,
1974-02-01 00:00:00,93.45,1974-02-01,94.78000000000002,100.29,101.79333333333332,103.83666666666666,106.40933333333334,107.23555555555555,107.44952380952381,107.52666666666666,103.66513492063491,0.9103452954871022,102.0,103.8,107.2,114.2,115.1,111.0,107.7,105.2,-0.0707843137254901,-0.033815028901734046,-0.05043532338308465,-0.09074722708698202,-0.07550535766000577,-0.03391391391391396,-0.0023256842198347005,0.0221166032953104,-0.041926280699466856,0.07062501719016734,1974-02-01,0.1905850569468723,,
1974-01-01 00:00:00,96.11,1974-01-01,97.63,102.01499999999999,103.3211111111111,105.56583333333333,107.85266666666666,108.21055555555556,108.12809523809521,108.01624999999997,105.09243898809522,0.9207665930754139,109.8,105.8,110.3,118.4,109.6,107.2,108.8,103.3,-0.11083788706739528,-0.03577504725897929,-0.0632718847587389,-0.10839667792792795,-0.015942822384428235,0.009426824212271923,-0.0061755952380954104,0.04565585672797656,-0.03566465421191457,0.08368223186997863,1974-01-01,0.20326571204218366,,
1973-12-01 00:00:00,94.78,1973-12-01,102.19333333333333,103.62999999999998,104.89777777777776,107.42333333333333,108.75199999999998,108.82666666666665,108.73238095238096,108.31583333333333,106.59641567460318,0.9307295525810549,105.6,104.8,112.4,117.5,109.4,108.0,107.7,99.17,-0.03226010101010102,-0.011164122137404697,-0.06674574930802712,-0.08575886524822696,-0.005923217550274473,0.007654320987654284,0.009585709864261549,0.09222379079694787,-0.01154852920064632,0.15720634288297336,1973-12-01,0.26770965855412787,,
