DATE,A191RO1Q156NBEA,model date,1,2,3,4,6,8,average,normalize,0.5738507912382249,k2
1973-04-01,6.3,1973-07-01,6.3,6.949999999999999,6.933333333333333,6.549999999999999,5.833333333333333,5.3,6.311111111111111,0.8173356426423453,,
1973-01-01,7.6,1973-04-01,7.6,7.25,6.633333333333333,6.3,5.516666666666667,4.9,6.366666666666667,0.8243640779190865,,
1972-10-01,6.9,1973-01-01,6.9,6.15,5.866666666666667,5.275,4.75,4.2875000000000005,5.5381944444444455,0.7391590875698505,,
1972-07-01,5.4,1972-10-01,5.4,5.35,4.733333333333333,4.65,4.116666666666667,3.4000000000000004,4.608333333333333,0.6213545978664706,,
1972-04-01,5.3,1972-07-01,5.3,4.4,4.4,4.050000000000001,3.6666666666666674,2.7750000000000004,4.098611111111111,0.5494573010825385,,
1972-01-01,3.5,1972-04-01,3.5,3.95,3.6333333333333333,3.5,2.75,2.1374999999999997,3.245138888888889,0.43217386944914843,,
1971-10-01,4.4,1972-01-01,4.4,3.7,3.5,3.3,2.2333333333333334,1.7375,3.1451388888888894,0.4177882652941705,,
1971-07-01,3.0,1971-10-01,3.0,3.05,2.9333333333333336,2.1500000000000004,1.5333333333333334,1.4375000000000002,2.3506944444444446,0.30907292453659985,,
1971-04-01,3.1,1971-07-01,3.1,2.9000000000000004,1.866666666666667,1.5000000000000002,1.0833333333333335,1.4375,1.9812500000000002,0.26034058385052083,,
1971-01-01,2.7,1971-04-01,2.7,1.25,0.9666666666666667,0.775,0.9,1.4375,1.3381944444444447,0.18807272437721473,,
1970-10-01,-0.2,1971-01-01,-0.2,0.1,0.13333333333333333,0.175,0.9500000000000001,1.6625,0.47013888888888894,0.11537453865037225,,
1970-07-01,0.4,1970-10-01,0.4,0.30000000000000004,0.30000000000000004,0.7250000000000001,1.5,2.3125,0.9229166666666666,0.14327646749228015,,
1970-04-01,0.2,1970-07-01,0.2,0.25,0.8333333333333334,1.375,2.183333333333333,2.9250000000000003,1.2944444444444445,0.17244392628886535,,
1970-01-01,0.3,1970-04-01,0.3,1.15,1.7666666666666666,2.1,2.983333333333333,3.5875,1.98125,0.2258888663209891,,
1969-10-01,2.0,1970-01-01,2.0,2.5,2.6999999999999997,3.15,3.816666666666667,4.025,3.0319444444444446,0.32786874028285057,,
1969-07-01,3.0,1969-10-01,3.0,3.05,3.533333333333333,3.9,4.3999999999999995,4.1125,3.6659722222222224,0.40153988917260663,,
1969-04-01,3.1,1969-07-01,3.1,3.8,4.2,4.475,4.533333333333333,4.075,4.030555555555556,0.45607209699548557,,
1969-01-01,4.5,1969-04-01,4.5,4.75,4.933333333333334,5.075,4.466666666666667,4.0125,4.622916666666667,0.5362654546750212,,
1968-10-01,5.0,1969-01-01,5.0,5.15,5.266666666666667,4.9,4.166666666666667,3.8125,4.715972222222223,0.5554507575854917,,
1968-07-01,5.3,1968-10-01,5.3,5.4,4.866666666666667,4.325,3.766666666666667,3.75,4.5680555555555555,0.54349995113785,,
1968-04-01,5.5,1968-07-01,5.5,4.65,4.0,3.675,3.3666666666666667,3.8375,4.1715277777777775,0.49745600584214716,,
1968-01-01,3.8,1968-04-01,3.8,3.25,3.0666666666666664,2.9499999999999997,3.1999999999999997,4.0875,3.3923611111111107,0.40360743231654816,,
1967-10-01,2.7,1968-01-01,2.7,2.7,2.6666666666666665,2.725,3.5666666666666664,4.675,3.172222222222222,0.3766223747492271,,
1967-07-01,2.7,1967-10-01,2.7,2.6500000000000004,2.733333333333334,3.1750000000000003,4.366666666666667,5.4,3.504166666666667,0.4158461814868563,,
1967-04-01,2.6,1967-07-01,2.6,2.75,3.3333333333333335,4.0,5.333333333333333,5.85,3.977777777777778,0.4521888689365928,,
1967-01-01,2.9,1967-04-01,2.9,3.7,4.466666666666667,5.225,6.316666666666666,6.2375,4.807638888888889,0.4422425212910602,,
1966-10-01,4.5,1967-01-01,4.5,5.25,6.0,6.625,6.883333333333333,6.5625,5.970138888888889,0.4360346314610063,,
1966-07-01,6.0,1966-10-01,6.0,6.75,7.333333333333333,7.625,7.083333333333333,6.65,6.906944444444444,0.42853907423261145,,
1966-04-01,7.5,1966-07-01,7.5,8.0,8.166666666666666,7.7,7.0,6.5875,7.4923611111111095,0.43220393410485825,,
1966-01-01,8.5,1966-04-01,8.5,8.5,7.766666666666667,7.25,6.616666666666667,6.425000000000001,7.509722222222223,0.431887097895418,,
1965-10-01,8.5,1966-01-01,8.5,7.4,6.833333333333333,6.5,6.116666666666667,6.137500000000001,6.914583333333334,0.4273063750449362,,
1965-07-01,6.3,1965-10-01,6.3,6.0,5.833333333333333,5.675,5.733333333333333,5.7250000000000005,5.877777777777777,0.419678969406553,,
1965-04-01,5.7,1965-07-01,5.7,5.6,5.466666666666666,5.475,5.716666666666666,5.5375,5.582638888888888,0.4171145773316738,,
1965-01-01,5.5,1965-04-01,5.5,5.35,5.3999999999999995,5.6,5.633333333333333,5.299999999999999,5.463888888888889,0.41573001644090435,,
1964-10-01,5.2,1965-01-01,5.2,5.35,5.633333333333333,5.7749999999999995,5.516666666666666,5.062499999999999,5.422916666666666,0.41485932776855283,,
1964-07-01,5.5,1964-10-01,5.5,5.85,5.966666666666666,5.7749999999999995,5.283333333333333,4.949999999999999,5.554166666666667,0.4151241850044152,,
1964-04-01,6.2,1964-07-01,6.2,6.2,5.866666666666667,5.6000000000000005,4.966666666666668,5.0125,5.640972222222223,0.41509239480563354,,
1964-01-01,6.2,1964-04-01,6.2,5.7,5.3999999999999995,5.0,4.65,5.075000000000001,5.337500000000001,0.4124864553417249,,
1963-10-01,5.2,1964-01-01,5.2,5.0,4.6000000000000005,4.3500000000000005,4.616666666666667,5.250000000000001,4.836111111111111,0.4085823462845606,,
1963-07-01,4.8,1963-10-01,4.8,4.3,4.066666666666666,4.125,4.866666666666666,5.3999999999999995,4.593055555555555,0.40632151108232484,,
1963-04-01,3.8,1963-07-01,3.8,3.7,3.9,4.425,5.333333333333333,5.175,4.388888888888888,0.40428373384873606,,
1963-01-01,3.6,1963-04-01,3.6,3.95,4.633333333333334,5.15,5.766666666666667,4.9,4.666666666666667,0.40527442309118894,,
1962-10-01,4.3,1963-01-01,4.3,5.15,5.666666666666667,6.15,5.666666666666667,4.3625,5.215972222222223,0.407952061268839,,
1962-07-01,6.0,1962-10-01,6.0,6.35,6.766666666666666,6.674999999999999,5.216666666666666,3.9374999999999996,5.824305555555554,0.4110151244355674,,
1962-04-01,6.7,1962-07-01,6.7,7.15,6.900000000000001,5.925000000000001,4.1000000000000005,3.5000000000000004,5.712500000000001,0.4095939343623787,,
1962-01-01,7.6,1962-04-01,7.6,7.0,5.666666666666667,4.65,3.1333333333333333,2.9250000000000003,5.1625,0.40547794962879197,,
1961-10-01,6.4,1962-01-01,6.4,4.7,3.6666666666666665,2.575,2.2833333333333337,2.5875000000000004,3.7020833333333343,0.3958394001532076,,
1961-07-01,3.0,1961-10-01,3.0,2.3,1.2999999999999998,1.2,1.5666666666666667,2.3625,1.9548611111111114,0.38450830354718984,,
1961-04-01,1.6,1961-07-01,1.6,0.45000000000000007,0.6000000000000001,1.0750000000000002,1.8833333333333335,2.825,1.4055555555555557,0.38027014107860313,,
1961-01-01,-0.7,1961-04-01,-0.7,0.10000000000000003,0.9,1.2000000000000002,2.3833333333333333,3.7625,1.2743055555555556,0.37841394401464384,,
1960-10-01,0.9,1961-01-01,0.9,1.7,1.8333333333333333,2.6,3.6166666666666667,4.7749999999999995,2.5708333333333333,0.38476968380176596,,
1960-07-01,2.5,1960-10-01,2.5,2.3,3.1666666666666665,3.525,4.983333333333333,5.0,3.579166666666667,0.3894679227203087,,
1960-04-01,2.1,1960-07-01,2.1,3.5,3.8666666666666667,4.575,5.8,4.6,4.073611111111112,0.3912002644524904,,
1960-01-01,4.9,1960-04-01,4.9,4.75,5.3999999999999995,6.324999999999999,5.8999999999999995,4.0874999999999995,5.227083333333333,0.3966660346170816,,
1959-10-01,4.6,1960-01-01,4.6,5.65,6.8,6.949999999999999,4.966666666666666,3.1125,5.346527777777777,0.3963056271572548,,
1959-07-01,6.7,1959-10-01,6.7,7.9,7.733333333333334,6.4750000000000005,3.866666666666667,2.5875000000000004,5.877083333333334,0.3982349443089016,,
1959-04-01,9.1,1959-07-01,9.1,8.25,6.3999999999999995,4.625,2.2666666666666666,2.1375,5.4631944444444445,0.3949342270914068,,
1959-01-01,7.4,1959-04-01,7.4,5.050000000000001,3.133333333333334,1.8500000000000005,0.816666666666667,1.2500000000000002,3.2500000000000004,0.38184513392672326,,
1958-10-01,2.7,1959-01-01,2.7,1.0,0.0,-0.725,0.10000000000000002,0.7125,0.63125,0.36668039974126687,,
1958-07-01,-0.7,1958-10-01,-0.7,-1.35,-1.8666666666666665,-1.2999999999999998,-0.016666666666666535,0.6250000000000001,-0.7680555555555554,0.35791264895111996,,
1958-04-01,-2.0,1958-07-01,-2.0,-2.45,-1.5,-0.35,0.6166666666666667,0.8250000000000001,-0.8097222222222222,0.35606200921644304,,
1958-01-01,-2.9,1958-04-01,-2.9,-1.25,0.20000000000000004,0.65,1.2833333333333334,1.375,-0.10694444444444444,0.3579001746439431,,
1957-10-01,0.4,1958-01-01,0.4,1.75,1.8333333333333333,2.15,1.9166666666666667,2.1375,1.6979166666666667,0.36525354454417336,,
1957-07-01,3.1,1957-10-01,3.1,2.55,2.733333333333333,2.55,2.25,2.9124999999999996,2.6826388888888886,0.3685573165435365,,
1957-04-01,2.0,1957-07-01,2.0,2.55,2.3666666666666667,2.0,2.266666666666667,3.5250000000000004,2.451388888888889,0.36578636068384474,,
1957-01-01,3.1,1957-04-01,3.1,2.55,2.0,2.1,3.0333333333333337,4.25,2.8388888888888886,0.3659796598653321,,
1956-10-01,2.0,1957-01-01,2.0,1.45,1.7666666666666666,2.125,3.85,4.6375,2.6381944444444443,0.36325232735067386,,
1956-07-01,0.9,1956-10-01,0.9,1.65,2.1666666666666665,3.275,4.816666666666667,4.7250000000000005,2.9222222222222225,0.36272911466403357,,
1956-04-01,2.4,1956-07-01,2.4,2.8,4.066666666666666,5.05,5.7,4.512500000000001,4.0881944444444445,0.36626526784979885,,
1956-01-01,3.2,1956-04-01,3.2,4.9,5.933333333333334,6.4,5.75,3.9125000000000005,5.015972222222223,0.3686436698547829,,
1955-10-01,6.6,1956-01-01,6.6,7.3,7.466666666666666,7.1499999999999995,5.083333333333333,3.2874999999999996,6.147916666666666,0.3719287819580841,,
1955-07-01,8.0,1955-10-01,8.0,7.9,7.333333333333333,6.175,3.5833333333333335,2.525,5.919444444444444,0.36901218646325173,,
1955-04-01,7.8,1955-07-01,7.8,7.0,5.566666666666666,3.9749999999999996,1.9499999999999995,2.1999999999999997,4.748611111111111,0.3618543972901661,,
1955-01-01,6.2,1955-04-01,6.2,4.45,2.6999999999999997,1.4249999999999998,0.7333333333333333,2.075,2.9305555555555554,0.351824891029609,,
1954-10-01,2.7,1955-01-01,2.7,0.9500000000000001,-0.1666666666666666,-0.575,0.6000000000000001,2.075,0.9305555555555557,0.3409756101581767,,
1954-07-01,-0.8,1954-10-01,-0.8,-1.6,-1.6666666666666667,-1.125,1.2833333333333334,2.4125,-0.24930555555555567,0.33338149274558204,,
1954-04-01,-2.4,1954-07-01,-2.4,-2.1,-1.2333333333333334,0.42500000000000004,2.4499999999999997,2.7875,-0.011805555555555625,0.3312965379896685,,
1954-01-01,-1.8,1954-04-01,-1.8,-0.65,1.366666666666667,2.725,3.75,3.5375,1.4881944444444446,0.3340414208302709,,
1953-10-01,0.5,1954-01-01,0.5,2.95,4.233333333333333,4.725,4.416666666666666,4.4125,3.539583333333333,0.33881018542813024,,
1953-07-01,5.4,1953-10-01,5.4,6.1,6.133333333333333,5.949999999999999,4.933333333333333,5.0375,5.592361111111111,0.3435408313229378,,
1953-04-01,6.8,1953-07-01,6.8,6.5,6.133333333333333,5.1499999999999995,4.8999999999999995,5.2749999999999995,5.793055555555555,0.34112566196086946,,
1953-01-01,6.2,1953-04-01,6.2,5.800000000000001,4.6000000000000005,4.3500000000000005,4.683333333333334,5.574999999999999,5.201388888888889,0.3355766116365986,,
1952-10-01,5.4,1953-01-01,5.4,3.8000000000000003,3.733333333333334,4.1000000000000005,4.866666666666667,6.125000000000001,4.670833333333333,0.33003969015325585,,
1952-07-01,2.2,1952-10-01,2.2,2.9000000000000004,3.6666666666666665,4.125,5.5,7.125,4.252777777777777,0.3246198218468474,,
1952-04-01,3.6,1952-07-01,3.6,4.4,4.766666666666667,5.4,6.8999999999999995,8.1375,5.534027777777777,0.3246276061029299,,
1952-01-01,5.2,1952-04-01,5.2,5.35,6.0,6.8,8.533333333333333,8.6,6.747222222222223,0.3241136002729602,,
1951-10-01,5.5,1952-01-01,5.5,6.4,7.333333333333333,8.15,9.383333333333333,8.424999999999999,7.531944444444444,0.32181799356342056,,
1951-07-01,7.3,1951-10-01,7.3,8.25,9.033333333333333,10.125,9.683333333333332,7.549999999999999,8.656944444444443,0.3201981749011794,,
1951-04-01,9.2,1951-07-01,9.2,9.899999999999999,11.066666666666665,10.875,9.1,6.562499999999999,9.450694444444444,0.3171705663516956,,
1951-01-01,10.6,1951-04-01,10.6,12.0,11.433333333333332,10.399999999999999,7.3166666666666655,5.287499999999999,9.50625,0.31146539004114837,,
1950-10-01,13.4,1951-01-01,13.4,11.850000000000001,10.333333333333334,8.700000000000001,5.45,4.075,8.968055555555557,0.30360615911861455,,
1950-07-01,10.3,1950-10-01,10.3,8.8,7.133333333333334,4.9750000000000005,3.0500000000000003,2.8874999999999997,6.190972222222222,0.2891053636823794,,
1950-04-01,7.3,1950-07-01,7.3,5.55,3.1999999999999997,2.25,1.4833333333333334,2.2750000000000004,3.6763888888888894,0.274509471257941,,
1950-01-01,3.8,1950-04-01,3.8,1.15,0.5666666666666665,0.17499999999999993,0.9166666666666666,1.9375,1.4243055555555555,0.25944970016908575,,
1949-10-01,-1.5,1950-01-01,-1.5,-1.05,-1.0333333333333334,-0.55,1.1833333333333333,1.7874999999999999,-0.1937499999999999,0.2442179137697958,,
1949-07-01,-0.6,1949-10-01,-0.6,-0.8,-0.23333333333333336,0.7999999999999999,2.1999999999999997,34.443125,5.968298611111112,0.2449154972705867,,
1949-04-01,-1.0,1949-07-01,-1.0,-0.04999999999999999,1.2666666666666666,2.3,2.733333333333333,65.71625,11.827708333333334,0.2410859312826909,,
1949-01-01,0.9,1949-04-01,0.9,2.4,3.4,3.6999999999999997,46.19083333333333,96.58725,25.529680555555554,0.25051296647520394,,
1948-10-01,3.9,1949-01-01,3.9,4.65,4.633333333333334,4.125,87.63833333333334,126.87025,38.636152777777774,0.25080402647060845,,
1948-07-01,5.4,1948-10-01,5.4,5.0,4.2,68.08625,127.983,144.43742857142857,59.18444642857143,0.258044989840687,,
1948-04-01,4.6,1948-07-01,4.6,3.5999999999999996,88.98166666666667,129.1325,167.61033333333333,167.61033333333333,93.58913888888888,0.28025742890297484,,
1948-01-01,2.6,1948-04-01,2.6,131.1725,170.64333333333335,189.4745,200.2124,200.2124,149.05252222222222,0.32190762962239305,,
1947-10-01,259.745,1948-01-01,259.745,254.66500000000002,251.766,249.6155,249.6155,249.6155,252.50375,0.6548962890463002,,
1947-07-01,249.585,1947-10-01,249.585,247.7765,246.239,246.239,246.239,246.239,247.05291666666668,0.5998050104960985,,
1947-04-01,245.968,1947-07-01,245.968,244.56599999999997,244.56599999999997,244.56599999999997,244.56599999999997,244.56599999999997,244.79966666666667,0.546907192122541,,
1947-01-01,243.164,1947-04-01,243.164,243.164,243.164,243.164,243.164,243.164,243.164,,,
