observation_date,INDPRO,Model date,3avg,6avg,9avg,12avg,15avg,18avg,21avg,24avg,avg,normalize,3avg.1,6avg.1,9avg.1,12avg.1,15avg.1,18avg.1,21avg.1,24avg.1,3avg.2,6avg.2,9avg.2,12avg.2,15avg.2,18avg.2,21avg.2,24avg.2,avg.1,normalize.1,date,index,0.5218356136284106,ag2
1995-12-01,75.1755,1996-01-01,74.9223,74.60366666666667,74.27264444444444,74.04885833333333,73.7655,73.33050555555556,72.89160952380954,72.4062,73.78016056547618,0.9846074646081325,74.7937,73.8602,73.4081,73.2879,71.4767,70.6763,69.4766,68.5054,0.0017193961523498391,0.0100658631667212,0.01177723499783312,0.010383137371016593,0.03202162382986362,0.03755439313540121,0.049153377163095646,0.05694149658275127,0.026202065299879063,0.6997729142869785,1996-01-01,0.7256669643161744,,
1995-11-01,74.8897,1995-12-01,74.79503333333334,74.38445,74.07626666666665,73.89155833333332,73.51891333333332,73.08054999999999,72.62023333333333,72.12827916666666,73.56191052083332,0.9843511839665263,74.495,73.6104,73.3025,72.5263,71.2053,70.2281,68.7836,68.1326,0.004027563371143517,0.01051549781009209,0.010555801871241277,0.01882432074065976,0.03249215063110933,0.04061693253839982,0.055778315373625764,0.05864562876899848,0.028932026388158755,0.7475953524564735,1995-12-01,0.7691186098664783,,
1995-10-01,74.7017,1995-11-01,74.66346666666668,74.17123333333335,73.89991111111111,73.69460833333333,73.27328666666668,72.82157222222223,72.32946666666668,71.84673333333333,73.33753479166667,0.9840570351306537,73.5664,73.3612,73.4219,72.082,70.7846,69.8703,68.7648,67.8515,0.014912605029832493,0.011041713239878126,0.0065104704605998265,0.022371858901436337,0.03515858910930736,0.04223929512571467,0.05183853754634171,0.058882019311781386,0.03036938609061149,0.7710394130561252,1995-11-01,0.7904046514265368,,
1995-09-01,74.7937,1995-10-01,74.28503333333333,73.94781666666667,73.75771111111112,73.47630000000001,73.01214666666668,72.55316111111114,72.04675714285716,71.56130833333334,73.08002929563494,0.9835777775879743,73.8602,73.4081,73.2879,71.4767,70.6763,69.4766,68.5054,67.3345,0.005751857337690902,0.007352276746934727,0.0064104867394361165,0.027975550074360145,0.03304992857105815,0.044281975673984286,0.05169456922895366,0.06277329353204286,0.029911242238057606,0.7653326702202767,1995-10-01,0.7851731345264311,,
1995-08-01,74.495,1995-09-01,73.97386666666667,73.71688333333334,73.59039999999999,73.19988333333333,72.73765333333333,72.25776666666667,71.74731428571428,71.25050833333331,72.80928449404762,0.9830059326881584,73.6104,73.3025,72.5263,71.2053,70.2281,68.7836,68.1326,67.014,0.004937708077481728,0.005653058672396627,0.014671919014205725,0.028011725718918967,0.03573431907360902,0.050508648379361754,0.05305410751555484,0.06321825787646351,0.03197371804099902,0.7956329811456802,1995-09-01,0.81266688583136,,
1995-07-01,73.5664,1995-08-01,73.679,73.51813333333332,73.37165555555556,72.92574166666667,72.45319333333333,71.94046666666667,71.44434285714286,70.93879999999999,72.53391667658731,0.9823864063234411,73.3612,73.4219,72.082,70.7846,69.8703,68.7648,67.8515,67.0845,0.00433199020735775,0.001310689771489626,0.017891506278343794,0.03024869345403758,0.03696697070619903,0.046181573518234265,0.05295156123509215,0.057454404519672764,0.03091717371130337,0.781697040601768,1995-08-01,0.7999415283946475,,
1995-06-01,73.8602,1995-07-01,73.61059999999999,73.49405,73.20672222222223,72.693925,72.20678666666666,71.6737111111111,71.17220476190475,70.66872083333331,72.34084007440475,0.9822350453928835,73.4081,73.2879,71.4767,70.6763,69.4766,68.5054,67.3345,66.8781,0.002758551168059009,0.0028128790700785444,0.024204002454257578,0.028547405565939377,0.0392964921522736,0.046249071038357625,0.05699462774513431,0.05667955329671903,0.032192822811352384,0.7997279416887959,1995-07-01,0.8163194965709857,,
1995-05-01,73.6104,1995-06-01,73.4599,73.39866666666667,72.9418888888889,72.4286,71.91454666666667,71.37622222222222,70.86145714285713,70.37779999999998,72.0948851984127,0.981785156913223,73.3025,72.5263,71.2053,70.2281,68.7836,68.1326,67.014,66.7674,0.002147266464308961,0.01202828031578429,0.024388477948817044,0.031333611474609224,0.04551879614714349,0.04760749218761995,0.05741273678421144,0.054074293742155444,0.03431386938308123,0.8268187439231063,1995-06-01,0.8409065996494806,,
1995-04-01,73.3612,1995-05-01,73.35726666666666,73.21798333333332,72.67465555555555,72.14674166666666,71.59276,71.07189999999999,70.54734285714284,70.09267499999997,71.83766563492063,0.9812680715682258,73.4219,72.082,70.7846,69.8703,68.7648,67.8515,67.0845,67.0,-0.0008803004734736497,0.015759597865393937,0.026701507892331833,0.0325809631083116,0.041125110521662345,0.04746247319513919,0.0516191200224021,0.04615932835820846,0.03256597506124698,0.8067657431134085,1995-05-01,0.8226295911547555,,
1995-03-01,73.4081,1995-04-01,73.3775,73.00478333333332,72.38836666666666,71.85583333333334,71.28633333333332,70.76580555555554,70.24845238095236,69.82762499999997,71.59433745039681,0.9808377325838522,73.2879,71.4767,70.6763,69.4766,68.5054,67.3345,66.8781,66.7658,0.00122257562298822,0.021378761657061984,0.024224056248935755,0.03424510314743867,0.04059436677011341,0.05095910054363717,0.050395456523919746,0.04585918239577702,0.033609825363734,0.8208977630886346,1995-04-01,0.8354377603154727,,
